round_num,player_id,player_name,player_nickname,position,team_id,G,A,FT,FD,FF,FS,PP,I,PE,SG,DP,DD,RB,GC,CV,CA,GS,FC,total_score,current_price
11,38062,,Lugano,ZAG,276.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,3,-6.4,11.05
11,38139,,Bobô,ATA,284.0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,-1.4,3.67
11,38162,,Fred,ATA,282.0,0,0,0,1,0,5,0,3,4,0,0,0,1,0,0,0,0,2,1.5,18.41
11,38100,,Durval,ZAG,292.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0.4,7.29
11,38140,,Fernando Prass,GOL,275.0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,1.1,13.79
11,37792,,Edinho,MEI,294.0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,4,-0.2,1.45
11,50294,,Guilherme,MEI,264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.94
11,50313,,Elicarlos,MEI,316.0,0,0,0,0,0,1,0,0,5,0,0,0,4,0,0,1,0,4,1.8,7.73
11,50295,,Felipe Menezes,MEI,303.0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1.1,4.22
11,68725,,Diego Renan,LAT,287.0,0,0,0,1,0,3,0,0,9,0,0,0,1,0,0,1,0,2,-1.5,10.28
11,68698,,Bruno Silva,MEI,263.0,0,0,0,0,0,4,0,0,3,0,0,0,2,0,0,0,0,3,3.0,7.38
11,63158,,Moisés,MEI,275.0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,1.2,8.17
11,93697,,Gervasio Núñez,MEI,263.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,-1.5,2.88
11,70622,,Paulo Bento,TEC,283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,6.04
