round_num,player_id,player_name,player_nickname,position,team_id,G,A,FT,FD,FF,FS,PP,I,PE,SG,DP,DD,RB,GC,CV,CA,GS,FC,total_score,current_price,price_delta
35,36540,Juan Silveira dos Santos,Juan,ZAG,262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1.44,-1.44
35,36940,,Oswaldo de Oliveira,TEC,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,0.13,0.13
35,37281,Luis Antônio Venker de Menezes,Mano Menezes,TEC,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21,0.05,0.05
35,37306,Gilson Kleina,Gilson Kleina,TEC,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,-0.71,-0.71
35,37604,Paulo André Cren Benini,Paulo André,ZAG,293,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,-1.3,-0.9,-0.9
35,37607,Michel Fernandes Bastos,Michel Bastos,MEI,275,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0.7,-0.05,-0.05
35,37644,,Rodrigo,ZAG,303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3,-0.27,-0.27
35,37646,Ebert William Amâncio,Betão,ZAG,314,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2.5,0.25,0.25
35,37656,Fábio Deivson Lopes Maciel,Fábio,GOL,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-4.0,-0.86,-0.86
35,37657,Eduardo Luís Abonizio de Souza,Edu Dracena,ZAG,275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8,-1.25,-1.25
35,37674,Wagner Ferreira dos Santos,Wagner,MEI,267,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7,0.19,0.19
35,37694,Henrique Pacheco de Lima,Henrique,MEI,283,0,0,0,0,1,2,0,0,2,0,0,0,7,0,0,0,0,1,12.5,1.81,1.81
35,37770,Marcelo Grohe,Marcelo Grohe,GOL,284,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,10.7,-1.7,-1.7
35,37851,Maicosuel Reginaldo de Matos,Maicosuel,MEI,276,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2,-0.41,-0.41
35,37934,,Roger Bernardo,MEI,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,-0.46,-0.46
35,37984,,Aranha,GOL,303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.57,0.57
35,38067,Danilo Gabriel de Andrade,Danilo,MEI,264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.96,-0.96
35,38100,Severino dos Ramos Durval da Silva,Durval,ZAG,292,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0.7,0.29,0.29
35,38138,,Jô,ATA,264,2,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,16.5,2.93,2.93
