round_num,player_id,player_name,player_nickname,position,team_id,G,A,FT,FD,FF,FS,PP,I,PE,SG,DP,DD,RB,GC,CV,CA,GS,FC,total_score,current_price
15,36612,,Zé Roberto,LAT,275,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3.4,0.46
15,37281,,Mano Menezes,TEC,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,-0.04
15,37306,,Gilson Kleina,TEC,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,1.07
15,37604,,Paulo André,ZAG,293,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,5.7,1.14
15,37607,,Michel Bastos,MEI,275,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,2,-0.5,-1.21
15,37623,,Rafael Marques,ZAG,267,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,-3.6,-1.15
15,37644,,Rodrigo,ZAG,303,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,7.4,1.24
15,37646,,Betão,ZAG,314,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,1.3,0.18
15,37655,,Rafael Moura,ATA,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.24
15,37656,,Fábio,GOL,283,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,4.5,0.81
15,37662,,Jonathan,LAT,293,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,1,7.4,-0.5
15,37674,,Wagner,MEI,267,0,0,0,1,0,3,0,0,2,0,0,0,1,0,0,0,0,2,2.6,0.04
15,37688,,Cícero,MEI,276,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,-0.6,-0.53
15,37694,,Henrique,MEI,283,0,0,0,1,0,1,0,0,7,0,0,0,2,0,0,0,0,1,2.3,-0.2
15,37705,,Juan,MEI,314,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,-0.6,0.1
15,37770,,Marcelo Grohe,GOL,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.0,-0.79
15,37792,,Edinho,MEI,294,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,-0.6,-0.24
15,37984,,Aranha,GOL,303,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,14.0,2.43
15,38062,,Lugano,ZAG,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,-0.07
15,38109,,Jefferson,GOL,263,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,8.4,0.84
15,38138,,Jô,ATA,264,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1.2,-3.01
15,38150,,Marquinhos,MEI,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.06
15,38162,,Fred,ATA,282,0,0,0,2,0,1,0,1,3,0,0,0,1,0,0,1,0,4,-1.2,-1.87
15,38196,,Maicon,MEI,284,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1.1,-0.48
15,38229,,Fábio Santos,LAT,282,0,0,0,0,0,5,0,0,7,0,0,0,2,0,0,0,0,2,2.8,0.85
15,38277,,Thiago Neves,MEI,283,0,1,1,4,0,3,0,0,7,0,0,0,0,0,0,0,0,1,11.4,1.37
15,38279,,Wellington Paulista,ATA,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.19
15,38287,,Roger,ATA,263,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,3,1.3,-0.57
15,38311,,Márcio Araújo,MEI,262,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,2,1.2,-0.56
15,38315,,Jadson,MEI,264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3,-0.5
15,38394,,Thiago Heleno,ZAG,293,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,2,7.8,1.66
15,38523,,Edílson,LAT,284,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2.1,-0.01
15,38530,,Cleiton Xavier,MEI,287,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,2,3.9,0.61
15,38909,,Diego,MEI,262,0,0,0,0,1,6,1,0,3,0,0,0,2,0,0,0,0,1,2.2,-1.0
15,38957,,Rafael Marques,ATA,283,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,1,0.3,0.02
