round_num,player_id,player_name,player_nickname,position_id,team_id,G,A,FT,FD,FF,FS,PP,I,PE,SG,DP,DD,RB,GC,CV,CA,GS,FC,total_score,current_price
37,36612,,Zé Roberto,2,275,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,6.4,0.39
37,36940,,Oswaldo de Oliveira,6,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85,-0.27
37,37281,,Mano Menezes,6,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,-0.44
37,37306,,Gilson Kleina,6,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0.6
37,37604,,Paulo André,3,293,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,-1.4,-0.09
37,37608,,Cristian,4,284,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.4,0.42
37,37644,,Rodrigo,3,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-5.0,-0.93
37,37646,,Betão,3,314,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,4.9,0.25
37,37655,,Rafael Moura,5,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.71
37,37657,,Edu Dracena,3,275,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,3,4.4,0.8
37,37662,,Jonathan,2,293,0,0,0,0,0,3,0,0,2,0,0,0,4,0,0,1,0,2,4.7,0.37
37,37674,,Wagner,4,267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.2,-0.15
37,37694,,Henrique,4,283,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1.2,-1.06
37,37792,,Edinho,4,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.7,-0.01
37,37984,,Aranha,1,303,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0.0,-0.84
37,38021,,Wendel,4,303,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,1.4,-0.01
37,38100,,Durval,3,292,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1.1,-0.93
37,38138,,Jô,5,264,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1.9,-0.04
37,38150,,Marquinhos,4,314,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,-0.4,-1.34
37,38162,,Fred,5,282,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,9.6,1.45
37,38229,,Fábio Santos,2,282,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0.0,-0.81
37,38246,,Robinho,5,282,0,0,0,0,0,3,0,1,2,0,0,0,1,0,0,0,0,1,1.6,0.24
37,38277,,Thiago Neves,4,283,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,-3.1,-2.73
37,38279,,Wellington Paulista,5,315,1,0,0,2,0,1,0,1,4,0,0,0,1,0,0,0,0,2,9.5,2.12
37,38315,,Jadson,4,264,1,0,1,1,1,1,0,0,9,0,0,0,1,0,0,0,0,0,12.7,0.49
37,38394,,Thiago Heleno,3,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7,-0.89
37,38421,,Rafinha,4,283,0,0,0,0,0,5,0,2,5,0,0,0,3,0,0,0,0,1,4.6,0.21
37,38431,,Diego Cavalieri,1,266,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2.0,-0.43
37,38545,,Felipe Melo,4,275,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,5.1,0.28
37,38617,,Danilinho,5,287,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.2,1.26
37,38748,,Maicon,2,314,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,14.7,1.84
37,38908,,Renato,4,277,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2.6,0.51
37,38909,,Diego,4,262,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,2,-1.1,-1.58
37,38910,,Ricardo Oliveira,5,277,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,2.9,-0.24
37,38913,,Nenê,4,267,0,1,0,0,1,1,0,0,6,0,0,0,1,0,0,0,0,1,5.6,0.12
37,39355,,Carpegiani,6,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0.08
37,39850,,Vagner Mancini,6,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0.57
37,40006,,Abel Braga,6,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,-0.43
37,40990,,Dorival Júnior,6,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0.09
37,41218,,Magrão,1,292,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3.7,-0.14
37,41929,,Renato Gaúcho,6,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0.05
37,42116,,Willian,5,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.13
37,42232,,Amaral,4,315,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,-0.8,-0.51
37,42234,,Cássio,1,264,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1.7,1.28
37,42500,,Fagner,2,264,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,2,4.8,-0.88
37,49674,,Fabrício,2,293,0,0,0,1,0,1,1,0,4,0,0,0,1,0,0,0,0,2,-2.5,-2.73
37,50284,,Wilson,1,294,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,6.1,1.02
37,50313,,Elicarlos,4,315,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,2.4,0.3
37,50362,,Lucas,2,266,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,1.6,-0.28
37,50369,,Carlos Eduardo,4,287,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2.4,0.41
37,50402,,Kayke,5,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.1
37,50459,,Léo,3,283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,-0.69
37,50645,,Eduardo,2,265,0,0,0,0,1,4,0,0,4,0,0,0,2,0,0,1,0,2,1.9,-0.26
37,50856,,Henrique,3,266,0,0,0,0,0,1,0,1,3,0,0,0,2,0,0,0,0,1,2.0,-1.03
37,51042,,Apodi,2,315,0,0,0,1,0,4,0,0,2,1,0,0,1,0,0,0,0,1,8.6,1.62
37,51319,,Renato Cajá,4,303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3,-0.03
37,51700,,Thiago Carleto,2,294,0,0,0,2,0,0,0,0,6,0,0,0,2,0,0,0,0,1,3.1,-0.64
37,51705,,Bruno Rodrigo,3,284,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3.9,0.49
37,51772,,Éverton Ribeiro,4,262,0,0,0,0,1,4,0,0,7,0,0,0,2,0,0,0,0,0,4.0,0.44
37,51792,,Kanu,3,287,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,2,-3.2,-0.27
37,52253,,Réver,3,262,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,-1.1,-0.71
37,52618,,Anderson Martins,3,267,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,6.1,0.53
37,52674,,Gilson,2,263,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,4,-4.1,-1.78
37,52950,,Victor,1,282,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1.7,-1.44
37,53865,,Léo Gamalho,5,303,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.4,-0.05
37,54395,,Elias,4,282,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,5.5,0.28
37,60788,,Marquinhos,5,292,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,-1.34
37,60969,,Patric,2,287,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,3,0.8,0.25
37,61033,,Rodriguinho,4,264,0,1,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,1,8.8,0.79
37,61149,,Lucca,5,303,1,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,3,12.2,1.86
37,62024,,Edimar,2,276,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,1,1.8,-1.15
37,62104,,Robinho,4,283,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,2,0.7,0.74
37,62121,,Vanderlei,1,277,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,7.0,-0.62
37,62129,,Wellington,4,267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,-3.3,0.0
37,62136,,Marcelo Oliveira,6,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0.23
37,62974,,Werley,3,294,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0.7,0.6
37,62997,,João Paulo,2,314,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,4.6,0.3
37,63013,,Marcos Rocha,2,282,0,0,0,0,0,1,0,0,5,0,0,0,5,0,0,1,0,3,4.0,-1.31
37,63128,,Douglas,3,315,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,6.9,1.06
37,63158,,Moisés,4,275,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,2,-2.1,-1.2
37,63172,,Paulão,3,267,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,11.6,1.34
37,63219,,Luan,5,282,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-1.1,-0.5
37,63422,,Jucilei,4,276,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,6.8,1.15
37,68690,,André,5,292,2,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,4,18.1,2.53
37,68698,,Bruno Silva,4,263,0,0,0,0,1,3,0,0,3,0,0,0,3,0,0,1,0,3,2.9,1.11
37,68745,,Vecchio,4,277,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,2.0,-0.49
37,68770,,Camacho,4,264,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0.9,-0.15
37,68773,,Henrique Almeida,5,294,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,2.6,0.1
37,68808,,Nino Paraíba,2,303,0,0,0,1,0,1,0,0,3,0,0,0,2,0,0,0,0,0,4.0,0.0
37,68827,,Renato Chaves,3,266,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0.1,-0.92
37,68834,,Rithely,4,292,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7,-0.22
37,68873,,Paulo Victor,1,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.0,-1.51
37,68884,,Klever,1,373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,-0.91
37,68886,,Digão,3,283,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,1,1.8,0.22
37,68893,,André Lima,5,287,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.2,1.63
37,68901,,Rodrigo Pimpão,5,263,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,-0.9,-1.11
37,68910,,Anselmo,4,292,0,1,0,0,1,0,0,0,3,0,0,0,3,0,0,1,0,3,6.4,0.41
37,68911,,Diego Souza,4,292,0,0,0,5,0,3,0,0,2,0,0,0,1,0,0,0,0,1,7.1,1.13
37,68920,,Dudu,5,275,1,0,0,2,0,3,0,1,8,0,0,0,1,0,0,0,0,2,9.3,1.07
