round_num,query_time,player_id,status_id
7,2019-06-01 14:00:00,95622,Nulo
7,2019-06-01 14:00:00,94138,Provável
7,2019-06-01 14:00:00,86759,Contundido
7,2019-06-01 14:00:00,91251,Provável
7,2019-06-01 14:00:00,68952,Dúvida
7,2019-06-01 14:00:00,81845,Contundido
7,2019-06-01 14:00:00,86973,Provável
7,2019-06-01 14:00:00,71920,Provável
7,2019-06-01 14:00:00,98832,Dúvida
7,2019-06-01 14:00:00,94968,Provável
7,2019-06-01 14:00:00,87470,Provável
7,2019-06-01 14:00:00,91201,Provável
7,2019-06-01 14:00:00,101484,Dúvida
7,2019-06-01 14:00:00,38509,Provável
7,2019-06-01 14:00:00,37798,Nulo
7,2019-06-01 14:00:00,100830,Nulo
7,2019-06-01 14:00:00,42499,Nulo
7,2019-06-01 14:00:00,100741,Nulo
7,2019-06-01 14:00:00,62023,Provável
7,2019-06-01 14:00:00,63289,Provável
7,2019-06-01 14:00:00,100840,Nulo
7,2019-06-01 14:00:00,60852,Provável
7,2019-06-01 14:00:00,103069,Nulo
7,2019-06-01 14:00:00,68834,Nulo
7,2019-06-01 14:00:00,62009,Nulo
7,2019-06-01 14:00:00,68895,Nulo
7,2019-06-01 14:00:00,75295,Provável
7,2019-06-01 14:00:00,68872,Provável
7,2019-06-01 14:00:00,77809,Nulo
7,2019-06-01 14:00:00,72362,Provável
7,2019-06-01 14:00:00,69051,Nulo
7,2019-06-01 14:00:00,78865,Contundido
7,2019-06-01 14:00:00,82634,Contundido
7,2019-06-01 14:00:00,83772,Nulo
7,2019-06-01 14:00:00,86972,Provável
7,2019-06-01 14:00:00,87192,Provável
7,2019-06-01 14:00:00,83438,Nulo
7,2019-06-01 14:00:00,90846,Nulo
7,2019-06-01 14:00:00,92273,Provável
7,2019-06-01 14:00:00,96468,Nulo
7,2019-06-01 14:00:00,97133,Contundido
7,2019-06-01 14:00:00,93834,Nulo
7,2019-06-01 14:00:00,92377,Nulo
7,2019-06-01 14:00:00,101315,Nulo
7,2019-06-01 14:00:00,104086,Nulo
7,2019-06-01 14:00:00,104087,Nulo
7,2019-06-01 14:00:00,100987,Provável
7,2019-06-01 14:00:00,104084,Nulo
7,2019-06-01 14:00:00,104085,Nulo
7,2019-06-01 14:00:00,70800,Provável
7,2019-06-01 14:00:00,70046,Provável
7,2019-06-01 14:00:00,75372,Nulo
7,2019-06-01 14:00:00,73974,Dúvida
7,2019-06-01 14:00:00,70360,Dúvida
7,2019-06-01 14:00:00,87679,Nulo
7,2019-06-01 14:00:00,77959,Nulo
7,2019-06-01 14:00:00,71019,Nulo
7,2019-06-01 14:00:00,72294,Nulo
7,2019-06-01 14:00:00,78248,Suspenso
7,2019-06-01 14:00:00,81677,Dúvida
7,2019-06-01 14:00:00,79035,Dúvida
7,2019-06-01 14:00:00,82411,Nulo
7,2019-06-01 14:00:00,82943,Nulo
7,2019-06-01 14:00:00,93785,Nulo
7,2019-06-01 14:00:00,85425,Nulo
7,2019-06-01 14:00:00,93368,Provável
7,2019-06-01 14:00:00,90569,Nulo
7,2019-06-01 14:00:00,94156,Suspenso
7,2019-06-01 14:00:00,95494,Provável
7,2019-06-01 14:00:00,78445,Nulo
7,2019-06-01 14:00:00,87258,Suspenso
7,2019-06-01 14:00:00,88065,Provável
7,2019-06-01 14:00:00,95542,Nulo
7,2019-06-01 14:00:00,101580,Nulo
7,2019-06-01 14:00:00,100651,Provável
7,2019-06-01 14:00:00,100652,Nulo
7,2019-06-01 14:00:00,101708,Nulo
7,2019-06-01 14:00:00,96966,Provável
7,2019-06-01 14:00:00,101911,Nulo
7,2019-06-01 14:00:00,100963,Nulo
7,2019-06-01 14:00:00,103684,Nulo
7,2019-06-01 14:00:00,101912,Nulo
7,2019-06-01 14:00:00,104994,Nulo
7,2019-06-01 14:00:00,104580,Nulo
7,2019-06-01 14:00:00,104578,Nulo
7,2019-06-01 14:00:00,103445,Nulo
7,2019-06-01 14:00:00,103724,Nulo
7,2019-06-01 14:00:00,50301,Contundido
7,2019-06-01 14:00:00,38913,Nulo
7,2019-06-01 14:00:00,73962,Nulo
7,2019-06-01 14:00:00,63422,Nulo
7,2019-06-01 14:00:00,73620,Provável
7,2019-06-01 14:00:00,63058,Nulo
7,2019-06-01 14:00:00,70784,Contundido
7,2019-06-01 14:00:00,50324,Dúvida
7,2019-06-01 14:00:00,72018,Provável
7,2019-06-01 14:00:00,86519,Nulo
7,2019-06-01 14:00:00,85626,Nulo
7,2019-06-01 14:00:00,90933,Nulo
7,2019-06-01 14:00:00,80949,Nulo
7,2019-06-01 14:00:00,52618,Dúvida
7,2019-06-01 14:00:00,95662,Nulo
7,2019-06-01 14:00:00,94857,Nulo
7,2019-06-01 14:00:00,100084,Nulo
7,2019-06-01 14:00:00,95466,Provável
7,2019-06-01 14:00:00,101796,Suspenso
7,2019-06-01 14:00:00,99789,Nulo
7,2019-06-01 14:00:00,100761,Contundido
7,2019-06-01 14:00:00,102598,Provável
7,2019-06-01 14:00:00,105111,Nulo
7,2019-06-01 14:00:00,101885,Provável
7,2019-06-01 14:00:00,103455,Nulo
7,2019-06-01 14:00:00,101837,Nulo
7,2019-06-01 14:00:00,103662,Nulo
7,2019-06-01 14:00:00,103261,Nulo
7,2019-06-01 14:00:00,102909,Dúvida
7,2019-06-01 14:00:00,71571,Nulo
7,2019-06-01 14:00:00,68896,Nulo
7,2019-06-01 14:00:00,62974,Provável
7,2019-06-01 14:00:00,104074,Dúvida
7,2019-06-01 14:00:00,70116,Nulo
7,2019-06-01 14:00:00,50408,Contundido
7,2019-06-01 14:00:00,105112,Nulo
7,2019-06-01 14:00:00,52558,Nulo
7,2019-06-01 14:00:00,71844,Provável
7,2019-06-01 14:00:00,82767,Nulo
7,2019-06-01 14:00:00,71680,Nulo
7,2019-06-01 14:00:00,83626,Nulo
7,2019-06-01 14:00:00,81241,Nulo
7,2019-06-01 14:00:00,74074,Nulo
