match_num,round_num,team_home,team_away,week_day,time,stadium,referee_name
1,1,Cruzeiro - MG,Grêmio - RS,Sábado,16:00,Mineirão - Belo Horizonte - MG,rodolpho_toski_marques
2,1,Atlético - PR,Chapecoense - SC,Domingo,19:00,Arena da Baixada - Curitiba - PR,dewson_fernando_freitas_da_silva
3,1,América - MG,Sport - PE,Domingo,11:00,Independência - Belo Horizonte - MG,savio_pereira_sampaio
4,1,Vitória - BA,Flamengo - RJ,Sábado,19:00,Manoel Barradas - Salvador - BA,wagner_reway
5,1,Vasco da Gama - RJ,Atlético - MG,Domingo,16:00,São Januário - Rio de Janeiro - RJ,andre_luiz_de_freitas_castro
6,1,Botafogo - RJ,Palmeiras - SP,Segunda,20:00,Nilton Santos - Rio de Janeiro - RJ,ricardo_marques_ribeiro
7,1,São Paulo - SP,Paraná - PR,Segunda,20:00,Morumbi - Sao Paulo - SP,braulio_da_silva_machado
8,1,Santos - SP,Ceará - CE,Sábado,21:00,Pacaembu - Sao Paulo - SP,rodrigo_d_alonso_ferreira
9,1,Corinthians - SP,Fluminense - RJ,Domingo,16:00,Arena Corinthians - Sao Paulo - SP,anderson_daronco
10,1,Internacional - RS,Bahia - BA,Domingo,16:00,Beira-Rio - Porto Alegre - RS,eduardo_tomaz_de_aquino_valadao
11,2,Atlético - MG,Vitória - BA,Domingo,16:00,Independência - Belo Horizonte - MG,grazianni_maciel_rocha
12,2,Paraná - PR,Corinthians - SP,Domingo,11:00,Durival Britto - Curitiba - PR,pericles_bassols_pegado_cortez
13,2,Chapecoense - SC,Vasco da Gama - RJ,Domingo,16:00,Arena Condá - Chapeco - SC,luiz_flavio_de_oliveira
14,2,Bahia - BA,Santos - SP,Sábado,16:00,Arena Fonte Nova - Salvador - BA,claudio_francisco_lima_e_silva
15,2,Fluminense - RJ,Cruzeiro - MG,Domingo,16:00,Maracanã - Rio de Janeiro - RJ,flavio_rodrigues_de_souza
16,2,Flamengo - RJ,América - MG,Sábado,19:00,Maracanã - Rio de Janeiro - RJ,leandro_bizzio_marinho
17,2,Ceará - CE,São Paulo - SP,Domingo,16:00,Arena Castelão - Fortaleza - CE,paulo_roberto_alves_junior
18,2,Sport - PE,Botafogo - RJ,Segunda,20:00,Ilha do Retiro - Recife - PE,rafael_traci
19,2,Palmeiras - SP,Internacional - RS,Domingo,16:00,Pacaembu - Sao Paulo - SP,marcelo_de_lima_henrique
20,2,Grêmio - RS,Atlético - PR,Domingo,19:00,Arena do Grêmio - Porto Alegre - RS,raphael_claus
21,3,Atlético - MG,Corinthians - SP,Domingo,16:00,Independência - Belo Horizonte - MG,dewson_fernando_freitas_da_silva
22,3,Paraná - PR,Sport - PE,Domingo,16:00,Durival Britto - Curitiba - PR,daniel_nobre_bins
23,3,América - MG,Vitória - BA,Segunda,20:00,Independência - Belo Horizonte - MG,vinicius_furlan
24,3,Bahia - BA,Atlético - PR,Domingo,16:00,Arena Fonte Nova - Salvador - BA,ricardo_marques_ribeiro
25,3,Fluminense - RJ,São Paulo - SP,Domingo,16:00,Maracanã - Rio de Janeiro - RJ,rodolpho_toski_marques
26,3,Botafogo - RJ,Grêmio - RS,Sábado,16:00,Nilton Santos - Rio de Janeiro - RJ,vinicius_goncalves_dias_araujo
27,3,Ceará - CE,Flamengo - RJ,Domingo,16:00,Arena Castelão - Fortaleza - CE,anderson_daronco
28,3,Santos - SP,Vasco da Gama - RJ,Quinta,20:00,Pacaembu - Sao Paulo - SP,wagner_reway
29,3,Palmeiras - SP,Chapecoense - SC,Domingo,16:00,Allianz Parque - Sao Paulo - SP,igor_junio_benevenuto_de_oliveira
30,3,Internacional - RS,Cruzeiro - MG,Domingo,19:00,Beira-Rio - Porto Alegre - RS,wagner_do_nascimento_magalhaes
31,4,Cruzeiro - MG,Botafogo - RJ,Domingo,16:00,Mineirão - Belo Horizonte - MG,leandro_bizzio_marinho
32,4,Atlético - PR,Palmeiras - SP,Domingo,16:00,Arena da Baixada - Curitiba - PR,claudio_francisco_lima_e_silva
33,4,Chapecoense - SC,Paraná - PR,Segunda,20:00,Arena Condá - Chapeco - SC,raphael_claus
34,4,Vitória - BA,Fluminense - RJ,Domingo,16:00,Manoel Barradas - Salvador - BA,rodrigo_d_alonso_ferreira
35,4,Vasco da Gama - RJ,América - MG,Sábado,19:00,São Januário - Rio de Janeiro - RJ,flavio_rodrigues_de_souza
36,4,Flamengo - RJ,Internacional - RS,Domingo,16:00,Maracanã - Rio de Janeiro - RJ,luiz_flavio_de_oliveira
37,4,São Paulo - SP,Atlético - MG,Sábado,19:00,Morumbi - Sao Paulo - SP,rafael_traci
38,4,Sport - PE,Bahia - BA,Domingo,19:00,Ilha do Retiro - Recife - PE,grazianni_maciel_rocha
39,4,Corinthians - SP,Ceará - CE,Domingo,11:00,Arena Corinthians - Sao Paulo - SP,savio_pereira_sampaio
40,4,Grêmio - RS,Santos - SP,Domingo,19:00,Arena do Grêmio - Porto Alegre - RS,pericles_bassols_pegado_cortez
41,5,Cruzeiro - MG,Sport - PE,Domingo,11:00,Mineirão - Belo Horizonte - MG,bruno_arleu_de_araujo
42,5,Atlético - PR,Atlético - MG,Domingo,16:00,Arena da Baixada - Curitiba - PR,luiz_flavio_de_oliveira
43,5,Chapecoense - SC,Flamengo - RJ,Domingo,16:00,Arena Condá - Chapeco - SC,leandro_pedro_vuaden
44,5,Bahia - BA,São Paulo - SP,Domingo,16:00,Arena Fonte Nova - Salvador - BA,dewson_fernando_freitas_da_silva
45,5,Vasco da Gama - RJ,Vitória - BA,Domingo,16:00,São Januário - Rio de Janeiro - RJ,jean_pierre_goncalves_lima
46,5,Botafogo - RJ,Fluminense - RJ,Segunda,20:00,Nilton Santos - Rio de Janeiro - RJ,raphael_claus
47,5,Ceará - CE,América - MG,Segunda,20:00,Arena Castelão - Fortaleza - CE,eduardo_tomaz_de_aquino_valadao
48,5,Santos - SP,Paraná - PR,Domingo,19:00,Vila Belmiro - Santos - SP,wagner_reway
49,5,Corinthians - SP,Palmeiras - SP,Domingo,16:00,Arena Corinthians - Sao Paulo - SP,anderson_daronco
50,5,Grêmio - RS,Internacional - RS,Sábado,16:00,Arena do Grêmio - Porto Alegre - RS,wilton_pereira_sampaio
51,6,Atlético - MG,Cruzeiro - MG,Sábado,16:00,Independência - Belo Horizonte - MG,raphael_claus
52,6,Paraná - PR,Grêmio - RS,Domingo,16:00,Durival Britto - Curitiba - PR,rodrigo_batista_raposo
53,6,América - MG,Botafogo - RJ,Domingo,16:00,Independência - Belo Horizonte - MG,rodolpho_toski_marques
54,6,Vitória - BA,Ceará - CE,Domingo,11:00,Manoel Barradas - Salvador - BA,marcelo_de_lima_henrique
55,6,Fluminense - RJ,Atlético - PR,Domingo,19:00,Maracanã - Rio de Janeiro - RJ,igor_junio_benevenuto_de_oliveira
56,6,Flamengo - RJ,Vasco da Gama - RJ,Sábado,19:00,Maracanã - Rio de Janeiro - RJ,ricardo_marques_ribeiro
57,6,São Paulo - SP,Santos - SP,Domingo,16:00,Morumbi - Sao Paulo - SP,braulio_da_silva_machado
58,6,Sport - PE,Corinthians - SP,Domingo,16:00,Arena Pernambuco - São Lourenço da Mata - PE,wilton_pereira_sampaio
59,6,Palmeiras - SP,Bahia - BA,Sábado,21:00,Allianz Parque - Sao Paulo - SP,rafael_traci
60,6,Internacional - RS,Chapecoense - SC,Segunda,20:00,Beira-Rio - Porto Alegre - RS,flavio_rodrigues_de_souza
61,7,Atlético - MG,Flamengo - RJ,Sábado,21:00,Independência - Belo Horizonte - MG,anderson_daronco
62,7,Paraná - PR,Atlético - PR,Domingo,11:00,Durival Britto - Curitiba - PR,vinicius_goncalves_dias_araujo
63,7,América - MG,São Paulo - SP,Domingo,19:00,Independência - Belo Horizonte - MG,bruno_arleu_de_araujo
64,7,Bahia - BA,Vasco da Gama - RJ,Domingo,16:00,Arena Fonte Nova - Salvador - BA,rodolpho_toski_marques
65,7,Fluminense - RJ,Chapecoense - SC,Sábado,16:00,Maracanã - Rio de Janeiro - RJ,rafael_traci
66,7,Botafogo - RJ,Vitória - BA,Domingo,16:00,Nilton Santos - Rio de Janeiro - RJ,flavio_rodrigues_de_souza
67,7,Ceará - CE,Grêmio - RS,Domingo,19:00,Arena Castelão - Fortaleza - CE,wagner_reway
68,7,Santos - SP,Cruzeiro - MG,Domingo,16:00,Pacaembu - Sao Paulo - SP,paulo_roberto_alves_junior
69,7,Palmeiras - SP,Sport - PE,Sábado,19:00,Allianz Parque - Sao Paulo - SP,dewson_fernando_freitas_da_silva
70,7,Internacional - RS,Corinthians - SP,Domingo,16:00,Beira-Rio - Porto Alegre - RS,pericles_bassols_pegado_cortez
71,8,Cruzeiro - MG,Palmeiras - SP,Quarta,21:45,Mineirão - Belo Horizonte - MG,braulio_da_silva_machado
72,8,Atlético - PR,Santos - SP,Quinta,21:00,Arena da Baixada - Curitiba - PR,savio_pereira_sampaio
73,8,Chapecoense - SC,Ceará - CE,Quarta,21:00,Arena Condá - Chapeco - SC,igor_junio_benevenuto_de_oliveira
74,8,Vitória - BA,Internacional - RS,Quarta,19:30,Manoel Barradas - Salvador - BA,raphael_claus
75,8,Vasco da Gama - RJ,Paraná - PR,Quarta,19:30,São Januário - Rio de Janeiro - RJ,leandro_pedro_vuaden
76,8,Flamengo - RJ,Bahia - BA,Quinta,16:00,Maracanã - Rio de Janeiro - RJ,jean_pierre_goncalves_lima
77,8,São Paulo - SP,Botafogo - RJ,Quarta,21:00,Morumbi - Sao Paulo - SP,wilton_pereira_sampaio
78,8,Sport - PE,Atlético - MG,Quarta,19:30,Ilha do Retiro - Recife - PE,wagner_do_nascimento_magalhaes
79,8,Corinthians - SP,América - MG,Quinta,18:00,Arena Corinthians - Sao Paulo - SP,grazianni_maciel_rocha
80,8,Grêmio - RS,Fluminense - RJ,Quarta,21:45,Arena do Grêmio - Porto Alegre - RS,luiz_flavio_de_oliveira
81,9,Atlético - MG,Chapecoense - SC,Sábado,16:00,Independência - Belo Horizonte - MG,bruno_arleu_de_araujo
82,9,Paraná - PR,Fluminense - RJ,Segunda,20:00,Durival Britto - Curitiba - PR,leandro_bizzio_marinho
83,9,América - MG,Atlético - PR,Domingo,16:00,Independência - Belo Horizonte - MG,rodrigo_batista_raposo
84,9,Bahia - BA,Grêmio - RS,Domingo,16:00,Arena Fonte Nova - Salvador - BA,pericles_bassols_pegado_cortez
85,9,Vasco da Gama - RJ,Botafogo - RJ,Sábado,19:00,São Januário - Rio de Janeiro - RJ,raphael_claus
86,9,Flamengo - RJ,Corinthians - SP,Domingo,16:00,Maracanã - Rio de Janeiro - RJ,anderson_daronco
87,9,Ceará - CE,Cruzeiro - MG,Domingo,19:00,Arena Castelão - Fortaleza - CE,rodrigo_carvalhaes_de_miranda
88,9,Santos - SP,Vitória - BA,Domingo,16:00,Vila Belmiro - Santos - SP,rodrigo_d_alonso_ferreira
89,9,Palmeiras - SP,São Paulo - SP,Sábado,21:00,Allianz Parque - Sao Paulo - SP,rodolpho_toski_marques
90,9,Internacional - RS,Sport - PE,Sábado,16:00,Beira-Rio - Porto Alegre - RS,marcelo_aparecido_ribeiro_de_souza
91,10,Cruzeiro - MG,Vasco da Gama - RJ,Quarta,21:45,Mineirão - Belo Horizonte - MG,luiz_flavio_de_oliveira
92,10,Paraná - PR,Bahia - BA,Quinta,20:00,Durival Britto - Curitiba - PR,marcelo_de_lima_henrique
93,10,América - MG,Atlético - MG,Quinta,21:00,Independência - Belo Horizonte - MG,braulio_da_silva_machado
94,10,Vitória - BA,Chapecoense - SC,Quarta,19:30,Manoel Barradas - Salvador - BA,dyorgines_jose_padovani_de_andrade
95,10,Fluminense - RJ,Flamengo - RJ,Quinta,20:00,Mané Garrincha - Brasilia - DF,dewson_fernando_freitas_da_silva
96,10,Botafogo - RJ,Ceará - CE,Quarta,19:30,Nilton Santos - Rio de Janeiro - RJ,leandro_pedro_vuaden
97,10,São Paulo - SP,Internacional - RS,Terça,21:30,Morumbi - Sao Paulo - SP,paulo_roberto_alves_junior
98,10,Sport - PE,Atlético - PR,Quarta,21:00,Ilha do Retiro - Recife - PE,igor_junio_benevenuto_de_oliveira
99,10,Corinthians - SP,Santos - SP,Quarta,21:00,Arena Corinthians - Sao Paulo - SP,ricardo_marques_ribeiro
100,10,Grêmio - RS,Palmeiras - SP,Quarta,21:45,Arena do Grêmio - Porto Alegre - RS,rafael_traci
101,11,Atlético - MG,Fluminense - RJ,Domingo,16:00,Independência - Belo Horizonte - MG,flavio_rodrigues_de_souza
102,11,Atlético - PR,São Paulo - SP,Sábado,16:00,Arena da Baixada - Curitiba - PR,anderson_daronco
103,11,Chapecoense - SC,Cruzeiro - MG,Sábado,19:00,Arena Condá - Chapeco - SC,grazianni_maciel_rocha
104,11,Bahia - BA,Botafogo - RJ,Domingo,16:00,Arena Fonte Nova - Salvador - BA,leandro_bizzio_marinho
105,11,Vasco da Gama - RJ,Sport - PE,Sábado,19:00,São Januário - Rio de Janeiro - RJ,savio_pereira_sampaio
106,11,Flamengo - RJ,Paraná - PR,Domingo,19:00,Maracanã - Rio de Janeiro - RJ,marcelo_aparecido_ribeiro_de_souza
107,11,Ceará - CE,Palmeiras - SP,Domingo,16:00,Arena Castelão - Fortaleza - CE,jean_pierre_goncalves_lima
108,11,Santos - SP,Internacional - RS,Domingo,19:00,Vila Belmiro - Santos - SP,wagner_do_nascimento_magalhaes
109,11,Corinthians - SP,Vitória - BA,Sábado,21:00,Arena Corinthians - Sao Paulo - SP,pericles_bassols_pegado_cortez
110,11,Grêmio - RS,América - MG,Domingo,16:00,Arena do Grêmio - Porto Alegre - RS,rodrigo_d_alonso_ferreira
111,12,Atlético - MG,Ceará - CE,Quarta,21:45,Independência - Belo Horizonte - MG,vinicius_furlan
112,12,Paraná - PR,Cruzeiro - MG,Quarta,19:30,Durival Britto - Curitiba - PR,dewson_fernando_freitas_da_silva
113,12,América - MG,Chapecoense - SC,Quarta,16:00,Independência - Belo Horizonte - MG,paulo_roberto_alves_junior
114,12,Bahia - BA,Corinthians - SP,Quarta,21:45,Arena Fonte Nova - Salvador - BA,leandro_pedro_vuaden
115,12,Fluminense - RJ,Santos - SP,Quarta,19:00,Maracanã - Rio de Janeiro - RJ,rafael_traci
116,12,Botafogo - RJ,Atlético - PR,Quarta,21:00,Nilton Santos - Rio de Janeiro - RJ,rodrigo_batista_raposo
117,12,São Paulo - SP,Vitória - BA,Terça,21:30,Morumbi - Sao Paulo - SP,igor_junio_benevenuto_de_oliveira
118,12,Sport - PE,Grêmio - RS,Quarta,19:30,Ilha do Retiro - Recife - PE,ricardo_marques_ribeiro
119,12,Palmeiras - SP,Flamengo - RJ,Quarta,21:00,Allianz Parque - Sao Paulo - SP,braulio_da_silva_machado
120,12,Internacional - RS,Vasco da Gama - RJ,Quarta,21:45,Beira-Rio - Porto Alegre - RS,raphael_claus
