match_num,player_name_2,team_name_3,player_status,team_id,player_id,match_name,match_nickname,match_ratio
271,Marlone,Sport - PE,out,292,80944,Johnath Marlone Azevedo da Silva,Marlone,100
271,Rafael Marques,Sport - PE,in,292,38957,Rafael Marques Mariano,Rafael Marques,100
271,Marcos,Sport - PE,out,292,78856,Marcos Antônio Almeida Silva,Marcão Silva,100
271,Fellipe,Sport - PE,in,292,"[41218, 68950, 84855, 91664, 95843, 37607, 103076, 81091, 86486]","['Alessandro Beti Rosa', 'Ronaldo Luiz Alves', 'Raul Prata', 'Adryelson Shawann Lima Silva', 'Sander Henrique Bortolotto', 'Michel Fernandes Bastos', 'Mateus Gonçalves Martins', 'Jair Rodrigues Júnior', 'Milton Mendes']","['Magrão', 'Ronaldo Alves', 'Raul Prata', 'Adryelson', 'Sander', 'Michel Bastos', 'Mateus Gonçalves', 'Jair', 'Milton Mendes']",
271,Gabriel,Sport - PE,out,292,73515,Gabriel Santana Pinto,Gabriel,100
271,Matheus Peixoto,Sport - PE,in,292,87098,Matheus Vieira Campos Peixoto,Matheus Peixoto,100
271,Camilo,Internacional - RS,out,285,62009,Fernando Camilo Farias,Camilo,100
271,Charles,Internacional - RS,in,285,96342,Charles Rigon Matos,Charles,100
271,Rossi,Internacional - RS,out,285,81798,Rosicley Pereira da Silva,Rossi,100
271,Dalessandro,Internacional - RS,in,285,62023,Andrés Nicolas D'Alessandro,D'Alessandro,96
271,William,Internacional - RS,out,285,"[77809, 90846]","['William de Oliveira Pottker', 'Willian Klaus']","['William Pottker', 'Klaus']","[100, 86]"
