,match_num,player_name_2,player_team,player_status
0,41,Sassá,Cruzeiro - MG,out
1,41,Raniel Santana de Vasconcelos,Cruzeiro - MG,in
2,41,Robinho,Cruzeiro - MG,out
3,41,Mancuello,Cruzeiro - MG,in
4,41,Rafinha,Cruzeiro - MG,out
5,41,Rafael Sobis,Cruzeiro - MG,in
6,41,Claudio Winck,Sport - PE,out
7,41,Fabricio,Sport - PE,in
8,41,Gabriel,Sport - PE,out
9,41,Carlos,Sport - PE,in
10,41,Neto,Sport - PE,out
11,41,Everton Felipe,Sport - PE,in
12,42,Guilherme,Atlético - PR,out
13,42,Ederson,Atlético - PR,in
14,42,Renan Augusto,Atlético - PR,out
15,42,Wanderson,Atlético - PR,in
16,42,Esteban Pavez,Atlético - PR,out
17,42,Raphael Veiga,Atlético - PR,in
18,42,Luan,Atlético - MG,out
19,42,Elias,Atlético - MG,in
20,42,Gustavo,Atlético - MG,out
21,42,M. Galdezani,Atlético - MG,in
22,42,Otero,Atlético - MG,out
23,42,Cazares,Atlético - MG,in
24,43,Apodi,Chapecoense - SC,out
25,43,Bruno,Chapecoense - SC,in
26,43,Guilherme Augusto,Chapecoense - SC,out
27,43,Eduardo,Chapecoense - SC,in
28,43,Hector,Chapecoense - SC,out
29,43,Odair,Chapecoense - SC,in
30,43,Jean,Flamengo - RJ,out
31,43,Vinicius Jr.,Flamengo - RJ,in
32,43,Pará,Flamengo - RJ,out
33,43,Henrique Dourado,Flamengo - RJ,in
34,43,Marlos Moreno,Flamengo - RJ,out
35,43,Cuellar,Flamengo - RJ,in
36,44,Vinicius,Bahia - BA,out
37,44,Regis,Bahia - BA,in
38,44,Edigar Junio,Bahia - BA,out
39,44,Kayke,Bahia - BA,in
40,44,Elber,Bahia - BA,out
41,44,Mena,Bahia - BA,in
42,44,Nene,São Paulo - SP,out
43,44,Shaylon,São Paulo - SP,in
44,44,Lucas,São Paulo - SP,out
45,44,Valdivia,São Paulo - SP,in
46,44,Eder Militão,São Paulo - SP,out
47,44,Régis Souza,São Paulo - SP,in
48,45,Caio Monteiro,Vasco da Gama - RJ,out
49,45,Kelvin,Vasco da Gama - RJ,in
50,45,Wagner,Vasco da Gama - RJ,out
51,45,Riascos,Vasco da Gama - RJ,in
52,45,Bruno,Vasco da Gama - RJ,out
53,45,Bruno,Vasco da Gama - RJ,in
54,45,Rhayner,Vitória - BA,out
55,45,Lucas Fernandes,Vitória - BA,in
56,45,Lucas,Vitória - BA,out
57,45,Welison,Vitória - BA,in
58,45,Andre Lima,Vitória - BA,out
59,45,Denilson,Vitória - BA,in
60,46,Rodrigo,Botafogo - RJ,out
61,46,Jean,Botafogo - RJ,in
62,46,Renatinho,Botafogo - RJ,out
63,46,Gustavo,Botafogo - RJ,in
64,46,Brenner,Botafogo - RJ,out
65,46,Aguirre,Botafogo - RJ,in
66,46,Renato Chaves,Fluminense - RJ,out
67,46,Pablo Dyego,Fluminense - RJ,in
68,46,Richard,Fluminense - RJ,out
69,46,Robinho,Fluminense - RJ,in
70,46,Ayrton Lucas,Fluminense - RJ,out
71,46,Marlon,Fluminense - RJ,in
72,47,Wescley,Ceará - CE,out
73,47,Juninho,Ceará - CE,in
74,47,Felipe Azevedo,Ceará - CE,out
75,47,Eder,Ceará - CE,in
76,47,Juninho,Ceará - CE,out
77,47,Arthur,Ceará - CE,in
78,47,Aylon,América - MG,out
79,47,Wesley,América - MG,in
80,47,Marquinhos,América - MG,out
81,47,Renan,América - MG,in
82,47,Luan,América - MG,out
83,47,Gerson,América - MG,in
84,48,Alison,Santos - SP,out
85,48,Vecchio,Santos - SP,in
86,48,Vitor Bueno,Santos - SP,out
87,48,Diego,Santos - SP,in
88,48,Rodrygo,Santos - SP,out
89,48,Arthur,Santos - SP,in
90,48,Léo Itaperuna,Paraná - PR,out
91,48,Vitor,Paraná - PR,in
92,48,Torito,Paraná - PR,out
93,48,Alex,Paraná - PR,in
94,48,Igor,Paraná - PR,out
95,48,Junior,Paraná - PR,in
96,49,Jadson,Corinthians - SP,out
97,49,Roger,Corinthians - SP,in
98,49,Pedro,Corinthians - SP,out
99,49,Mateus,Corinthians - SP,in
100,49,Angel Romero,Corinthians - SP,out
101,49,Junior Dutra,Corinthians - SP,in
102,49,Thiago Santos,Palmeiras - SP,out
103,49,Tche Tche,Palmeiras - SP,in
104,49,Lucas Lima,Palmeiras - SP,out
105,49,Guerra,Palmeiras - SP,in
106,49,Borja,Palmeiras - SP,out
107,49,Willian,Palmeiras - SP,in
108,50,Andre,Grêmio - RS,out
109,50,T. Anderson,Grêmio - RS,in
110,50,Arthur,Grêmio - RS,out
111,50,Cicero,Grêmio - RS,in
112,50,Everton,Grêmio - RS,out
113,50,Lima,Grêmio - RS,in
114,50,Leandro Damiao,Internacional - RS,out
115,50,Brenner,Internacional - RS,in
116,50,Zeca,Internacional - RS,out
117,50,Gabriel,Internacional - RS,in
118,50,Rossi,Internacional - RS,out
119,50,Juan Alano,Internacional - RS,in
