match_num,player_name_2,team_name_3,player_status
91,Elano,Flamengo - RJ,out
91,Luiz Antonio,Flamengo - RJ,in
91,Paulinho,Flamengo - RJ,out
91,Lucas,Flamengo - RJ,in
91,Samir,Flamengo - RJ,out
91,Nixon,Flamengo - RJ,in
91,Ederson,Atletico - PR,out
91,João Paulo,Atletico - PR,in
91,Derley,Atletico - PR,out
91,Paulinho Dias,Atletico - PR,in
91,Bady,Atletico - PR,out
91,Marcelo Cirino,Atletico - PR,in
92,Felipe Azevedo,Sport - PE,out
92,Ananias,Sport - PE,in
92,Neto Baiano,Sport - PE,out
92,Leonardo,Sport - PE,in
92,Erico Junior,Sport - PE,out
92,Danilo,Sport - PE,in
92,Yuri Mamute,Botafogo - RJ,out
92,Daniel,Botafogo - RJ,in
92,Bolatti,Botafogo - RJ,out
92,Jorge Wagner Goes Conceicao,Botafogo - RJ,in
92,Pablo Daniel,Botafogo - RJ,out
92,Carlos Alberto,Botafogo - RJ,in
93,Elias,Corinthians - SP,out
93,Bruno,Corinthians - SP,in
93,Luciano,Corinthians - SP,out
93,Romarinho,Corinthians - SP,in
93,Guerrero,Corinthians - SP,out
93,Angel Romero,Corinthians - SP,in
93,Jorge Henrique,Internacional - RS,out
93,Valdivia,Internacional - RS,in
93,Willians,Internacional - RS,out
93,Wellington Paulista,Internacional - RS,in
93,Joao Afonso,Internacional - RS,out
93,Claudio Winck,Internacional - RS,in
94,Marcos,Santos - SP,out
94,Souza,Santos - SP,in
94,Bruno Uvini Bortolanca,Santos - SP,out
94,Paulo Ricardo,Santos - SP,in
94,Victor Ferraz,Santos - SP,out
94,Zeca,Santos - SP,in
94,Josimar,Palmeiras - SP,out
94,Mendieta,Palmeiras - SP,in
94,Bruno,Palmeiras - SP,out
94,Erik,Palmeiras - SP,in
94,Weverson,Palmeiras - SP,out
94,Eduardo,Palmeiras - SP,in
95,Keirrison,Coritiba - PR,out
95,Julio Cesar,Coritiba - PR,in
95,Elber,Coritiba - PR,out
95,Martinucio,Coritiba - PR,in
95,Dener,Coritiba - PR,out
95,Carlinho,Coritiba - PR,in
95,Leonardo,Figueirense - SC,out
95,Everaldo,Figueirense - SC,in
95,Kleber,Figueirense - SC,out
95,Rivaldo,Figueirense - SC,in
95,Dener,Figueirense - SC,out
95,Nem,Figueirense - SC,in
96,Marcelo Moreno,Cruzeiro - MG,out
96,Julio Baptista,Cruzeiro - MG,in
96,Marquinhos,Cruzeiro - MG,out
96,Dagoberto,Cruzeiro - MG,in
96,Everton Ribeiro,Cruzeiro - MG,out
96,Tinga,Cruzeiro - MG,in
96,Richarlyson,Vitória - BA,out
96,Vander,Vitória - BA,in
96,Caio,Vitória - BA,out
96,Willie,Vitória - BA,in
97,Max,Bahia - BA,out
97,Wiliam Barbio,Bahia - BA,in
97,H. Almeida,Bahia - BA,out
97,Jeam,Bahia - BA,in
97,Wilson,Bahia - BA,out
97,Biancucchi,Bahia - BA,in
97,Maicon,São Paulo - SP,out
97,Denilson,São Paulo - SP,in
97,Osvaldo,São Paulo - SP,out
97,Gabriel,São Paulo - SP,in
97,Alan Kardec,São Paulo - SP,out
97,Alexandre Pato,São Paulo - SP,in
98,Ramiro,Grêmio - RS,out
98,Dudu,Grêmio - RS,in
98,Barcos,Grêmio - RS,out
98,Lucas,Grêmio - RS,in
98,Alan Ruiz,Grêmio - RS,out
98,Ze Roberto,Grêmio - RS,in
98,Lima,Goiás - GO,out
98,Alex Alves,Goiás - GO,in
98,Junior,Goiás - GO,out
98,Welinton,Goiás - GO,in
98,Liniker,Goiás - GO,out
98,Erik,Goiás - GO,in
99,Paulo Baier,Criciuma - SC,out
99,Luis Fernando Lojudice Martinez,Criciuma - SC,in
99,Rafinha,Criciuma - SC,out
99,Ricardinho,Criciuma - SC,in
99,Bruno,Criciuma - SC,out
99,Cristiano,Criciuma - SC,in
99,Cicero,Fluminense - RJ,out
99,Robert,Fluminense - RJ,in
99,Walter,Fluminense - RJ,out
99,Matheus Carvalho,Fluminense - RJ,in
100,Fabinho Alves,Chapecoense - SC,out
100,Mailson,Chapecoense - SC,in
100,Odair,Chapecoense - SC,out
100,Zezinho,Chapecoense - SC,in
100,Neuton,Chapecoense - SC,out
100,Ednei,Chapecoense - SC,in
100,Maicosuel,Atlético - MG,out
100,Luan,Atlético - MG,in
100,Rever,Atlético - MG,out
100,Jemerson,Atlético - MG,in
100,Andre,Atlético - MG,out
100,Datolo,Atlético - MG,in
