,match_num,player_name_2,player_team,player_status
0,21,Negueba,Flamengo - RJ,out
1,21,Joao Paulo,Flamengo - RJ,in
2,21,Nixon,Flamengo - RJ,out
3,21,Lucas,Flamengo - RJ,in
4,21,Fernando Prass,Palmeiras - SP,out
5,21,Bruno,Palmeiras - SP,in
6,21,Wendel,Palmeiras - SP,out
7,21,Mendieta,Palmeiras - SP,in
8,21,Serginho,Palmeiras - SP,out
9,21,Marquinhos Gabriel,Palmeiras - SP,in
10,22,Rafael Sobis,Fluminense - RJ,out
11,22,Walter,Fluminense - RJ,in
12,22,Dão,Vitória - BA,out
13,22,Matheus,Vitória - BA,in
14,22,Souza,Vitória - BA,out
15,22,Vinicius,Vitória - BA,in
16,23,Osvaldo,São Paulo - SP,out
17,23,GANSO,São Paulo - SP,in
18,23,Pabon,São Paulo - SP,out
19,23,Ademilson,São Paulo - SP,in
20,23,Robinho,Coritiba - PR,out
21,23,Neto,Coritiba - PR,in
22,23,Chico,Coritiba - PR,out
23,23,Germano,Coritiba - PR,in
24,23,Gil,Coritiba - PR,out
25,23,Geraldo,Coritiba - PR,in
26,24,Thiago Ribeiro,Santos - SP,out
27,24,Stefano Yuri Goncalves Almeida,Santos - SP,in
28,24,Leandro Damiao,Santos - SP,out
29,24,Gigio,Santos - SP,in
30,24,Gabriel B.,Santos - SP,out
31,24,Lucas Lima,Santos - SP,in
32,24,Dudu,Grêmio - RS,out
33,24,Everton,Grêmio - RS,in
34,24,Barcos,Grêmio - RS,out
35,24,Lucas,Grêmio - RS,in
36,24,Luan,Grêmio - RS,out
37,24,Rodriguinho,Grêmio - RS,in
38,25,Paulinho Dias,Atletico - PR,out
39,25,Mario Sergio,Atletico - PR,in
40,25,Ederson,Atletico - PR,out
41,25,Douglas,Atletico - PR,in
42,25,Marcos Guilherme,Atletico - PR,out
43,25,Leonardo,Atletico - PR,in
44,25,Tinga,Cruzeiro - MG,out
45,25,Alisson,Cruzeiro - MG,in
46,25,Egidio,Cruzeiro - MG,out
47,25,Dagoberto,Cruzeiro - MG,in
48,25,Luan,Cruzeiro - MG,out
49,25,Marcelo Moreno,Cruzeiro - MG,in
50,26,Jo,Atlético - MG,out
51,26,Datolo,Atlético - MG,in
52,26,Guilherme,Atlético - MG,out
53,26,Andre,Atlético - MG,in
54,26,Fillipe Soutto,Atlético - MG,out
55,26,Rosinei,Atlético - MG,in
56,26,Vitor,Goiás - GO,out
57,26,Welinton,Goiás - GO,in
58,26,Araujo,Goiás - GO,out
59,26,Erik,Goiás - GO,in
60,26,Ramon,Goiás - GO,out
61,26,Joao Paulo,Goiás - GO,in
62,27,Lincoln,Bahia - BA,out
63,27,Branquinho,Bahia - BA,in
64,27,Rhayner,Bahia - BA,out
65,27,Lima,Bahia - BA,in
66,27,Talisca,Bahia - BA,out
67,27,Wilson,Bahia - BA,in
68,27,Daniel,Botafogo - RJ,out
69,27,Wallyson,Botafogo - RJ,in
70,27,Lodeiro,Botafogo - RJ,out
71,27,Jorge Wagner Goes Conceicao,Botafogo - RJ,in
72,27,Pablo Daniel,Botafogo - RJ,out
73,27,Juan,Botafogo - RJ,in
74,28,Alex,Internacional - RS,out
75,28,Ygor,Internacional - RS,in
76,28,Rafael Moura,Internacional - RS,out
77,28,Wellington Paulista,Internacional - RS,in
78,28,Alan Patrick,Internacional - RS,out
79,28,Valdivia,Internacional - RS,in
80,28,Wendel,Sport - PE,out
81,28,Igor,Sport - PE,in
82,28,Ananias,Sport - PE,out
83,28,Felipe Azevedo,Sport - PE,in
84,28,Rene,Sport - PE,out
85,28,Renan,Sport - PE,in
86,29,Lucca,Criciuma - SC,out
87,29,Rodrigo,Criciuma - SC,in
88,29,Joao Vitor,Criciuma - SC,out
89,29,Maylson,Criciuma - SC,in
90,29,Paulo Baier,Criciuma - SC,out
91,29,Wellington,Criciuma - SC,in
92,29,Marquinhos,Figueirense - SC,out
93,29,Marquinhos Silva,Figueirense - SC,in
94,29,Everton Santos,Figueirense - SC,out
95,29,Leonardo,Figueirense - SC,in
96,29,Ricardo Bueno,Figueirense - SC,out
97,29,Everaldo,Figueirense - SC,in
98,30,Andre Paulino,Chapecoense - SC,out
99,30,Alemao,Chapecoense - SC,in
100,30,Fabinho Alves,Chapecoense - SC,out
101,30,Bergson,Chapecoense - SC,in
102,30,Regis,Chapecoense - SC,out
103,30,Tiago Luis,Chapecoense - SC,in
104,30,Guilherme,Corinthians - SP,out
105,30,Bruno,Corinthians - SP,in
106,30,Jadson,Corinthians - SP,out
107,30,Danilo,Corinthians - SP,in
108,30,Romarinho,Corinthians - SP,out
109,30,Luciano,Corinthians - SP,in
