match_num,player_name_2,team_name_3,player_status
251,Gabriel,Flamengo - RJ,out
251,Eduardo da Silva,Flamengo - RJ,in
251,Caceres,Flamengo - RJ,out
251,Luiz Antonio,Flamengo - RJ,in
251,Hector,Flamengo - RJ,out
251,Elton,Flamengo - RJ,in
251,Gigio,Santos - SP,out
251,Rodriguez,Santos - SP,in
251,Robinho,Santos - SP,out
251,Neto,Santos - SP,in
251,Gabriel B.,Santos - SP,out
251,Rildo,Santos - SP,in
252,Cicero,Fluminense - RJ,out
252,Rafael Sobis,Fluminense - RJ,in
252,Rafael,Fluminense - RJ,out
252,Robert,Fluminense - RJ,in
252,Conca,Fluminense - RJ,out
252,Edson,Fluminense - RJ,in
252,Diego Macedo,Bahia - BA,out
252,Leo Gago,Bahia - BA,in
252,Wiliam Barbio,Bahia - BA,out
252,H. Almeida,Bahia - BA,in
252,Biancucchi,Bahia - BA,out
252,Marcos Aurelio,Bahia - BA,in
253,Renato Augusto,Corinthians - SP,out
253,Danilo,Corinthians - SP,in
253,Malcom,Corinthians - SP,out
253,Luciano,Corinthians - SP,in
253,Guerrero,Corinthians - SP,out
253,Angel Romero,Corinthians - SP,in
253,Willian,Sport - PE,out
253,Ze Mario,Sport - PE,in
253,Felipe Azevedo,Sport - PE,out
253,Ananias,Sport - PE,in
254,Wesley,Palmeiras - SP,out
254,Bruno,Palmeiras - SP,in
254,Diogo,Palmeiras - SP,out
254,Cristaldo,Palmeiras - SP,in
254,Valdivia,Palmeiras - SP,out
254,Bruno,Palmeiras - SP,in
254,Ricardo Conceicao,Chapecoense - SC,out
254,Wanderson,Chapecoense - SC,in
254,Zezinho,Chapecoense - SC,out
254,Odair,Chapecoense - SC,in
254,Fabiano,Chapecoense - SC,out
254,Ednei,Chapecoense - SC,in
255,Rosinei,Coritiba - PR,out
255,Robinho,Coritiba - PR,in
255,Martinucio,Coritiba - PR,out
255,Elber,Coritiba - PR,in
255,Joel,Coritiba - PR,out
255,Geraldo,Coritiba - PR,in
255,Sueliton,Atlético - PR,out
255,Mario Sergio,Atlético - PR,in
255,Douglas,Atlético - PR,out
255,Marco Damasceno,Atlético - PR,in
255,Marcelo Cirino,Atlético - PR,out
255,Sidcley,Atlético - PR,in
256,Willian,Cruzeiro - MG,out
256,Dagoberto,Cruzeiro - MG,in
256,Marcelo Moreno,Cruzeiro - MG,out
256,Borges,Cruzeiro - MG,in
256,Everton Ribeiro,Cruzeiro - MG,out
256,Nilton,Cruzeiro - MG,in
256,Willians,Internacional - RS,out
256,Alan Patrick,Internacional - RS,in
256,Wellington,Internacional - RS,out
256,Alex,Internacional - RS,in
256,Valdivia,Internacional - RS,out
256,Leandro,Internacional - RS,in
257,Escudero,Vitória - BA,out
257,Edno,Vitória - BA,in
257,Mansur,Vitória - BA,out
257,Luis,Vitória - BA,in
257,Dinei,Vitória - BA,out
257,Beltran,Vitória - BA,in
257,Fabiano,Botafogo - RJ,out
257,Carlos Alberto,Botafogo - RJ,in
257,Gabriel,Botafogo - RJ,out
257,Murilo,Botafogo - RJ,in
257,Pablo Daniel,Botafogo - RJ,out
257,Wallyson,Botafogo - RJ,in
258,Walace,Grêmio - RS,out
258,Giuliano,Grêmio - RS,in
258,Luan,Grêmio - RS,out
258,Alan Ruiz,Grêmio - RS,in
258,Fellipe,Grêmio - RS,out
258,Riveros,Grêmio - RS,in
258,Alexandre Pato,São Paulo - SP,out
258,Osvaldo,São Paulo - SP,in
258,Maicon,São Paulo - SP,out
258,Reinaldo,São Paulo - SP,in
259,Eduardo,Criciuma - SC,out
259,Luis Felipe,Criciuma - SC,in
259,Rafael,Criciuma - SC,out
259,Gualberto,Criciuma - SC,in
259,Roger,Criciuma - SC,out
259,Bruno,Criciuma - SC,in
259,Josue,Atlético - MG,out
259,Pierre,Atlético - MG,in
259,Leandro Donizete,Atlético - MG,out
259,Andre,Atlético - MG,in
260,Ramon,Goiás - GO,out
260,Liniker,Goiás - GO,in
260,Moises,Goiás - GO,out
260,Samuel,Goiás - GO,in
260,Welinton,Goiás - GO,out
260,Tiago Real,Goiás - GO,in
260,Marcao,Figueirense - SC,out
260,Everaldo,Figueirense - SC,in
260,Leandro Silva,Figueirense - SC,out
260,William,Figueirense - SC,in
260,Giovanni Augusto,Figueirense - SC,out
260,Mazola,Figueirense - SC,in
