match_num,player_name_2,team_name_3,player_status
331,Leo Moura,Flamengo - RJ,out
331,Joao Paulo,Flamengo - RJ,in
331,Gabriel,Flamengo - RJ,out
331,Igor,Flamengo - RJ,in
331,Samir,Flamengo - RJ,out
331,Chicão,Flamengo - RJ,in
331,Robinho,Coritiba - PR,out
331,Keirrison,Coritiba - PR,in
331,Gil,Coritiba - PR,out
331,Ze Eduardo,Coritiba - PR,in
331,Sergio Manoel,Coritiba - PR,out
331,Dudu,Coritiba - PR,in
332,Rafael Sobis,Fluminense - RJ,out
332,Walter,Fluminense - RJ,in
332,Jobson,Botafogo - RJ,out
332,Gêge,Botafogo - RJ,in
332,Sidney,Botafogo - RJ,out
332,Bruno,Botafogo - RJ,in
332,Mauricio,Botafogo - RJ,out
332,Bolatti,Botafogo - RJ,in
333,Luis Fabiano,São Paulo - SP,out
333,Alexandre Pato,São Paulo - SP,in
333,Kaká,São Paulo - SP,out
333,Osvaldo,São Paulo - SP,in
333,Alan Kardec,São Paulo - SP,out
333,Reinaldo,São Paulo - SP,in
333,Wesley,Palmeiras - SP,out
333,Mazinho,Palmeiras - SP,in
333,Diogo,Palmeiras - SP,out
333,Allione,Palmeiras - SP,in
333,Felipe,Palmeiras - SP,out
333,Cristaldo,Palmeiras - SP,in
334,Rildo,Santos - SP,out
334,Thiago Ribeiro,Santos - SP,in
334,Gabriel B.,Santos - SP,out
334,Jorge Eduardo,Santos - SP,in
334,Caju,Santos - SP,out
334,Zeca,Santos - SP,in
334,Willian,Cruzeiro - MG,out
334,Everton Ribeiro,Cruzeiro - MG,in
334,Ricardo Goulart,Cruzeiro - MG,out
334,Willian,Cruzeiro - MG,in
334,Lucas Silva,Cruzeiro - MG,out
334,Henrique,Cruzeiro - MG,in
335,Paulinho Dias,Atletico - PR,out
335,Hernani,Atletico - PR,in
335,Bady,Atletico - PR,out
335,Nathan,Atletico - PR,in
335,Marcos Guilherme,Atletico - PR,out
335,Guilherme,Atletico - PR,in
335,Mike,Sport - PE,out
335,Augusto Cesar,Sport - PE,in
335,Danilo,Sport - PE,out
335,Igor,Sport - PE,in
335,Joelinton,Sport - PE,out
335,Wendel,Sport - PE,in
336,Rafael Carioca,Atlético - MG,out
336,Datolo,Atlético - MG,in
336,Marion,Atlético - MG,out
336,Luan,Atlético - MG,in
336,Eduardo,Atlético - MG,out
336,Carlos Alberto Carvalho,Atlético - MG,in
336,Marcao,Figueirense - SC,out
336,Yago Felipe,Figueirense - SC,in
336,Roberto Cereceda,Figueirense - SC,out
336,Marquinhos Pedroso,Figueirense - SC,in
336,Clayton,Figueirense - SC,out
336,Mazola,Figueirense - SC,in
337,Rafael,Bahia - BA,out
337,Romulo,Bahia - BA,in
337,Para,Bahia - BA,out
337,H. Almeida,Bahia - BA,in
337,Galhardo,Bahia - BA,out
337,Wiliam Barbio,Bahia - BA,in
337,Fabio Santos,Corinthians - SP,out
337,Uendel,Corinthians - SP,in
337,Petros,Corinthians - SP,out
337,Danilo,Corinthians - SP,in
337,Luciano,Corinthians - SP,out
337,Gustavo,Corinthians - SP,in
338,Alan Patrick,Internacional - RS,out
338,Valdivia,Internacional - RS,in
338,Bertotto,Internacional - RS,out
338,Wellington Paulista,Internacional - RS,in
338,Alan Costa,Internacional - RS,out
338,Paulão,Internacional - RS,in
338,Ramon,Goiás - GO,out
338,Samuel,Goiás - GO,in
338,Esquerdinha,Goiás - GO,out
338,Bruno Mineiro,Goiás - GO,in
339,Luis Felipe,Criciuma - SC,out
339,Mauro,Criciuma - SC,in
339,Luis Fernando Lojudice Martinez,Criciuma - SC,out
339,Paulo Baier,Criciuma - SC,in
339,Souza,Criciuma - SC,out
339,Ricardinho,Criciuma - SC,in
339,Dudu,Grêmio - RS,out
339,Everton,Grêmio - RS,in
339,Barcos,Grêmio - RS,out
339,Lucas,Grêmio - RS,in
339,Luan,Grêmio - RS,out
339,Alan Ruiz,Grêmio - RS,in
340,Camilo,Chapecoense - SC,out
340,Bruno Rangel,Chapecoense - SC,in
340,Ricardo Conceicao,Chapecoense - SC,out
340,Odair,Chapecoense - SC,in
340,Marcio,Vitória - BA,out
340,Juan,Vitória - BA,in
340,Richarlyson,Vitória - BA,out
340,Adriano,Vitória - BA,in
340,Dinei,Vitória - BA,out
340,Beltran,Vitória - BA,in
