,match_num,player_name_2,player_team,player_status
0,31,Jorge Wagner Goes Conceicao,Botafogo - RJ,out
1,31,Lucas,Botafogo - RJ,in
2,31,Bolatti,Botafogo - RJ,out
3,31,Julio Cesar,Botafogo - RJ,in
4,31,Pablo Daniel,Botafogo - RJ,out
5,31,Wallyson,Botafogo - RJ,in
6,31,Joao Vitor,Criciuma - SC,out
7,31,Bruno,Criciuma - SC,in
8,31,Cortez,Criciuma - SC,out
9,31,Romulo,Criciuma - SC,in
10,31,Silvinho,Criciuma - SC,out
11,31,Everton,Criciuma - SC,in
12,32,Fred,Fluminense - RJ,out
13,32,Walter,Fluminense - RJ,in
14,32,Wagner,Fluminense - RJ,out
15,32,Chiquinho,Fluminense - RJ,in
16,32,Luiz Antonio,Flamengo - RJ,out
17,32,Negueba,Flamengo - RJ,in
18,32,Caceres,Flamengo - RJ,out
19,32,Luiz,Flamengo - RJ,in
20,32,Lucas,Flamengo - RJ,out
21,32,Arthur,Flamengo - RJ,in
22,33,Osvaldo,São Paulo - SP,out
23,33,Gabriel,São Paulo - SP,in
24,33,Ademilson,São Paulo - SP,out
25,33,Pabon,São Paulo - SP,in
26,33,Danilo,Corinthians - SP,out
27,33,Renato Augusto,Corinthians - SP,in
28,33,Petros,Corinthians - SP,out
29,33,Bruno,Corinthians - SP,in
30,33,Romarinho,Corinthians - SP,out
31,33,Luciano,Corinthians - SP,in
32,34,Wesley,Palmeiras - SP,out
33,34,Josimar,Palmeiras - SP,in
34,34,Henrique Dourado,Palmeiras - SP,out
35,34,Juninho,Palmeiras - SP,in
36,34,Weverson,Palmeiras - SP,out
37,34,Francisco,Palmeiras - SP,in
38,34,Vitor,Goiás - GO,out
39,34,Esquerdinha,Goiás - GO,in
40,34,Erik,Goiás - GO,out
41,34,Danilo,Goiás - GO,in
42,34,Araujo,Goiás - GO,out
43,34,Leonardo,Goiás - GO,in
44,35,Moacir,Coritiba - PR,out
45,35,Ronei,Coritiba - PR,in
46,35,Alex,Coritiba - PR,out
47,35,Geraldo,Coritiba - PR,in
48,35,Carlinho,Coritiba - PR,out
49,35,Dener,Coritiba - PR,in
50,35,Renan,Sport - PE,out
51,35,Danilo,Sport - PE,in
52,35,Augusto Cesar,Sport - PE,out
53,35,Felipe Azevedo,Sport - PE,in
54,36,Edcarlos,Atlético - MG,out
55,36,Marion,Atlético - MG,in
56,36,Leandro Donizete,Atlético - MG,out
57,36,Rosinei,Atlético - MG,in
58,36,Diego Tardelli,Atlético - MG,out
59,36,Carlos Alberto Carvalho,Atlético - MG,in
60,36,Souza,Cruzeiro - MG,out
61,36,Willian,Cruzeiro - MG,in
62,36,Marlone,Cruzeiro - MG,out
63,36,Alisson,Cruzeiro - MG,in
64,36,Tinga,Cruzeiro - MG,out
65,36,Martinucio,Cruzeiro - MG,in
66,37,Branquinho,Bahia - BA,out
67,37,Lima,Bahia - BA,in
68,37,Talisca,Bahia - BA,out
69,37,Biancucchi,Bahia - BA,in
70,37,Leandro,Bahia - BA,out
71,37,H. Almeida,Bahia - BA,in
72,37,Neto,Vitória - BA,out
73,37,Leonardo,Vitória - BA,in
74,37,Alemao,Vitória - BA,out
75,37,Dão,Vitória - BA,in
76,37,Hugo,Vitória - BA,out
77,37,Joseilson,Vitória - BA,in
78,38,Rafael Moura,Internacional - RS,out
79,38,Wellington Paulista,Internacional - RS,in
80,38,Alan Patrick,Internacional - RS,out
81,38,Otavio,Internacional - RS,in
82,38,Paulão,Internacional - RS,out
83,38,Ernando,Internacional - RS,in
84,38,Ederson,Atletico - PR,out
85,38,Bruno Mendes,Atletico - PR,in
86,38,Marcelo Cirino,Atletico - PR,out
87,38,Mosquito,Atletico - PR,in
88,38,Otavio,Atletico - PR,out
89,38,Felipe,Atletico - PR,in
90,39,Artur,Figueirense - SC,out
91,39,Leandro Silva,Figueirense - SC,in
92,39,Everton Santos,Figueirense - SC,out
93,39,Vitor Junior,Figueirense - SC,in
94,39,Marquinhos,Figueirense - SC,out
95,39,Rivaldo,Figueirense - SC,in
96,39,Emerson,Santos - SP,out
97,39,Zeca,Santos - SP,in
98,39,Alison,Santos - SP,out
99,39,Leandro,Santos - SP,in
100,39,Lucas Lima,Santos - SP,out
101,39,Gigio,Santos - SP,in
102,40,Fabinho Alves,Chapecoense - SC,out
103,40,Tiago Luis,Chapecoense - SC,in
104,40,Abuda,Chapecoense - SC,out
105,40,Alemao,Chapecoense - SC,in
106,40,Regis,Chapecoense - SC,out
107,40,Odair,Chapecoense - SC,in
108,40,Rodriguinho,Grêmio - RS,out
109,40,Ramiro,Grêmio - RS,in
110,40,Dudu,Grêmio - RS,out
111,40,Ze Roberto,Grêmio - RS,in
112,40,Alan Ruiz,Grêmio - RS,out
113,40,Luan,Grêmio - RS,in
