,apelido,atleta_id,clube_id,foto,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,scout,slug,status_id,variacao_num
492,Betão,37646,314,https://s.glbimg.com/es/sde/f/2019/02/18/c0b805cc5c8e5f13e496652b72658a40_FORMATO.png,5,1.16,Ebert William Amâncio,0.0,3,2.32,6,"{'CA': 3, 'FC': 5, 'FS': 6, 'PE': 9, 'RB': 6, 'SG': 1}",betao,7,0.0
493,Thalles,95222,290,https://s.glbimg.com/es/sde/f/2019/03/26/56b3e518112fea200bbd74d9de3a5289_FORMATO.png,0,0.0,Thalles Gabriel Morais dos Reis,0.0,4,2.0,6,{},thalles,6,0.0
494,Vladimir,69040,314,https://s.glbimg.com/es/sde/f/2019/03/25/4bc2171f8c51b2c85199265874ecd26c_FORMATO.png,6,3.08,Vladimir Orlando Cardoso de Araújo Filho,-1.0,1,4.09,6,"{'DD': 9, 'FS': 1, 'GS': 7, 'SG': 1}",vladimir,7,-0.8
495,Douglas,38738,314,https://s.glbimg.com/es/sde/f/2019/03/25/5842a2e0a1d8ab226f0555c0667dfc11_FORMATO.png,1,0.0,Douglas dos Santos,0.0,4,6.04,6,{},douglas,6,-1.96
496,Glédson,73533,314,https://s.glbimg.com/es/sde/f/2019/02/18/c6d4b90211065258bf950d6d8491a977_FORMATO.png,0,0.0,Glédson Ribeiro dos Santos,0.0,1,3.0,6,{},gledson,6,0.0
497,Ratinho,101841,290,https://s.glbimg.com/es/sde/f/2019/03/26/fdeafe06b7b61ec6f750abc3c2ed907a_FORMATO.png,0,0.0,Jurani Francisco Ferreira,0.0,4,2.0,6,{},ratinho,6,0.0
498,Marcinho,95332,290,https://s.glbimg.com/es/sde/f/2019/03/26/dd575011a1fbea9f0e7859b1bdf2c9c1_FORMATO.png,2,-0.7,Marcio Antonio de Sousa Júnior,-0.8,4,2.04,6,"{'FC': 1, 'PE': 3}",marcinho,6,-1.01
499,André Moritz,42208,314,https://s.glbimg.com/es/sde/f/2019/02/18/d99758d2310a72493c0acbd56c97f22d_FORMATO.png,3,1.13,André Francisco Moritz,0.0,4,3.64,6,"{'FD': 1, 'FF': 3, 'FS': 2, 'PE': 9, 'RB': 1}",andre-moritz,6,0.0
500,Michael,99392,290,https://s.glbimg.com/es/sde/f/2019/03/26/57b50e0fcaacd6b990cf2a0becd46e62_FORMATO.png,6,3.35,Michael Richard Delgado de Oliveira,0.8,5,5.51,6,"{'FC': 5, 'FD': 7, 'FF': 3, 'FS': 5, 'FT': 1, 'G': 1, 'I': 7, 'PE': 14, 'RB': 4}",michael,6,-0.78
501,Julinho,73501,314,https://s.glbimg.com/es/sde/f/2019/02/18/cf3d8eab528cc3bf388f557c9134576c_FORMATO.png,0,0.0,Júlio César Godinho Catole,0.0,4,2.0,6,{},julinho,6,0.0
502,Renan Guedes,104127,282,https://s.glbimg.com/es/sde/f/2019/03/30/326a3140a44042ebe99aabbad8cfef22_FORMATO.png,0,0.0,Renan Guedes Borges,0.0,2,1.0,6,{},renan-guedes,6,0.0
503,Pedro Castro,78840,314,https://s.glbimg.com/es/sde/f/2019/03/25/cdc521cfa238c56aa9fb0eb73e4aca7a_FORMATO.png,6,2.07,Pedro Henrique de Castro Silva,1.9,4,3.76,6,"{'FC': 11, 'FD': 1, 'FF': 3, 'FS': 10, 'PE': 14, 'RB': 9}",pedro-castro,7,-0.3
504,Figueira,102565,290,https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png,0,0.0,Miguel Ferreira Damasceno,0.0,4,1.0,6,{},figueira,6,0.0
505,Matheus Barbosa,74069,314,https://s.glbimg.com/es/sde/f/2019/03/25/1566120db01ce074100b649a154a6290_FORMATO.png,4,1.05,Matheus Barbosa Teixeira,-1.1,4,3.21,6,"{'FC': 5, 'FF': 2, 'FS': 1, 'I': 1, 'PE': 8, 'RB': 5}",matheus-barbosa,7,-0.2
506,Iago Mendonça,105278,290,https://s.glbimg.com/es/sde/f/2019/03/26/0a85b74cc382e686bc790312c4cd7983_FORMATO.png,0,0.0,Iago Pereira Mendonça,0.0,3,1.0,6,{},iago-mendonca,6,0.0
507,Felipe Mosquete,105397,290,https://s.glbimg.com/es/sde/f/2019/03/26/6b0ace75db697f11e8d9bd5d9c4e920e_FORMATO.png,0,0.0,Felipe Dias Fonte Mosquete,0.0,1,1.0,6,{},felipe-mosquete,6,0.0
508,Brenner,80080,314,https://s.glbimg.com/es/sde/f/2019/05/15/1734697a213fcd54106cf09b1ea78a95_FORMATO.png,2,2.55,Brenner Marlos Varanda de Oliveira,9.2,5,6.03,6,"{'CA': 2, 'FC': 9, 'FD': 1, 'FF': 1, 'FS': 6, 'FT': 1, 'G': 1, 'I': 3, 'PE': 3}",brenner,6,2.7
509,Lucas Frigeri,84854,314,https://s.glbimg.com/es/sde/f/2019/03/26/65f2f48172da036fdca184334f150eab_FORMATO.png,0,0.0,Lucas Henrique Frigeri,0.0,1,5.0,6,{},lucas-frigeri,6,0.0
510,Alan,105395,290,https://s.glbimg.com/es/sde/f/2019/03/26/4ebe446997649a79d3d0d6f81824f76d_FORMATO.png,0,0.0,Alan Carlos de Paula Dias Filho,0.0,3,1.0,6,{},alan,6,0.0
511,Igor Fernandes,82635,314,https://s.glbimg.com/es/sde/f/2019/02/18/8ab8d39b2dc545324288925073d88bfd_FORMATO.png,3,2.03,Igor Fernandes da Silva Araújo,-1.0,2,2.19,6,"{'CA': 1, 'FC': 6, 'FS': 3, 'I': 1, 'PE': 8, 'RB': 5, 'SG': 1}",igor-fernandes,7,-0.74
512,Ramiro,78715,264,https://s.glbimg.com/es/sde/f/2019/05/23/74dd3815a00b56d9fc765cad761ff91c_FORMATO.png,6,1.97,Ramiro Moschen Benetti,0.0,4,11.63,6,"{'A': 1, 'CA': 1, 'FC': 10, 'FD': 1, 'FF': 1, 'FS': 5, 'PE': 9, 'RB': 8}",ramiro,6,-0.45
513,Vinícius,104660,290,https://s.glbimg.com/es/sde/f/2019/03/27/5ed5059957839ba01890f61649b417e8_FORMATO.png,0,0.0,Vinícius Lopes da Silva,0.0,5,1.0,6,{},vinicius,6,0.0
514,Alex Silva,84861,314,https://s.glbimg.com/es/sde/f/2019/02/18/2ffd333de72b16a616330241a2857925_FORMATO.png,1,1.7,Alex da Silva,0.0,2,4.35,6,"{'CA': 1, 'FC': 2, 'FD': 1, 'FF': 1, 'FS': 3, 'PE': 1, 'RB': 1}",alex-silva,5,0.0
515,Mosquera,86116,314,https://s.glbimg.com/es/sde/f/2019/03/31/8ef2e2aca1a983bd2f770590e4a0aa91_FORMATO.png,2,0.5,Jonny Ferney Mosquera Mena,0.0,4,2.69,6,"{'FC': 2, 'FF': 2, 'FS': 2, 'PE': 7, 'RB': 1}",mosquera,6,0.0
516,Maicon,38196,284,https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png,3,2.43,Maicon Thiago Pereira de Souza,0.8,4,8.76,6,"{'A': 1, 'CA': 2, 'FC': 3, 'FD': 1, 'FF': 2, 'FS': 1, 'PE': 10, 'RB': 5}",maicon,6,-0.92
517,Andrew,103183,263,https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png,0,0.0,Andrew da Silva Ventura,0.0,1,2.0,6,{},andrew,6,0.0
518,Pará,62086,262,https://s.glbimg.com/es/sde/f/2019/04/26/4967faf795743de6fc05492896bb97fb_FORMATO.png,4,1.05,Marcos Rogério Ricci Lopes,-1.3,2,4.06,6,"{'CA': 2, 'FC': 4, 'FS': 3, 'PE': 6, 'RB': 7}",para,7,-0.69
519,Rafael Barbosa,105396,290,https://s.glbimg.com/es/sde/f/2019/03/26/277c76b8820a7ddb5193448964e883e4_FORMATO.png,0,0.0,Rafael Barbosa dos Santos,0.0,4,1.0,6,{},rafael-barbosa,6,0.0
520,Márcio Araújo,38311,315,https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png,6,5.0,Márcio Rodrigues Araújo,2.0,4,9.21,6,"{'FC': 3, 'FD': 1, 'FF': 3, 'FS': 6, 'PE': 7, 'RB': 18}",marcio-araujo,7,-0.68
521,Getúlio,90573,314,https://s.glbimg.com/es/sde/f/2019/02/18/3eda93423ebb9e3f661c0360363ef5e5_FORMATO.png,5,2.34,Getúlio Wandelly Silva Timoteo,0.0,5,6.46,6,"{'FC': 4, 'FD': 2, 'FF': 1, 'FS': 6, 'FT': 1, 'I': 3, 'PE': 5, 'RB': 5}",getulio,6,0.0
522,Rhuan,102958,263,https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png,0,0.0,Rhuan da Silveira Castro,0.0,5,1.0,6,{},rhuan,6,0.0
523,Léo Moura,37701,284,https://s.glbimg.com/es/sde/f/2018/05/21/7d6781295f86c2cbf0d78d936349c8c8_FORMATO.png,1,1.4,Leonardo da Silva Moura,0.0,2,5.55,6,"{'FS': 1, 'PE': 2, 'RB': 1}",leo-moura,6,0.0
524,Fábio Carille,70696,264,https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png,6,4.52,Fábio Luiz Carille de Araújo,5.77,6,11.32,6,{},fabio-carille,6,0.59
525,Diego Tardelli,38231,284,https://s.glbimg.com/es/sde/f/2019/04/02/74a6e14ea8d6948485a09a674bb1bf31_FORMATO.png,3,3.63,Diego Tardelli Martins,7.1,5,10.07,6,"{'FD': 4, 'FS': 5, 'PE': 8, 'RB': 4}",diego-tardelli,2,0.11
526,Renato Gaúcho,41929,284,https://s.glbimg.com/es/sde/f/2018/05/21/735c0f10e782fe88dc4dde7e95494223_FORMATO.png,6,4.32,Renato Portaluppi,7.21,6,11.93,6,{},renato-gaucho,7,1.36
527,Maurício,96464,314,https://s.glbimg.com/es/sde/f/2019/03/26/1f39cc62496e44034c3eeebbdf31abf6_FORMATO.png,0,0.0,Maurício Tomazi Pinheiro,0.0,3,3.0,6,{},mauricio,6,0.0
528,Renato,39572,315,https://s.glbimg.com/es/sde/f/2019/03/28/74aa8332c0e0807706717ee6b2595fa9_FORMATO.png,4,2.55,José Renato da Silva Júnior,0.0,5,5.74,6,"{'FD': 2, 'FF': 3, 'FS': 9, 'PE': 2, 'RB': 1}",renato,6,0.0
529,Marcelo Oliveira,50328,284,https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png,0,0.0,Marcelo Oliveira Ferreira,0.0,3,5.0,6,{},marcelo-oliveira,5,0.0
530,Alessandro,104081,263,https://s.glbimg.com/es/sde/f/2019/03/22/ca58dd5dc7b75891e8aea6c26aea3064_FORMATO.png,0,0.0,Alessandro Scheppa,0.0,4,1.0,6,{},alessandro,6,0.0
531,Kunde,95476,314,https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png,2,-1.0,Eduardo Kunde,0.0,3,0.73,6,"{'CA': 1, 'FC': 3, 'PE': 5, 'RB': 2}",kunde,6,0.0
532,Júlio César,49673,284,https://s.glbimg.com/es/sde/f/2019/03/30/2278e80f7f1079a8d5156292e3fe8bef_FORMATO.png,1,5.0,Júlio César Jacobi,0.0,1,6.05,6,"{'DD': 5, 'GS': 5}",julio-cesar,6,0.0
533,Léo Lopes,96965,314,https://s.glbimg.com/es/sde/f/2019/03/25/75373f3be71d114621aba37a7d05db97_FORMATO.png,0,0.0,Leonardo Thomas Lopes,0.0,1,1.0,6,{},leo-lopes,6,0.0
534,Lucas Barros,104650,263,https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png,0,0.0,Lucas Barros da Cunha,0.0,2,1.0,6,{},lucas-barros,6,0.0
535,Glauber,104610,263,https://s.glbimg.com/es/sde/f/2019/03/28/3c290bfe8a6a5e1be791a5e6d2f2a13c_FORMATO.png,0,0.0,Glauber Siqueira dos Santos Lima,0.0,3,2.0,6,{},glauber,6,0.0
536,Cláudio Vitor,98888,314,https://s.glbimg.com/es/sde/f/2019/02/18/798d0ead220702bf3c3f671330c609e5_FORMATO.png,0,0.0,Cláudio Vitor Morais de Lima Cruz,0.0,1,1.0,6,{},claudio-vitor,6,0.0
537,Fernando Henrique,37717,354,https://s.glbimg.com/es/sde/f/2019/03/28/7ea4631a70a1da7be84a3480e80a9441_FORMATO.png,0,0.0,Fernando Henrique dos Anjos,0.0,1,4.0,6,{},fernando-henrique,6,0.0
538,André,68690,284,https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png,6,3.8,André Felipe Ribeiro de Souza,-0.9,5,9.8,6,"{'A': 1, 'FC': 8, 'FD': 3, 'FF': 4, 'FS': 10, 'FT': 1, 'G': 1, 'PE': 10, 'PP': 1, 'RB': 4}",andre,6,-0.38
539,Gabriel Lima,98400,314,https://s.glbimg.com/es/sde/f/2019/02/18/a93bba8cbc0b3d63a2713d51b3e80af1_FORMATO.png,0,0.0,Gabriel Farias de Lima,0.0,5,3.0,6,{},gabriel-lima,6,0.0
540,Eduardo,50645,315,https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png,3,3.3,Carlos Eduardo Santos Oliveira,0.0,2,9.19,6,"{'FS': 2, 'PE': 7, 'RB': 4, 'SG': 1}",eduardo,5,0.0
541,Elicarlos,50313,315,https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png,3,3.2,Elicarlos Souza Santos,1.6,4,5.65,6,"{'FC': 3, 'FD': 2, 'FF': 4, 'FS': 2, 'PE': 5, 'RB': 4}",elicarlos,7,-0.21
542,Geninho,36886,314,https://s.glbimg.com/es/sde/f/2019/03/31/0f7029892255153d5c0261c6523eef36_FORMATO.png,6,2.63,Eugênio Machado Souto,2.58,6,5.7,6,{},geninho,7,0.14
543,Lucas Alves,104651,263,https://s.glbimg.com/es/sde/f/2019/03/28/1ae8c43705f6dfd96f9cdfe68b4b8485_FORMATO.png,0,0.0,Lucas Silva Alves,0.0,1,1.0,6,{},lucas-alves,6,0.0
544,Tiago Alves,51495,354,https://s.glbimg.com/es/sde/f/2019/03/28/d9cac4a21775ee745faf095781d51f77_FORMATO.png,4,2.05,Tiago dos Santos Alves,0.0,3,6.0,6,"{'FC': 3, 'FF': 1, 'FS': 1, 'I': 1, 'PE': 7, 'RB': 4, 'SG': 1}",tiago-alves,6,0.0
545,Thiago Carleto,51700,354,https://s.glbimg.com/es/sde/f/2019/03/28/e6019b20be4192e66ea436db383a8d95_FORMATO.png,3,2.1,Thiago Carleto Alves,0.0,2,7.73,6,"{'FC': 3, 'FD': 1, 'FF': 1, 'FS': 1, 'PE': 9, 'RB': 2, 'SG': 1}",thiago-carleto,6,0.0
546,Rafael Pereira,51194,315,https://s.glbimg.com/es/sde/f/2019/03/28/d22ece348b83caa8bf2cd42abd7538e5_FORMATO.png,1,0.9,Rafael Pereira dos Santos,0.0,3,3.92,6,"{'PE': 2, 'RB': 1}",rafael-pereira,6,0.0
547,Ricardo Bueno,69141,354,https://s.glbimg.com/es/sde/f/2019/03/28/3d70fd82e49aca88abe94015a45abb9d_FORMATO.png,5,6.9,Ricardo Bueno da Silva,7.3,5,18.4,6,"{'A': 2, 'FC': 8, 'FD': 2, 'FF': 5, 'FS': 2, 'G': 3, 'I': 5, 'PE': 3, 'PP': 1, 'RB': 3}",ricardo-bueno,6,0.71
548,João Paulo,86770,314,https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png,6,1.2,João Paulo da Silva Alves,-1.7,4,3.93,6,"{'CA': 1, 'FC': 10, 'FD': 3, 'FF': 3, 'FS': 14, 'PE': 21, 'RB': 5}",joao-paulo,7,-0.95
549,Edinho,37792,354,https://s.glbimg.com/es/sde/f/2019/03/28/a73e2e4e04ac38d68b05eb5ffc8d4e8e_FORMATO.png,1,-3.4,Edimo Ferreira Campos,0.0,4,1.89,6,"{'CA': 1, 'FS': 2, 'PE': 6}",edinho,6,0.0
550,Gum,68887,315,https://s.glbimg.com/es/sde/f/2019/03/26/488951a254180fbde4b0bad80672f6f8_FORMATO.png,6,3.05,Welington Pereira Rodrigues,1.2,3,7.14,6,"{'FD': 1, 'FF': 3, 'FS': 2, 'G': 1, 'I': 1, 'PE': 11, 'RB': 3, 'SG': 1}",gum,7,0.08
551,Douglas,63128,315,https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png,5,-0.24,Douglas Silva Bacelar,0.7,3,2.53,6,"{'CA': 2, 'FC': 7, 'FF': 1, 'FS': 1, 'PE': 5, 'RB': 1, 'SG': 1}",douglas,7,0.08
552,Felipe Baxola,71113,354,https://s.glbimg.com/es/sde/f/2019/03/28/24e6b367451f8861ad0b1a99cfd02895_FORMATO.png,0,0.0,Felipe de Oliveira Silva,0.0,4,6.0,6,{},felipe-baxola,6,0.0
553,Brizuela,104819,314,https://s.glbimg.com/es/sde/f/2019/03/26/5b47fe819c97b3c422671ac692dc59d7_FORMATO.png,3,3.3,Feliciano Brizuela,0.0,5,7.33,6,"{'FC': 2, 'FS': 2, 'G': 1, 'I': 1, 'PE': 2, 'RB': 2}",brizuela,5,0.0
554,Juninho Quixadá,71787,354,https://s.glbimg.com/es/sde/f/2019/03/28/290762becedf23c80b831f923f4b7b33_FORMATO.png,0,0.0,Pedro Julião Azevedo Junior,0.0,4,5.0,6,{},juninho-quixada,6,0.0
555,Amaral,42232,315,https://s.glbimg.com/es/sde/f/2018/05/24/1c24cfcea8b33cf62a5b111551e4c34f_FORMATO.png,1,0.0,William José de Souza,0.0,4,3.47,6,{},amaral,6,0.0
556,Wescley,70925,354,https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png,0,0.0,Wescley Gomes dos Santos,0.0,4,5.0,6,{},wescley,6,0.0
557,Diogo Silva,71882,354,https://s.glbimg.com/es/sde/f/2019/03/28/124aa9812703927dd6cfd2001e5b1299_FORMATO.png,6,3.4,Diogo José Gonçalves da Silva,4.0,1,9.04,6,"{'CA': 1, 'DD': 10, 'GS': 6, 'PE': 2, 'SG': 1}",diogo-silva,7,0.47
558,Pedro Ken,50877,354,https://s.glbimg.com/es/sde/f/2019/03/28/7a6cecf56bf5b7d343a126ff05454101_FORMATO.png,3,0.5,Pedro Ken Morimoto Moreira,1.5,4,2.94,6,"{'CA': 1, 'FC': 4, 'FS': 5, 'RB': 2}",pedro-ken,6,0.42
559,Lourenço,99032,314,https://s.glbimg.com/es/sde/f/2019/03/26/a10ea3714ffa4fb0caf1a1a80ffd5255_FORMATO.png,3,4.87,João Paulo Ferreira Lourenço,3.8,5,3.92,6,"{'A': 1, 'CA': 1, 'FC': 3, 'FD': 3, 'FF': 1, 'FS': 6, 'PE': 6, 'RB': 5}",lourenco,7,0.04
560,Juninho,71937,356,https://s.glbimg.com/es/sde/f/2019/04/30/199fd043d747c68f3eb9ac7a9e21216f_FORMATO.png,4,1.62,Paulo Roberto Valoura Júnior,-2.3,4,4.35,6,"{'A': 1, 'CA': 1, 'FC': 7, 'FD': 2, 'FF': 2, 'FS': 3, 'PE': 15, 'RB': 4}",juninho,7,-1.5
561,Luiz Otávio,72359,354,https://s.glbimg.com/es/sde/f/2019/03/28/731bd0c1760d7e08394c9726255ba348_FORMATO.png,6,2.77,Luiz Otávio Anacleto Leandro,-2.8,3,9.9,6,"{'A': 1, 'CA': 1, 'FC': 7, 'FD': 1, 'FF': 1, 'FS': 4, 'PE': 8, 'RB': 7, 'SG': 1}",luiz-otavio,7,-1.25
562,Paulo André,37604,293,https://s.glbimg.com/es/sde/f/2019/03/30/d13b3f750784e34198600803f659c068_FORMATO.png,3,0.4,Paulo André Cren Benini,0.0,3,3.8,6,"{'CA': 1, 'FC': 3, 'PE': 1, 'SG': 1}",paulo-andre,6,-0.76
563,Gustavo,101316,314,https://s.glbimg.com/es/sde/f/2019/02/18/2d52dcaf120ebbe0826308ada2b51f8d_FORMATO.png,0,0.0,Gustavo Alcindo (Alcino),0.0,3,3.0,6,{},gustavo,6,0.0
564,Luan Pereira,99900,314,https://s.glbimg.com/es/sde/f/2019/03/26/4ea943857c8fd654cdc1fe1f3e802748_FORMATO.png,5,1.74,Luan Martins Pereira,1.5,4,3.26,6,"{'A': 1, 'CA': 2, 'FC': 4, 'FD': 1, 'FF': 2, 'FS': 6, 'PE': 7, 'RB': 4}",luan-pereira,6,-0.36
565,Michel,80664,264,https://s.glbimg.com/es/sde/f/2019/05/23/d6ee8c1facd131fa22d648e2509f5cac_FORMATO.png,1,0.9,Michel Macedo Rocha Machado,0.0,2,2.48,6,"{'FC': 1, 'FS': 1, 'PE': 2, 'RB': 1}",michel,6,0.0
566,Wesley,99462,314,https://s.glbimg.com/es/sde/f/2019/03/26/c2306740c31403d20520165b9297b553_FORMATO.png,0,0.0,Wesley Soares Xavier,0.0,4,2.0,6,{},wesley,6,0.0
567,Ricardo,101491,314,https://s.glbimg.com/es/sde/f/2019/03/26/d6db02ce94eb23f6a9e0090158f1d7e8_FORMATO.png,3,2.67,Ricardo Thalheimer,5.4,3,4.51,6,"{'FC': 3, 'FD': 1, 'FF': 1, 'FS': 1, 'I': 2, 'PE': 10, 'RB': 4, 'SG': 1}",ricardo,6,1.43
568,Iury,101846,314,https://s.glbimg.com/es/sde/f/2019/02/18/0758f27a5553304e808e5732adb6eadd_FORMATO.png,3,2.93,Iury de Oliveira Nascimento ,0.0,2,6.76,6,"{'A': 1, 'CA': 1, 'FC': 4, 'FS': 2, 'PE': 14, 'RB': 4, 'SG': 1}",iury,6,0.0
569,Caio Paulista,102318,314,https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png,2,3.7,Caio Fernando de Oliveira,5.6,5,3.09,6,"{'FC': 4, 'FD': 3, 'FF': 2, 'FS': 3, 'PE': 6, 'RB': 3}",caio-paulista,7,1.14
570,Marcinho,102380,314,https://s.glbimg.com/es/sde/f/2019/03/26/f668b0e7484644c6732bfc57f72a5fdb_FORMATO.png,0,0.0,Márcio Rodrigues Velasco,0.0,4,1.0,6,{},marcinho,6,0.0
571,Márcio Azevedo,42491,293,https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png,5,2.26,Márcio Gonzaga de Azevedo,-0.9,2,4.41,6,"{'A': 1, 'CA': 1, 'FC': 6, 'FS': 6, 'PE': 9, 'RB': 4, 'SG': 1}",marcio-azevedo,6,-0.16
572,Jonathan,37662,293,https://s.glbimg.com/es/sde/f/2019/03/30/8b5651c87880d8422c6440c0edfc069a_FORMATO.png,2,0.8,Jonathan Cícero Moreira,0.0,2,4.71,6,"{'CA': 1, 'FC': 3, 'FD': 1, 'PE': 2, 'RB': 3}",jonathan,6,0.0
573,Falcão,104104,314,https://s.glbimg.com/es/sde/f/2019/02/18/6a3faee3e0ccb1919d96bae0cb823728_FORMATO.png,0,0.0,Lucas de Oliveira Teodoro Falcão,0.0,4,2.0,6,{},falcao,6,0.0
574,Nuno,104326,314,https://s.glbimg.com/es/sde/f/2019/03/26/c1b1a18f433b957ac0690204c16bedca_FORMATO.png,0,0.0,Acácio Nuno Boing,0.0,3,2.0,6,{},nuno,6,0.0
575,Bergson,68696,354,https://s.glbimg.com/es/sde/f/2019/05/13/8694db2e75af48647f99b643845dac13_FORMATO.png,5,1.24,Bergson Gustavo Silveira da Silva,-2.2,5,4.16,6,"{'CA': 1, 'FC': 8, 'FD': 4, 'FF': 5, 'FS': 7, 'I': 2, 'PE': 7, 'RB': 2}",bergson,7,-1.1
576,Wellington,62129,293,https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png,5,-1.18,Wellington Aparecido Martins,-4.1,4,0.75,6,"{'CA': 1, 'FC': 7, 'FS': 1, 'PE': 13, 'RB': 2}",wellington,7,-0.29
577,Rodrigo,104328,314,https://s.glbimg.com/es/sde/f/2019/03/26/ba2af494a1681ac20387f7fc39e21721_FORMATO.png,0,0.0,Rodrigo Jardim dos Santos Almeida,0.0,1,1.0,6,{},rodrigo,6,0.0
578,Dudu,104327,314,https://s.glbimg.com/es/sde/f/2019/02/18/802f542c5adf740551a1a6aec66a72ba_FORMATO.png,0,0.0,Eduardo Luis Tapparo,0.0,4,1.0,6,{},dudu,6,0.0
579,Camacho,68770,293,https://s.glbimg.com/es/sde/f/2019/03/30/81d88455f0c9a28fc1bf58482da871c1_FORMATO.png,1,1.2,Guilherme de Aguiar Camacho,0.0,4,4.3,6,"{'FC': 1, 'FS': 1, 'PE': 1, 'RB': 1}",camacho,3,0.0
580,Elton,71719,265,https://s.glbimg.com/es/sde/f/2019/03/29/ba5687c390564e23e74776f29ea757f3_FORMATO.png,5,1.36,Elton Junior Melo Ataíde,-0.5,4,4.56,6,"{'FC': 13, 'FF': 2, 'PE': 6, 'RB': 9}",elton,2,-0.32
581,Santos,69012,293,https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png,5,1.64,Aderbar Melo dos Santos Neto,-5.5,1,4.53,6,"{'CA': 1, 'DD': 7, 'FC': 1, 'FS': 1, 'GS': 7, 'PE': 6, 'SG': 1}",santos,7,-2.74
582,João Vitor,104329,314,https://s.glbimg.com/es/sde/f/2019/03/26/bbbed8c4d42ead7dff816c8262ba62cf_FORMATO.png,0,0.0,João Vitor de Oliveira,0.0,1,1.0,6,{},joao-vitor,6,0.0
583,Marcelo Cirino,69022,293,https://s.glbimg.com/es/sde/f/2019/03/30/c8469dc064bfee30f2576ca3d65fc15b_FORMATO.png,6,4.13,Marcelo Cirino da Silva,16.1,5,8.78,6,"{'FC': 5, 'FD': 4, 'FF': 5, 'FS': 7, 'G': 2, 'I': 2, 'PE': 10, 'RB': 2}",marcelo-cirino,2,3.42
584,Igor Campos,101421,315,https://s.glbimg.com/es/sde/f/2018/05/24/97ef928b4d8da38916e72a5166792dc8_FORMATO.png,0,0.0,Igor Henrique Pereira de Campos,0.0,1,1.0,6,{},igor-campos,6,0.0
585,Anderson,38001,265,https://s.glbimg.com/es/sde/f/2019/03/29/bbfcc261f62ebb5c1dbea1b7e31f6dca_FORMATO.png,1,-1.0,Anderson Pedro Nunes da Silva Campos,0.0,1,2.08,6,"{'DD': 1, 'GS': 2}",anderson,6,0.0
586,Rogério,73540,265,https://s.glbimg.com/es/sde/f/2019/02/27/92700f5dfefdb214d227ca999caedfb3_FORMATO.png,5,3.1,José Rogério de Oliveira,0.0,5,9.47,6,"{'FC': 6, 'FD': 5, 'FF': 2, 'FS': 9, 'G': 1, 'I': 2, 'PE': 7, 'RB': 1}",rogerio,6,0.0
587,Élber,74140,265,https://s.glbimg.com/es/sde/f/2019/03/29/67d058ae9f531a675de3f44a9bb2735b_FORMATO.png,3,4.33,José Élber Pimentel da Silva,6.0,4,6.5,6,"{'FC': 2, 'FD': 1, 'FF': 1, 'FS': 6, 'PE': 5, 'RB': 7}",elber,7,0.55
588,Nikão,69705,293,https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png,4,7.2,Maycon Vinícius Ferreira da Cruz,0.0,4,19.7,6,"{'A': 1, 'FC': 3, 'FD': 4, 'FF': 3, 'FS': 7, 'G': 1, 'PE': 3, 'RB': 5}",nikao,7,0.0
