,apelido,atleta_id,clube_id,foto,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,scout,slug,status_id,variacao_num
18,Clayton,81770,265,https://s.glbimg.com/es/sde/f/2019/03/29/517eea2fd0045d94a6d18118ffe21008_FORMATO.png,0,0.0,Clayton Silveira da Silva,0,5,5.0,7,,clayton,6,0.0
19,Iago,90894,265,https://s.glbimg.com/es/sde/f/2019/02/27/dcc88b58ec19a30c867de346a51af9ba_FORMATO.png,0,0.0,Iago Antônio Silva Santos,0,5,2.0,7,,iago,6,0.0
20,Flávio,91102,265,https://s.glbimg.com/es/sde/f/2019/03/29/b6aab56d50cf29e0e2a267d04614f4a1_FORMATO.png,1,0.0,Flávio Medeiros da Silva,0,4,2.25,7,,flavio,6,-0.75
21,Fernandinho,91130,265,https://s.glbimg.com/es/sde/f/2019/03/29/062ea204ed60f2b4c3bdbcb2c506b6c1_FORMATO.png,0,0.0,Fernando José Marques Maciel,0,5,2.0,7,,fernandinho,6,0.0
22,Luís Fernando,94971,265,https://s.glbimg.com/es/sde/f/2019/03/29/b8658c291123b2f260eb6762a0311864_FORMATO.png,0,0.0,Luís Fernando Santos da Conceição,0,4,1.0,7,,luis-fernando,6,0.0
23,Douglas,92497,265,https://s.glbimg.com/es/sde/f/2019/02/27/f152fa1e4b0fdb632f4f9262c3072d92_FORMATO.png,5,3.2,Douglas Augusto Soares Gomes,0,4,6.02,7,,douglas,7,-0.45
24,Marco Antônio,94975,265,https://s.glbimg.com/es/sde/f/2019/03/29/bb54c58fde4944da79ee5a0a033c3477_FORMATO.png,0,0.0,Marco Antônio Rosa Furtado Júnior,0,4,3.0,7,,marco-antonio,6,0.0
25,Everson,91929,265,https://s.glbimg.com/es/sde/f/2019/03/29/405ace106e46aa9c9dd2059c2ec130e3_FORMATO.png,0,0.0,Everson Bispo Pereira,0,3,3.0,7,,everson,6,0.0
26,Fernando Medeiros,92841,265,https://s.glbimg.com/es/sde/f/2019/02/27/d7d62e276bd5101031417c8ab4f7e691_FORMATO.png,0,0.0,Fernando Medeiros da Silva,0,4,2.0,7,,fernando-medeiros,6,0.0
27,Felipinho,94981,265,https://s.glbimg.com/es/sde/f/2019/03/29/b815b1cd06738228903c58b06df8651f_FORMATO.png,0,0.0,Felipe Matheus Filgueira de Araújo,0,4,2.0,7,,felipinho,6,0.0
28,Max,94982,265,https://s.glbimg.com/es/sde/f/2019/02/27/1742dc16d6ca6bb28a57dbd1123a9069_FORMATO.png,0,0.0,Max Alexandre dos Santos Silva,0,4,1.0,7,,max,6,0.0
29,Yuri,83263,265,https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png,0,0.0,Yuri Lima Lara,0,4,1.0,7,,yuri,6,0.0
30,Artur,95799,265,https://s.glbimg.com/es/sde/f/2019/02/27/2eea5f20d7ca9c06beaf3b3e9c4f133c_FORMATO.png,7,4.47,Artur Victor Guimarães,0,5,10.21,7,,artur,7,-1.7
31,Gregore,95464,265,https://s.glbimg.com/es/sde/f/2019/03/29/6ad2ae60d8a847b0dcfc712888763ff8_FORMATO.png,7,3.9,Gregore de Magalhães da Silva,0,4,11.69,7,,gregore,7,0.13
32,Geovane Itinga,94980,265,https://s.glbimg.com/es/sde/f/2019/03/29/88378f9e43f39383c268b83aebcdfa20_FORMATO.png,0,0.0,Geovane Santana Souza,0,5,2.0,7,,geovane-itinga,6,0.0
33,Bruno Nazário,81776,293,https://s.glbimg.com/es/sde/f/2019/03/30/23a1a1c9b0e58f10ebf65e3a02139cd9_FORMATO.png,1,0.0,Bruno dos Santos Nazário,0,4,2.21,7,,bruno-nazario,6,0.0
34,Lepu,97522,265,https://s.glbimg.com/es/sde/f/2019/03/29/6db0e64df45a59f76114bfbac69d8b0f_FORMATO.png,0,0.0,Willean Bernardo Willemen,0,4,2.0,7,,lepu,6,0.0
35,Jaques,104128,265,https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png,0,0.0,Jaques Bonfim Nazaré Neto,0,3,1.0,7,,jaques,6,0.0
36,Rodrigo Alves,98184,265,https://s.glbimg.com/es/sde/f/2019/03/29/2fd96b3f1bb2dbf182a6dc5e85183537_FORMATO.png,0,0.0,Rodrigo Alves da Cruz,0,5,2.0,7,,rodrigo-alves,6,0.0
37,Léo Pereira,83528,293,https://s.glbimg.com/es/sde/f/2019/03/30/201871306b5a466590adf1665d431285_FORMATO.png,6,4.4,Leonardo Pereira,0,3,10.22,7,,leo-pereira,6,1.57
38,Tomás Andrade,97619,293,https://s.glbimg.com/es/sde/f/2019/03/30/a39638dfbd68303f98264fc322855b6c_FORMATO.png,5,1.48,Tomás Gustavo Andrade,0,4,5.04,7,,tomas-andrade,6,0.42
39,Matheus Rossetto,86766,293,https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png,2,2.7,Matheus Rossetto,0,4,3.6,7,,matheus-rossetto,6,0.0
40,Renan Lodi,96591,293,https://s.glbimg.com/es/sde/f/2019/03/30/a69ce7a8dc1b05284bf5a5c9e7341f26_FORMATO.png,3,2.07,Renan Augusto Lodi dos Santos,0,2,7.57,7,,renan-lodi,6,0.0
41,Tiago Nunes,98057,293,https://s.glbimg.com/es/sde/f/2019/03/30/f24c484018a5a11e2b67e34f6aa5f99f_FORMATO.png,7,3.85,Tiago Retzlaff Nunes,0,6,10.0,7,,tiago-nunes,7,0.94
42,Erick,98022,293,https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png,3,0.83,Erick Luis Conrado de Carvalho,0,4,1.22,7,,erick,6,0.0
43,Bill,95131,293,https://s.glbimg.com/es/sde/f/2018/05/15/0617ee23d3f6f13fb4bfcdcb786601b9_FORMATO.png,0,0.0,Gabriel Pereira Taliari,0,5,2.0,7,,bill,6,0.0
44,Jaderson,98224,293,https://s.glbimg.com/es/sde/f/2019/03/30/832c92b15aa34fdde7be9738ca86c863_FORMATO.png,0,0.0,Jaderson Flores dos Reis,0,4,1.0,7,,jaderson,6,0.0
45,Alex Nagib,98933,293,https://s.glbimg.com/es/sde/f/2019/04/01/2addc090f42dd1d5f895c46251867bce_FORMATO.png,0,0.0,Alex Teixeira dos Santos,0,4,1.0,7,,alex-nagib,6,0.0
46,Bruno Guimarães,98352,293,https://s.glbimg.com/es/sde/f/2019/03/30/eb38985677869fa7ca820f8ae7cfcfa1_FORMATO.png,5,5.38,Bruno Guimarães Rodriguez Moura,0,4,13.04,7,,bruno-guimaraes,7,0.51
47,Luiz Fernando,105176,293,https://s.glbimg.com/es/sde/f/2019/03/29/e24fbad9c5a59102582fe73677a63e71_FORMATO.png,0,0.0,Luiz Fernando Ferreira de Souza,0,5,2.0,7,,luiz-fernando,6,0.0
48,Khellven ,105175,293,https://s.glbimg.com/es/sde/f/2019/03/08/91110929301e4f2e073c9610b9d9b036_FORMATO.jpeg,1,3.4,Khellven Douglas Silva Oliveira,0,2,1.64,7,,khellven,6,0.0
49,Weverton Almeida,100459,293,https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png,0,0.0,Weverton Almeida Silva,0,3,2.0,7,,weverton-almeida,5,0.0
50,Caio,99460,293,https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png,1,-4.0,Caio Alan Tem Catem Gonçalves,0,1,0.74,7,,caio,6,0.0
51,Bento,105208,293,https://s.glbimg.com/es/sde/f/2019/03/29/a096644c26f754ef9d0aef6a0e3d62c0_FORMATO.png,0,0.0,Bento Matheus Krepski,0,1,1.0,7,,bento,6,0.0
52,Rony,91607,293,https://s.glbimg.com/es/sde/f/2019/03/30/e3a2125216bf497937a96f974e95aacd_FORMATO.png,5,9.1,Ronielson da Silva Barbosa,0,5,15.51,7,,rony,7,1.46
53,Igor Campos,101421,315,https://s.glbimg.com/es/sde/f/2018/05/24/97ef928b4d8da38916e72a5166792dc8_FORMATO.png,0,0.0,Igor Henrique Pereira de Campos,0,1,1.0,7,,igor-campos,6,0.0
54,Amaral,42232,315,https://s.glbimg.com/es/sde/f/2018/05/24/1c24cfcea8b33cf62a5b111551e4c34f_FORMATO.png,1,0.0,William José de Souza,0,4,3.47,7,,amaral,6,0.0
55,Márcio Araújo,38311,315,https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png,7,4.99,Márcio Rodrigues Araújo,0,4,9.73,7,,marcio-araujo,7,0.52
56,Elicarlos,50313,315,https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png,4,2.12,Elicarlos Souza Santos,0,4,4.94,7,,elicarlos,7,-0.71
57,Rodinei,73992,262,https://s.glbimg.com/es/sde/f/2019/04/26/cfed24bcffd157785687c5223fdb1106_FORMATO.png,3,-0.23,Rodinei Marcelo de Almeida,0,2,2.98,7,,rodinei,6,0.0
58,Eduardo,50645,315,https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png,3,3.3,Carlos Eduardo Santos Oliveira,0,2,9.19,7,,eduardo,5,0.0
59,Neto,69008,315,https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png,0,0.0,Hélio Hermito Zampier Neto,0,3,2.0,7,,neto,6,0.0
60,Douglas,63128,315,https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png,6,-0.45,Douglas Silva Bacelar,0,3,1.96,7,,douglas,3,-0.57
61,Rafael Pereira,51194,315,https://s.glbimg.com/es/sde/f/2019/03/28/d22ece348b83caa8bf2cd42abd7538e5_FORMATO.png,1,0.9,Rafael Pereira dos Santos,0,3,3.92,7,,rafael-pereira,7,0.0
62,Augusto,71042,315,https://s.glbimg.com/es/sde/f/2019/03/28/a943ff6068ab0a2af942a381c74055b4_FORMATO.png,3,2.43,Augusto César dos Santos Moreira,0,4,4.0,7,,augusto,6,0.0
63,Gum,68887,315,https://s.glbimg.com/es/sde/f/2019/03/26/488951a254180fbde4b0bad80672f6f8_FORMATO.png,7,2.81,Welington Pereira Rodrigues,0,3,7.02,7,,gum,7,-0.12
64,Gustavo,86932,264,https://s.glbimg.com/es/sde/f/2019/05/23/e465cd357033b982d32052d767bea71d_FORMATO.png,2,1.35,Gustavo Henrique da Silva Sousa,0,5,4.2,7,,gustavo,6,0.0
65,Fernando Castro,102609,265,https://s.glbimg.com/es/sde/f/2019/03/29/5d48e68e633e025554f7fb03e89b57cf_FORMATO.png,0,0.0,Fernando Augusto de Castro Ribeiro,0,1,2.0,7,,fernando-castro,6,0.0
66,Ignácio,103523,265,https://s.glbimg.com/es/sde/f/2019/03/29/4aba5de37f22854b10a7562dc8d5cd4d_FORMATO.png,0,0.0,Ignácio da Silva Oliveira,0,3,2.0,7,,ignacio,6,0.0
67,Alan Ruschel,63110,315,https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png,4,0.98,Alan Luciano Ruschel,0,2,5.57,7,,alan-ruschel,6,0.0
68,Xandão,101626,265,https://s.glbimg.com/es/sde/f/2019/03/29/af5d7ba38c3fbcc68c13b5fd2a8dd313_FORMATO.png,0,0.0,Alexandre Rodrigues Soares,0,3,2.0,7,,xandao,6,0.0
69,Diego Cavalieri,38431,263,https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png,0,0.0,Diego Cavalieri,0,1,6.0,7,,diego-cavalieri,7,0.0
70,Matheus Silva,101035,265,https://s.glbimg.com/es/sde/f/2019/03/29/d3524f5f0d162ddeaf053afbf4fcff29_FORMATO.png,0,0.0,Matheus de Barros da Silva,0,2,3.0,7,,matheus-silva,6,0.0
71,Caíque,104591,265,https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png,0,0.0,Caíque de Jesus da Silva,0,5,2.0,7,,caique,6,0.0
72,Ramires,103295,265,https://s.glbimg.com/es/sde/f/2019/03/29/c45004f6a309f5dfe660c3becb1ad077_FORMATO.png,7,3.2,Eric dos Santos Rodrigues,0,4,11.78,7,,ramires,6,-0.74
73,João Paulo,72168,263,https://s.glbimg.com/es/sde/f/2019/03/22/3b2ab0a4c2f206adcc40b24bfc972cbb_FORMATO.png,6,2.57,João Paulo Mior,0,4,7.97,7,,joao-paulo,7,0.39
74,Gilson,52674,263,https://s.glbimg.com/es/sde/f/2019/03/22/0f83ef7ddff9bb0d276ef1c978e96cee_FORMATO.png,4,2.4,Gilson Gomes do Nascimento,0,2,5.9,7,,gilson,7,1.97
75,Cícero,37688,263,https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png,7,5.09,Cícero Santos,0,4,12.7,7,,cicero,7,-0.08
76,Kieza,68930,356,https://s.glbimg.com/es/sde/f/2019/04/22/a6f002f3b99c385acbafd311e4b3da81_FORMATO.png,5,1.9,Welker Marçal de Almeida,0,5,4.27,7,,kieza,7,-0.72
77,Jean,89150,263,https://s.glbimg.com/es/sde/f/2019/03/22/8384f77b74efecba7c81cb62ba4392f6_FORMATO.png,1,1.5,Jean Carlos de Souza Irmer,0,4,4.1,7,,jean,6,-0.9
78,Rodrigo Pimpão,68901,263,https://s.glbimg.com/es/sde/f/2019/03/22/fb5c74a8057f05313adc6f9c2a6a4783_FORMATO.png,6,0.8,Rodrigo Pimpão Viana,0,5,2.53,7,,rodrigo-pimpao,6,1.31
79,Alan Santos,70132,263,https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png,1,1.2,Alan Santos da Silva,0,4,3.28,7,,alan-santos,2,-0.72
80,Alex Santana,85465,263,https://s.glbimg.com/es/sde/f/2019/03/22/18c2a6ba294467649a2ebdaf8c14b53a_FORMATO.png,5,3.84,Alex Paulo Menezes Santana,0,4,8.87,7,,alex-santana,2,0.0
81,Marcinho,93797,263,https://s.glbimg.com/es/sde/f/2019/03/22/73ff5646586a9145ea6768297b10ac7d_FORMATO.png,3,2.2,Márcio Almeida de Oliveira,0,2,6.08,7,,marcinho,6,0.0
82,Gabriel,87393,263,https://s.glbimg.com/es/sde/f/2019/03/22/0dc3b607fbf0f1db6f328cdcfd7169d0_FORMATO.png,7,4.23,Gabriel Costa França,0,3,9.17,7,,gabriel,7,1.76
83,Joel Carli,93414,263,https://s.glbimg.com/es/sde/f/2019/03/22/5b148a93fa4bc73fb9ad91009dde28c2_FORMATO.png,6,2.93,Mauro Joel Carli,0,3,7.8,7,,joel-carli,7,1.08
84,Diego,99430,263,https://s.glbimg.com/es/sde/f/2019/03/22/0f3250424ddb09fc96bd674ce29f8082_FORMATO.png,0,0.0,Diego Terra Loureiro,0,1,1.0,7,,diego,6,0.0
85,Luiz Fernando ,90715,263,https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png,5,0.66,Luiz Fernando Moraes dos Santos,0,4,3.5,7,,luiz-fernando,7,-0.36
86,Rildo,73635,315,https://s.glbimg.com/es/sde/f/2019/03/26/a767420a07d616038c0c02ad7324e41d_FORMATO.png,4,7.7,Rildo de Andrade Felicissimo,0,5,8.21,7,,rildo,2,-0.92
87,Marcelo Benevenuto,95638,263,https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png,1,-1.0,Marcelo da Conceição Benevenuto Malaquias,0,3,4.28,7,,marcelo-benevenuto,6,0.0
88,Gustavo Ferrareis,89815,263,https://s.glbimg.com/es/sde/f/2019/03/22/26428f685d0f6779046837ace9c75bc4_FORMATO.png,2,0.75,Gustavo Henrique Ferrareis,0,4,3.07,7,,gustavo-ferrareis,6,0.0
89,Gustavo Bochecha,95798,263,https://s.glbimg.com/es/sde/f/2019/03/22/c6c604c007ddce9a6af2b1b8a98f99ff_FORMATO.png,6,0.32,Gustavo Costa da Silva Machado,0,4,5.6,7,,gustavo-bochecha,6,-0.31
90,Leonardo Valencia,91508,263,https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png,4,-0.48,Leonardo Felipe Valencia Rossel,0,4,3.74,7,,leonardo-valencia,6,0.0
91,Gustavo Campanharo,72497,315,https://s.glbimg.com/es/sde/f/2019/03/26/9799555064b37105b45b0acc0e54c2b7_FORMATO.png,5,2.4,Gustavo Campanharo,0,4,3.83,7,,gustavo-campanharo,7,0.1
92,Everaldo,78117,315,https://s.glbimg.com/es/sde/f/2019/03/28/06c711b652c1c301dcb21fa9dc4a4b81_FORMATO.png,7,7.09,Everaldo Stum,0,5,17.65,7,,everaldo,7,1.27
93,Marllon,70666,264,https://s.glbimg.com/es/sde/f/2019/05/23/cc67b417a66e6a7ded54115b595d3620_FORMATO.png,1,6.7,Marllon Gonçalves Jerônimo Borges,0,3,5.9,7,,marllon,7,0.0
94,Wenderson,99474,263,https://s.glbimg.com/es/sde/f/2019/03/22/bf58078f6d1432c858880bcb9a3adcdc_FORMATO.png,1,2.9,Wenderson da Silva Costa Ferreira,0,4,3.4,7,,wenderson,6,0.0
95,Victor Andrade,80536,315,https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png,0,0.0,Victor Andrade Santos,0,5,3.0,7,,victor-andrade,6,0.0
96,Marcos Vinícius,73721,315,https://s.glbimg.com/es/sde/f/2019/05/13/158e2a7f1c6d280fee1a1bd3cf12b6fc_FORMATO.png,0,0.0,Marcos Vinícius de Jesus Araújo,0,4,5.0,7,,marcos-vinicius,6,0.0
97,Aylon,85930,315,https://s.glbimg.com/es/sde/f/2019/03/28/1f6770e6c240b90a3423b20187192bc6_FORMATO.png,3,1.53,Aylon Darwin Tavella,0,5,3.15,7,,aylon,6,0.0
98,Joílson,80779,315,https://s.glbimg.com/es/sde/f/2019/03/28/c399a208d27940ebedbddfb51a1ec884_FORMATO.png,0,0.0,Joílson de Jesus Cardoso,0,3,2.0,7,,joilson,6,0.0
99,Hiago,97535,315,https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png,0,0.0,Hiago Corrêa Silveira Cena,0,3,2.0,7,,hiago,6,0.0
100,Moisés Ribeiro,78991,315,https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png,0,0.0,Moisés Ribeiro Santos,0,4,3.0,7,,moises-ribeiro,3,0.0
101,Thiago Santos,93151,315,https://s.glbimg.com/es/sde/f/2019/05/08/d6ea24feb54f6ea2b6f7eb5c8ed0c4da_FORMATO.png,0,0.0,Thiago Nascimento dos Santos,0,5,3.0,7,,thiago-santos,5,0.0
102,Bruno Pacheco,90061,315,https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png,7,4.73,Bruno de Jesus Pacheco,0,2,14.08,7,,bruno-pacheco,7,0.35
103,Kendy,98421,315,https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png,0,0.0,Kendy Tateishi Berbel,0,4,2.0,7,,kendy,6,0.0
104,Bryan,97536,315,https://s.glbimg.com/es/sde/f/2017/06/07/423798cbfcbd349a861fc146b3a5c1e9_FORMATO.png,4,-0.17,Bryan Borges Mascarenhas,0,2,1.03,7,,bryan,7,-0.42
105,Tiepo,98412,315,https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png,7,4.27,Giovanni Silva Tiepo,0,1,13.77,7,,tiepo,7,-1.08
106,Tharlis,102997,315,https://s.glbimg.com/es/sde/f/2019/04/18/f819791c50769c7bd2a9f1e7f5a77afa_FORMATO.png,1,2.9,Tharlis Sartori,0,4,3.43,7,,tharlis,6,0.0
107,Bruno Silva,101422,315,https://s.glbimg.com/es/sde/f/2018/05/24/c08c1ffb51c09b59126c4f9ae3771ec7_FORMATO.png,1,-0.3,Bruno da Silva Costa,0,5,2.8,7,,bruno-silva,6,0.0
108,Diego Torres,98794,315,https://s.glbimg.com/es/sde/f/2019/03/28/a16774fba850b0c0dafc5cb1c27fbb4f_FORMATO.png,4,4.28,Diego Fabián Torres,0,4,4.94,7,,diego-torres,6,-0.99
109,Lourency,94249,315,https://s.glbimg.com/es/sde/f/2017/04/24/31a53361a6013019b911ee81b38648a9_FORMATO.png,1,2.4,Lourency do Nascimento Rodrigues,0,5,2.84,7,,lourency,6,0.0
110,Vagner Love,38959,264,https://s.glbimg.com/es/sde/f/2019/05/23/baafa063aa2addaba5bf9bcfb361129f_FORMATO.png,6,1.08,Vagner Silva de Souza,0,5,4.27,7,,vagner-love,7,0.0
111,Régis,102999,315,https://s.glbimg.com/es/sde/f/2019/04/18/bad714f682461e54632caf1faf4cc374_FORMATO.png,5,2.04,Régis Tosatti Giacomin,0,4,4.34,7,,regis,6,0.0
112,Orzusa,99160,315,https://s.glbimg.com/es/sde/f/2019/03/28/f097d7229e237a4c8f098bd3ee11656a_FORMATO.png,0,0.0,Edgardo Daniel Orzusa Cáceres,0,4,2.0,7,,orzusa,6,0.0
113,Yann Rolim,102892,315,https://s.glbimg.com/es/sde/f/2018/08/01/42e8f3434bff7d6238a0dca11f2239f8_FORMATO.png,0,0.0,Yann Del Pino Rolim,0,4,4.0,7,,yann-rolim,5,0.0
114,Walter,51413,264,https://s.glbimg.com/es/sde/f/2019/05/23/e07f02ef4a79d6525b03ab26a352738b_FORMATO.png,0,0.0,Walter Leandro Capeloza Artune,0,1,7.0,7,,walter,7,0.0
115,Henrique,50856,264,https://s.glbimg.com/es/sde/f/2019/05/23/1e0958bf111e04ccbaa5075e15678a5a_FORMATO.png,3,4.43,Henrique Adriano Buss,0,3,7.85,7,,henrique,7,0.0
116,Jadson,38315,264,https://s.glbimg.com/es/sde/f/2019/05/23/45121fe0ca2edcaff01e4403c67f4d71_FORMATO.png,3,-0.47,Jadson Rodrigues da Silva,0,4,4.09,7,,jadson,7,0.0
117,Manoel,69014,264,https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png,5,5.84,Manoel Messias Silva Carvalho,0,3,11.77,7,,manoel,6,0.0
118,Rickson,100002,263,https://s.glbimg.com/es/sde/f/2019/03/22/efd7fd2b10b650cb8eaf54baac765f67_FORMATO.png,1,1.2,Rickson Barbosa Sá da Conceição,0,4,1.82,7,,rickson,6,0.0
119,Perotti,94286,315,https://s.glbimg.com/es/sde/f/2018/05/24/7a6258cfd7a8c2d933e2e742f3c6f783_FORMATO.png,1,0.5,Pedro Henrique Perotti,0,5,1.66,7,,perotti,6,0.0
120,Roberto,71116,315,https://s.glbimg.com/es/sde/f/2018/08/29/ee96b4652f7fe6a58750ecd5d477ee2f_FORMATO.png,0,0.0,Roberto Heuchayer Santos de Araújo,0,2,4.0,7,,roberto,6,0.0
121,Júnior Urso,71829,264,https://s.glbimg.com/es/sde/f/2019/05/23/5276932da13edef774a1a4af1abb3beb_FORMATO.png,3,1.5,Ocimar de Almeida Júnior,0,4,7.02,7,,junior-urso,7,0.0
122,Boselli,69161,264,https://s.glbimg.com/es/sde/f/2019/05/23/6a353db88a96b39b63e2ff4a5b79226d_FORMATO.png,3,0.07,Mauro Boselli,0,5,3.06,7,,boselli,6,0.0
