,apelido,atleta_id,clube_id,foto,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,scout,slug,status_id,variacao_num
661,Maxi López,68800,267,https://s.glbimg.com/es/sde/f/2018/09/27/06c01113a00936b7c2845177c24d4ae9_FORMATO.png,3,3.9,Maximiliano Gastón López,5.6,5,6.9,3,"{'FC': 9, 'FS': 2, 'G': 2, 'I': 1, 'PE': 6, 'RB': 1}",maxi-lopez,7,0.81
662,Lucas Santos,101718,267,https://s.glbimg.com/es/sde/f/2018/07/17/3d354bb2faab384ce4d8a8fd0bf1d81d_FORMATO.png,0,0.0,Lucas Santos da Silva,0.0,4,5.0,3,{},lucas-santos,6,0.0
663,Yan Sasse,96055,267,https://s.glbimg.com/es/sde/f/2019/02/04/f937d7652133bbfcf5c27e7aa470da43_FORMATO.jpeg,3,1.87,Yan Medeiros Sasse,1.0,4,4.03,3,"{'FC': 3, 'FD': 1, 'FF': 4, 'FS': 3, 'PE': 6, 'RB': 2}",yan-sasse,7,-0.3
664,Raúl Cáceres,71680,267,https://s.glbimg.com/es/sde/f/2019/02/04/8b0cf393436f7ab7db324b1059c9b76c_FORMATO.jpeg,1,-1.5,Raúl Alejandro Cáceres Bogado,0.0,2,3.12,3,{'FC': 3},raul-caceres,6,0.0
665,Hugo Borges,95875,267,https://s.glbimg.com/es/sde/f/2018/09/27/c26012bba743c6c3a958bb3650c5a7ed_FORMATO.png,0,0.0,Hugo da Conceição Borges Alves,0.0,5,2.0,3,{},hugo-borges,6,0.0
666,Ramon,68896,267,https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png,0,0.0,Ramon de Morais Motta ,0.0,2,5.0,3,{},ramon,5,0.0
667,Marrony,101717,267,https://s.glbimg.com/es/sde/f/2019/04/29/b6806f64c7ae5c0d56bab0dc40349cd5_FORMATO.jpeg,2,6.95,Marrony da Silva Liberato,0.0,5,13.8,3,"{'A': 1, 'FC': 4, 'FD': 2, 'FF': 4, 'FS': 7, 'PE': 4, 'RB': 2}",marrony,6,0.0
668,Fernando Miguel,71571,267,https://s.glbimg.com/es/sde/f/2018/09/27/d6ac644102159cd04f0ad131ac4bfb10_FORMATO.png,0,0.0,Fernando Miguel Kaufmann,0.0,1,8.0,3,{},fernando-miguel,6,0.0
669,Thiago Galhardo,71844,354,https://s.glbimg.com/es/sde/f/2019/04/29/066e54215a4994be68b64958a2b3d326_FORMATO.png,0,0.0,Thiago Galhardo do Nascimento Rocha,0.0,4,7.0,3,{},thiago-galhardo,6,0.0
670,Ricardo,99881,267,https://s.glbimg.com/es/sde/f/2018/09/27/8b63cdcb68dc035fb9be678fc9c4b4e7_FORMATO.png,3,3.23,Ricardo Queiroz de Alencastro Graça,3.6,3,6.8,3,"{'FC': 3, 'FF': 1, 'FS': 1, 'PE': 7, 'RB': 8}",ricardo,7,0.64
671,Tiago Reis,104678,267,https://s.glbimg.com/es/sde/f/2019/02/04/bce79fcb5c254414ecc78fd8ca9e28c4_FORMATO.jpeg,0,0.0,Tiago Rodrigues dos Reis,0.0,5,5.0,3,{},tiago-reis,6,0.0
672,Rafael França,101719,267,https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png,0,0.0,Rafael de Carvalho França,0.0,2,2.0,3,{},rafael-franca,6,0.0
673,João Pedro,101721,267,https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png,0,0.0,João Pedro Soares Borges,0.0,1,1.0,3,{},joao-pedro,6,0.0
674,Raul,92496,267,https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png,2,5.65,Raul Lô Gonçalves,7.2,4,7.31,3,"{'CA': 2, 'FC': 4, 'FD': 1, 'FF': 1, 'FS': 3, 'PE': 4, 'RB': 10}",raul,7,1.69
675,Miranda,101720,267,https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png,1,0.7,Matheus dos Santos Miranda,0.0,3,2.57,3,"{'FC': 2, 'FS': 1, 'PE': 1, 'RB': 1}",miranda,6,0.0
676,Moresche,102719,267,https://s.glbimg.com/es/sde/f/2018/09/27/c6c9b83f9837ff43f73359da0386895a_FORMATO.png,0,0.0,Matheus Celestino Moresche Rodrigues,0.0,5,2.0,3,{},moresche,6,0.0
677,Cuéllar,71709,262,https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png,2,6.8,Gustavo Leonardo Cuellar Gallego,0.0,4,13.56,3,"{'FC': 3, 'FF': 1, 'FS': 1, 'PE': 4, 'RB': 10}",cuellar,7,0.0
678,Claudio Winck,74074,267,https://s.glbimg.com/es/sde/f/2019/02/04/4412c9f53c873f0f2ce2b2038d648bbf_FORMATO.jpeg,2,2.15,Claudio Winck Neto,0.1,2,4.01,3,"{'CA': 1, 'FC': 2, 'FF': 2, 'PE': 6, 'RB': 5}",claudio-winck,7,-0.71
679,Luiz Gustavo,80573,267,https://s.glbimg.com/es/sde/f/2018/09/27/b551a9e8e890e361540470d7d707da03_FORMATO.png,1,-0.1,Luiz Gustavo Tavares Conde,-0.1,3,2.87,3,"{'FC': 1, 'FF': 2, 'PE': 4}",luiz-gustavo,7,-1.13
680,Oswaldo Henríquez,81241,267,https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png,0,0.0,Oswaldo José Henríquez Bocanegra,0.0,3,3.0,3,{},oswaldo-henriquez,6,0.0
681,Diego Souza,68911,263,https://s.glbimg.com/es/sde/f/2019/03/22/497e02b51450608fc7b5e819938167c1_FORMATO.png,2,-1.05,Diego Souza de Andrade,-0.8,5,4.27,3,"{'FC': 3, 'FF': 2, 'FS': 1, 'PE': 9}",diego-souza,7,-0.95
682,Heitor,104649,285,https://s.glbimg.com/es/sde/f/2019/03/29/72b7f78855a5ecee46897bb061452400_FORMATO.png,0,0.0,Heitor Rodrigues da Fonseca,0.0,2,1.0,3,{},heitor,6,0.0
683,Rossi,81798,267,https://s.glbimg.com/es/sde/f/2019/03/26/02c5e588a2273499623dfc220434a3c3_FORMATO.png,2,1.1,Rosicley Pereira da Silva,2.2,5,4.5,3,"{'FC': 2, 'FD': 1, 'FS': 1, 'RB': 1}",rossi,7,0.16
684,Rodrigo Fernandes,102771,267,https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png,0,0.0,Rodrigo Fernandes Nóbrega,0.0,4,2.0,3,{},rodrigo-fernandes,6,0.0
685,Sornoza,87877,264,https://s.glbimg.com/es/sde/f/2019/02/06/11cc7ae2177e3218feaa9ae6a8a0ddf7_FORMATO.png,2,1.3,Júnior Nazareno Sornoza Moreira,0.0,4,4.53,3,"{'FC': 3, 'FF': 1, 'FS': 3, 'PE': 4, 'RB': 2}",sornoza,7,0.0
686,Ney Franco,37246,315,https://s.glbimg.com/es/sde/f/2019/05/03/968903adfa225595add765307d2d9be3_FORMATO.png,3,4.21,Ney Franco da Silveira Júnior,3.35,6,8.13,3,{},ney-franco,7,0.32
687,Thiago Neves,38277,283,https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png,3,2.6,Thiago Neves Augusto,0.0,4,5.01,3,"{'CA': 1, 'FC': 1, 'FD': 1, 'FF': 1, 'G': 1, 'PE': 4, 'RB': 1}",thiago-neves,6,-1.18
688,Rogério Ceni,97341,356,https://s.glbimg.com/es/sde/f/2019/03/22/7e7ec9b7db2e43595a54d0cbab7f653b_FORMATO.png,3,3.08,Rogério Ceni,2.97,6,6.51,3,{},rogerio-ceni,7,0.12
689,Thiago Heleno,38394,293,https://s.glbimg.com/es/sde/f/2019/03/30/d941b7a4bb640424918c02ce3d930666_FORMATO.png,2,-2.1,Thiago Heleno Henrique Ferreira,0.0,3,1.27,3,"{'CA': 2, 'FC': 2, 'FD': 1, 'FS': 1, 'PE': 3}",thiago-heleno,7,0.0
690,Apodi,51042,341,https://s.glbimg.com/es/sde/f/2019/03/30/b18585f6b8ae91f70811643eb4487638_FORMATO.png,3,2.83,Luiz Diallison de Souza Alves,8.8,2,5.84,3,"{'FC': 3, 'FD': 1, 'FF': 1, 'FS': 3, 'PE': 10, 'RB': 3, 'SG': 1}",apodi,7,2.53
691,Bruno Cortez,72079,284,https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png,2,2.25,Bruno Cortês Barbosa,4.4,2,5.59,3,"{'A': 1, 'FC': 1, 'FS': 1, 'I': 1, 'PE': 5, 'RB': 1}",bruno-cortez,7,-0.03
692,Tchê Tchê,86686,276,https://s.glbimg.com/es/sde/f/2019/05/06/59ba21d18e52511f1d609565175a86e1_FORMATO.jpeg,3,4.27,Danilo das Neves Pinheiro,12.6,4,6.54,3,"{'FC': 5, 'FD': 4, 'FF': 2, 'FS': 3, 'G': 1, 'PE': 7, 'RB': 1}",tche-tche,7,3.91
693,Rafael Galhardo,68821,284,https://s.glbimg.com/es/sde/f/2019/03/30/c914f02dc858484095b4c076f9ee33f9_FORMATO.png,0,0.0,Rafael Galhardo de Souza,0.0,2,3.0,3,{},rafael-galhardo,6,0.0
694,Rafael Vaz,73421,290,https://s.glbimg.com/es/sde/f/2019/03/26/2893d827588a8a8150dbe4d07ec4e480_FORMATO.png,1,13.0,Rafael Vaz dos Santos,0.0,3,13.18,3,"{'G': 1, 'SG': 1}",rafael-vaz,6,0.0
695,Roger Machado ,79437,265,https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png,3,4.78,Roger Machado Marques,4.93,6,9.8,3,{},roger-machado,7,0.62
696,Alexandre Pato,49675,276,https://s.glbimg.com/es/sde/f/2019/03/29/eeca6b8bc1af0980d000db756e4c61ec_FORMATO.png,3,3.57,Alexandre Rodrigues da Silva,0.8,5,7.02,3,"{'FC': 3, 'FF': 3, 'FS': 2, 'G': 1, 'I': 2, 'PE': 4, 'RB': 2}",alexandre-pato,2,-1.11
697,Patrick,83433,285,https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png,2,6.15,Patrick Bezerra do Nascimento,7.6,4,9.85,3,"{'FC': 2, 'FS': 5, 'PE': 4, 'RB': 8}",patrick,7,1.3
698,Romulo,70009,284,https://s.glbimg.com/es/sde/f/2019/03/30/b06f6bb3a42e7565fe15d4abdbbbe956_FORMATO.png,1,8.2,Romulo Borges Monteiro,0.0,4,6.45,3,"{'CA': 1, 'FC': 4, 'G': 1, 'PE': 1, 'RB': 3}",romulo,6,0.0
699,Pedro Rocha,90302,283,https://s.glbimg.com/es/sde/f/2019/04/30/f119889a4c40913f4b21088f371f6333_FORMATO.png,2,7.5,Pedro Rocha Neves,5.9,5,12.87,3,"{'A': 1, 'FC': 1, 'FF': 1, 'FS': 4, 'G': 1, 'PE': 6, 'RB': 1}",pedro-rocha,7,0.31
700,Montoya,94840,284,https://s.glbimg.com/es/sde/f/2019/03/30/6b3cb365020bb75a2d06d3f5c72c6cf7_FORMATO.png,1,5.9,Walter Iván Alexis Montoya,0.0,4,7.62,3,"{'A': 1, 'FC': 2, 'FD': 1, 'FS': 2, 'PE': 6, 'RB': 1}",montoya,6,0.0
701,Tião,47134,356,https://s.glbimg.com/es/sde/f/2019/04/01/2f2d8115868a8a24ba14c10ce4bc4fa2_FORMATO.png,0,0.0,Sebastião Sousa Costa,0.0,4,1.0,3,{},tiao,6,0.0
702,Abner,84860,293,https://s.glbimg.com/es/sde/f/2019/04/01/18e6ddda5e7dd97a6c3c7e7a4ee0011d_FORMATO.png,0,0.0,Abner Felipe Souza de Almeida,0.0,2,4.0,3,{},abner,6,0.0
703,Tadeu,82453,290,https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png,3,5.37,Tadeu Antonio Ferreira,5.5,1,12.29,3,"{'DD': 4, 'DP': 1, 'FS': 2, 'GS': 4, 'PE': 3, 'SG': 1}",tadeu,7,0.93
704,Rodrigo Santana,97922,282,https://s.glbimg.com/es/sde/f/2019/04/11/5607c63c174a35d72ef59210e61712a6_FORMATO.png,3,4.97,Rodrigo Marques de Santana,5.42,6,10.24,3,{},rodrigo-santana,7,0.6
705,Jô,101317,314,https://s.glbimg.com/es/sde/f/2018/01/23/b7dbfe9b201891a0b82bad50c8db0b21_FORMATO.png,0,0.0,Jean Hebert de Freitas,0.0,5,1.0,3,{},jo,6,0.0
706,Vitor Bueno,87552,276,https://s.glbimg.com/es/sde/f/2019/04/04/095c0e9c914b5540c22f639788f6324f_FORMATO.png,1,1.5,Vitor Frezarin Bueno,0.0,4,5.9,3,{'RB': 1},vitor-bueno,6,0.0
707,Cuca,42411,276,https://s.glbimg.com/es/sde/f/2019/04/07/35352a4b014ee5f80f5cf8c8e7123bc9_FORMATO.png,3,3.6,Alexi Stival,2.51,6,9.06,3,{},cuca,7,-0.27
708,Vagner,78151,315,https://s.glbimg.com/es/sde/f/2019/04/17/2f14396123bd44aabc68d31590a18827_FORMATO.png,0,0.0,Vagner Antônio Brandalise,0.0,1,4.0,3,{},vagner,5,0.0
709,Jobson,93377,277,https://s.glbimg.com/es/sde/f/2019/04/17/c419aa004cd7acb7b8a07489f44c9c99_FORMATO.png,0,0.0,Jobson Souza Santos,0.0,4,4.0,3,{},jobson,6,0.0
710,Diguinho,105282,356,https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png,0,0.0,Francisco Rodrigo de Sousa Barbosa,0.0,3,2.0,3,{},diguinho,6,0.0
711,Léo Artur,82644,266,https://s.glbimg.com/es/sde/f/2019/04/12/681f8a45ee9c053eff9eb87402ae4e76_FORMATO.png,2,-0.3,Leonardo Artur de Melo,0.0,4,1.75,3,"{'FC': 1, 'FS': 1, 'PE': 2}",leo-artur,6,0.0
712,Dudu,102852,267,https://s.glbimg.com/es/sde/f/2019/02/04/5f0cba5bf1f2c598d7825638281a5e22_FORMATO.jpeg,0,0.0, Eduardo Feitoza Sampaio,0.0,4,3.0,3,{},dudu,6,0.0
713,Kayke,50402,290,https://s.glbimg.com/es/sde/f/2019/04/10/21bd813c25a65fc141baa5756eda6a41_FORMATO.png,3,0.7,Kayke Moreno de Andrade Rodrigues,0.7,5,3.26,3,"{'CA': 1, 'FC': 3, 'FD': 1, 'FF': 4, 'FS': 3, 'PE': 6, 'RB': 1}",kayke,7,-0.1
714,Marcos Valadares,84930,267,https://s.glbimg.com/es/sde/f/2019/04/22/91c994020da26932c94995399e2a317d_FORMATO.png,3,3.0,Marcos Valadares,2.0,6,7.52,3,{},marcos-valadares,7,-0.3
715,Eduardo Barroca,77774,263,https://s.glbimg.com/es/sde/f/2019/04/16/d952f67089f2842da5bc84d3029f1a73_FORMATO.png,3,3.87,Eduardo de Souza Barroca,6.57,6,7.98,3,{},eduardo-barroca,7,1.3
716,Marcos Júnior,93893,267,https://s.glbimg.com/es/sde/f/2019/04/17/da657b0e54ff1131824ec12cb5ae13c2_FORMATO.png,0,0.0,Marcos Antonio Candido Ferreira Júnior,0.0,4,3.0,3,{},marcos-junior,6,0.0
717,Claudinei Oliveira,84761,290,https://s.glbimg.com/es/sde/f/2019/04/23/acaed80044dff447745c9f6d8558f717_FORMATO.png,3,3.13,Claudinei dos Santos Oliveira,2.75,6,7.38,3,{},claudinei-oliveira,7,0.16
718,Yuri,88125,263,https://s.glbimg.com/es/sde/f/2019/04/22/afe400fc89b6142fd695e234cd15be57_FORMATO.png,1,0.0,Yuri Antonio Costa da Silva,0.0,4,2.9,3,{},yuri,6,-1.1
719,Luanderson ,86380,314,https://s.glbimg.com/es/sde/f/2019/04/23/ac243d60522b2702fbcea59f9b6c1326_FORMATO.png,1,3.0,Luanderson Johnala Marques da Silva,3.0,4,2.47,3,"{'FC': 2, 'FF': 1, 'FS': 4, 'PE': 1, 'RB': 1}",luanderson,7,0.47
720,Ewandro,86842,266,https://s.glbimg.com/es/sde/f/2019/04/15/990ff3d748339cc44eee773a59ac5c9a_FORMATO.png,0,0.0,Ewandro Felipe de Lima Costa,0.0,5,4.0,3,{},ewandro,6,0.0
721,Paulinho,78512,314,https://s.glbimg.com/es/sde/f/2019/04/25/e17d441fbcce5f0977429ae1f987aa92_FORMATO.png,3,1.07,Paulo Oliveira de Souza Junior,1.7,2,2.31,3,"{'FC': 6, 'FF': 1, 'FS': 3, 'PE': 7, 'RB': 4}",paulinho,7,0.34
722,Matheus Inácio,80394,356,https://s.glbimg.com/es/sde/f/2019/04/23/0874eaa1c85dea23ae378fbf3d5e1768_FORMATO.png,0,0.0,Matheus Francisco Inácio,0.0,1,2.0,3,{},matheus-inacio,6,0.0
723,Yago Felipe,87747,290,https://s.glbimg.com/es/sde/f/2019/04/25/b0af7a3c86be9b197bc4fe18084d69ca_FORMATO.png,0,-2.0,Yago Felipe da Costa Rocha,-2.0,4,2.95,3,{'CA': 1},yago-felipe,6,-2.05
724,Lucas Dias,104356,341,https://s.glbimg.com/es/sde/f/2019/04/27/493ca5a8ac35c34ea0b93396ea486c56_FORMATO.png,0,0.0,Lucas Vinícius Dias Costa,0.0,3,2.0,3,{},lucas-dias,6,0.0
725,Tiago Nunes,98057,293,https://s.glbimg.com/es/sde/f/2019/03/30/f24c484018a5a11e2b67e34f6aa5f99f_FORMATO.png,3,3.55,Tiago Retzlaff Nunes,3.16,6,8.77,3,{},tiago-nunes,7,0.11
726,Bruno Guimarães,98352,293,https://s.glbimg.com/es/sde/f/2019/03/30/eb38985677869fa7ca820f8ae7cfcfa1_FORMATO.png,2,6.35,Bruno Guimarães Rodriguez Moura,0.0,4,13.46,3,"{'FC': 6, 'FF': 1, 'FS': 6, 'FT': 1, 'G': 1, 'PE': 2, 'RB': 1}",bruno-guimaraes,7,0.0
727,Riquelme,105566,267,https://s.glbimg.com/es/sde/f/2019/04/24/c9b8a5031b03ccf71b246635ffe126ed_FORMATO.png,0,0.0,Riquelme Carvalho Araújo Viana,0.0,2,1.0,3,{},riquelme,6,0.0
728,Tomás Andrade,97619,293,https://s.glbimg.com/es/sde/f/2019/03/30/a39638dfbd68303f98264fc322855b6c_FORMATO.png,2,1.25,Tomás Gustavo Andrade,0.0,4,5.24,3,"{'FD': 1, 'FF': 2, 'FS': 3, 'PE': 6}",tomas-andrade,7,0.0
729,Caio,99460,293,https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png,0,0.0,Caio Alan Tem Catem Gonçalves,0.0,1,1.0,3,{},caio,6,0.0
730,Renan Lodi,96591,293,https://s.glbimg.com/es/sde/f/2019/03/30/a69ce7a8dc1b05284bf5a5c9e7341f26_FORMATO.png,2,1.55,Renan Augusto Lodi dos Santos,0.0,2,7.9,3,"{'FC': 5, 'FD': 4, 'FS': 4, 'PE': 4}",renan-lodi,7,0.0
731,Erick,98022,293,https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png,1,2.4,Erick Luis Conrado de Carvalho,2.4,4,1.54,3,"{'FC': 3, 'FD': 2, 'RB': 1}",erick,6,0.54
732,Kelvin,71549,266,https://s.glbimg.com/es/sde/f/2019/04/30/4ac354c2c0fa03ebeb8343419ae93c11_FORMATO.png,0,0.0,Kelvin Mateus de Oliveira,0.0,5,5.0,3,{},kelvin,6,0.0
733,Plata,98841,293,https://s.glbimg.com/es/sde/f/2018/08/15/e5c84107ae73d82ddbf8e716b4feacc7_FORMATO.png,0,0.0,Ánderson Daniel Plata Guillén,0.0,5,3.0,3,{},plata,6,0.0
734,Alexander,105553,267,https://s.glbimg.com/es/sde/f/2019/04/24/158fd65567dd79616ea41fcf9f0bd470_FORMATO.png,2,6.0,Alexander Silva de Lucena,0.0,1,9.79,3,"{'DD': 8, 'GS': 6}",alexander,6,0.0
735,Alex Nagib,98933,293,https://s.glbimg.com/es/sde/f/2019/04/01/2addc090f42dd1d5f895c46251867bce_FORMATO.png,0,0.0,Alex Teixeira dos Santos,0.0,4,1.0,3,{},alex-nagib,6,0.0
736,Arboleda,91573,276,https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png,2,2.45,Robert Abel Arboleda Escobar,0.0,3,8.5,3,"{'FC': 2, 'PE': 2, 'RB': 1, 'SG': 1}",arboleda,5,0.0
