match_num,player_name_2,player_team,player_status
161,Carlos Alberto,Figueirense - SC,out
161,Ayrton,Figueirense - SC,in
161,Dodo,Figueirense - SC,out
161,Maurides,Figueirense - SC,in
161,Rafael Silva,Figueirense - SC,out
161,Yago Felipe,Figueirense - SC,in
161,Sergio,Vitória - BA,out
161,Tiago Real,Vitória - BA,in
161,Euller,Vitória - BA,out
161,Neto,Vitória - BA,in
161,Ramon,Vitória - BA,out
161,Rodrigo Ramallo,Vitória - BA,in
162,Edmilson dos Santos Silva,Sport - PE,out
162,M Gonzalez,Sport - PE,in
162,Serginho,Sport - PE,out
162,Rodrigo Mancha,Sport - PE,in
162,Rogerio,Sport - PE,out
162,Paulo Roberto,Sport - PE,in
162,Marcos Guilherme,Atlético - PR,out
162,Giovanny,Atlético - PR,in
162,Juninho,Atlético - PR,out
162,Matheus,Atlético - PR,in
162,Yago,Atlético - PR,out
162,Lucas Fernandes,Atlético - PR,in
163,Maicosuel,Atlético - MG,out
163,Junior Urso,Atlético - MG,in
163,Carlos Cesar,Atlético - MG,out
163,Patric,Atlético - MG,in
163,Lucas Pratto,Atlético - MG,out
163,Luan,Atlético - MG,in
163,Jadson,Santa Cruz - PE,out
163,Lele,Santa Cruz - PE,in
163,Danilo,Santa Cruz - PE,out
163,Arthur,Santa Cruz - PE,in
163,Grafite,Santa Cruz - PE,out
163,Fernando Gabriel,Santa Cruz - PE,in
164,Henrique Dourado,Fluminense - RJ,out
164,Danilinho,Fluminense - RJ,in
164,Samuel,Fluminense - RJ,out
164,Wellington Silva,Fluminense - RJ,in
164,Douglas,Fluminense - RJ,out
164,Edson,Fluminense - RJ,in
164,Roger,Ponte Preta - SP,out
164,William,Ponte Preta - SP,in
164,Wendel,Ponte Preta - SP,out
164,Thiago,Ponte Preta - SP,in
164,Rhayner,Ponte Preta - SP,out
164,Giva,Ponte Preta - SP,in
165,Carlinhos,São Paulo - SP,out
165,Luiz,São Paulo - SP,in
165,Kelvin,São Paulo - SP,out
165,Pedro,São Paulo - SP,in
165,Thiago Mendes,São Paulo - SP,out
165,Chavez,São Paulo - SP,in
165,Kempes,Chapecoense - SC,out
165,Bruno Rangel,Chapecoense - SC,in
165,Martinucio,Chapecoense - SC,out
165,Tiago Rocha,Chapecoense - SC,in
165,Gimenez,Chapecoense - SC,out
165,Matheus Biteco,Chapecoense - SC,in
166,Yuri,Santos - SP,out
166,Rafael Longuine,Santos - SP,in
166,Vecchio,Santos - SP,out
166,Sousa,Santos - SP,in
166,Copete,Santos - SP,out
166,Joel,Santos - SP,in
166,Rafael Sobis,Cruzeiro - MG,out
166,Rafinha,Cruzeiro - MG,in
166,De Arrascaeta,Cruzeiro - MG,out
166,Ábila,Cruzeiro - MG,in
167,Anselmo,Internacional - RS,out
167,Jair,Internacional - RS,in
167,Valdivia,Internacional - RS,out
167,Nico Lopez,Internacional - RS,in
167,Vitinho,Internacional - RS,out
167,Eduardo Sasha,Internacional - RS,in
167,Giovanni Augusto,Corinthians - SP,out
167,Danilo,Corinthians - SP,in
167,Andre,Corinthians - SP,out
167,Luciano,Corinthians - SP,in
167,Elias,Corinthians - SP,out
167,Rodriguinho,Corinthians - SP,in
168,Alan Santos,Coritiba - PR,out
168,Iago Dias,Coritiba - PR,in
168,Ceara,Coritiba - PR,out
168,Bernardo,Coritiba - PR,in
168,Raphael Veiga,Coritiba - PR,out
168,Felipe Amorim,Coritiba - PR,in
168,Juan,Flamengo - RJ,out
168,Donatti,Flamengo - RJ,in
168,Alan Patrick,Flamengo - RJ,out
168,Cuellar,Flamengo - RJ,in
168,Mancuello,Flamengo - RJ,out
168,Marcelo Cirino,Flamengo - RJ,in
169,Matheusinho,América - MG,out
169,Loboa,América - MG,in
169,Michael,América - MG,out
169,Victor Rangel,América - MG,in
169,Leandro Luchese,América - MG,out
169,Claudinei,América - MG,in
169,Douglas,Grêmio - RS,out
169,Ramiro,Grêmio - RS,in
169,Pedro Rocha,Grêmio - RS,out
169,Guilherme Augusto,Grêmio - RS,in
169,Miller Bolaños,Grêmio - RS,out
169,H. Almeida,Grêmio - RS,in
170,Camilo,Botafogo - RJ,out
170,Salgueiro,Botafogo - RJ,in
170,Rodrigo,Botafogo - RJ,out
170,Dudu Cearense,Botafogo - RJ,in
170,Canales,Botafogo - RJ,out
170,Vinicius,Botafogo - RJ,in
170,Edu Dracena,Palmeiras - SP,out
170,Thiago Martins,Palmeiras - SP,in
170,Cleiton Xavier,Palmeiras - SP,out
170,Dudu,Palmeiras - SP,in
170,Roger Guedes,Palmeiras - SP,out
170,Rafael Marques,Palmeiras - SP,in
