match_num,player_name_2,player_team,player_status
41,Jonathan,Botafogo - RJ,out
41,Neilton,Botafogo - RJ,in
41,Lucas Ribamar,Botafogo - RJ,out
41,Sassá,Botafogo - RJ,in
41,Salgueiro,Botafogo - RJ,out
41,Leandro,Botafogo - RJ,in
41,Robinho,Cruzeiro - MG,out
41,Marciel,Cruzeiro - MG,in
41,Elber,Cruzeiro - MG,out
41,Willian,Cruzeiro - MG,in
41,Riascos,Cruzeiro - MG,out
41,Alisson,Cruzeiro - MG,in
42,Fabinho,Internacional - RS,out
42,Anselmo,Internacional - RS,in
42,Andrigo,Internacional - RS,out
42,Alex,Internacional - RS,in
42,Gustavo Ferrareis,Internacional - RS,out
42,Aylon,Internacional - RS,in
42,Giovanny,Atlético - PR,out
42,Ewandro,Atlético - PR,in
42,Pablo,Atlético - PR,out
42,Vinicius,Atlético - PR,in
42,Cleberson,Atlético - PR,out
42,Wanderson,Atlético - PR,in
43,João Paulo,Coritiba - PR,out
43,Vinicius,Coritiba - PR,in
43,Cesar Gonzales,Coritiba - PR,out
43,Ruy,Coritiba - PR,in
43,Negueba,Coritiba - PR,out
43,Evandro,Coritiba - PR,in
43,Josimar,Chapecoense - SC,out
43,Moises,Chapecoense - SC,in
43,Silvinho,Chapecoense - SC,out
43,Lourency,Chapecoense - SC,in
43,Hyoran,Chapecoense - SC,out
43,Arthur,Chapecoense - SC,in
44,Ferrugem,Figueirense - SC,out
44,Renato,Figueirense - SC,in
44,Gustavo Ermel,Figueirense - SC,out
44,Lins,Figueirense - SC,in
44,Dudu,Figueirense - SC,out
44,Guilherme Queiroz,Figueirense - SC,in
44,Wesley,São Paulo - SP,out
44,João Schmidt,São Paulo - SP,in
44,Thiago Mendes,São Paulo - SP,out
44,Rogerio,São Paulo - SP,in
44,Auro,São Paulo - SP,out
44,Kelvin,São Paulo - SP,in
45,Leo Moura,Santa Cruz - PE,out
45,Bruno Moraes,Santa Cruz - PE,in
45,Wallyson,Santa Cruz - PE,out
45,Lele,Santa Cruz - PE,in
45,Alemao,Santa Cruz - PE,out
45,Fernando Gabriel,Santa Cruz - PE,in
45,Edmilson dos Santos Silva,Sport - PE,out
45,R. Lenis,Sport - PE,in
45,Samuel,Sport - PE,out
45,Ronaldo,Sport - PE,in
45,Gabriel Xavier,Sport - PE,out
45,Rodrigo Mancha,Sport - PE,in
46,Marquinhos Gabriel,Corinthians - SP,out
46,Lucca,Corinthians - SP,in
46,Bruno,Corinthians - SP,out
46,Rodriguinho,Corinthians - SP,in
46,Luciano,Corinthians - SP,out
46,Andre,Corinthians - SP,in
46,Leo Cittadini,Santos - SP,out
46,Paulinho,Santos - SP,in
46,Sergio,Santos - SP,out
46,Maxi Rolon,Santos - SP,in
46,Elano,Santos - SP,out
46,Joel,Santos - SP,in
47,Leandro Donizete,Atlético - MG,out
47,Pablo,Atlético - MG,in
47,Patric,Atlético - MG,out
47,Joao,Atlético - MG,in
47,Robinho,Atlético - MG,out
47,Hyuri,Atlético - MG,in
47,Fred,Fluminense - RJ,out
47,Magno Alves,Fluminense - RJ,in
47,Richarlison,Fluminense - RJ,out
47,Osvaldo,Fluminense - RJ,in
47,Gustavo Scarpa,Fluminense - RJ,out
47,Marcos Jr,Fluminense - RJ,in
48,Xavier,América - MG,out
48,Tiago Luis,América - MG,in
48,Alan,América - MG,out
48,Matheusinho,América - MG,in
48,Artur,América - MG,out
48,Eduardo,América - MG,in
48,Felipe Azevedo,Ponte Preta - SP,out
48,Nino Paraiba,Ponte Preta - SP,in
48,Rene Junior,Ponte Preta - SP,out
48,Matheus Sousa de Jesus,Ponte Preta - SP,in
48,Cristian,Ponte Preta - SP,out
48,Wellington Paulista,Ponte Preta - SP,in
49,Marcelo Cirino,Flamengo - RJ,out
49,Gabriel,Flamengo - RJ,in
49,Alan Patrick,Flamengo - RJ,out
49,Cuellar,Flamengo - RJ,in
49,Mancuello,Flamengo - RJ,out
49,Everton,Flamengo - RJ,in
49,Dagoberto,Vitória - BA,out
49,Alipio,Vitória - BA,in
49,Amaral,Vitória - BA,out
49,Leandro,Vitória - BA,in
49,Vander,Vitória - BA,out
49,David,Vitória - BA,in
50,Alecsandro,Palmeiras - SP,out
50,Roger Guedes,Palmeiras - SP,in
50,Moises,Palmeiras - SP,out
50,Thiago Martins,Palmeiras - SP,in
50,Tche Tche,Palmeiras - SP,out
50,Fabricio,Palmeiras - SP,in
50,Giuliano,Grêmio - RS,out
50,Bobo,Grêmio - RS,in
50,Douglas,Grêmio - RS,out
50,Lincoln,Grêmio - RS,in
