match_num,player_name_2,team_name_3,player_status
121,Magno Alves,Fluminense - RJ,out
121,Richarlison,Fluminense - RJ,in
121,Osvaldo,Fluminense - RJ,out
121,Samuel,Fluminense - RJ,in
121,Dudu,Fluminense - RJ,out
121,Maranhão,Fluminense - RJ,in
121,Fabio,Coritiba - PR,out
121,Alan Santos,Coritiba - PR,in
121,Felipe Amorim,Coritiba - PR,out
121,Vinicius,Coritiba - PR,in
121,Weverson,Coritiba - PR,out
121,Kazim-richards,Coritiba - PR,in
122,Vinicius,Atlético - PR,out
122,Walter,Atlético - PR,in
122,Marcos Guilherme,Atlético - PR,out
122,Giovanny,Atlético - PR,in
122,Thiago Heleno,Atlético - PR,out
122,Marcos,Atlético - PR,in
122,Jonas,América - MG,out
122,Pablo,América - MG,in
122,Gilson,América - MG,out
122,Tony,América - MG,in
122,Victor Rangel,América - MG,out
122,Alan,América - MG,in
123,Lucas,Cruzeiro - MG,out
123,Willian,Cruzeiro - MG,in
123,Elber,Cruzeiro - MG,out
123,Alex Sandro,Cruzeiro - MG,in
123,Bryan,Cruzeiro - MG,out
123,Allano,Cruzeiro - MG,in
123,Dagoberto,Vitória - BA,out
123,Tiago Real,Vitória - BA,in
123,Amaral,Vitória - BA,out
123,Vander,Vitória - BA,in
124,Fernando,Internacional - RS,out
124,Gustavo Ferrareis,Internacional - RS,in
124,Eduardo Sasha,Internacional - RS,out
124,Anderson,Internacional - RS,in
124,Seijas,Internacional - RS,out
124,Valdivia,Internacional - RS,in
124,Douglas,Grêmio - RS,out
124,Miller Bolaños,Grêmio - RS,in
124,Jailson,Grêmio - RS,out
124,Ramiro,Grêmio - RS,in
124,Everton,Grêmio - RS,out
124,Pedro Rocha,Grêmio - RS,in
125,Renato,Santos - SP,out
125,Yuri,Santos - SP,in
125,Gabriel B.,Santos - SP,out
125,Joel,Santos - SP,in
125,Vitor Bueno,Santos - SP,out
125,Copete,Santos - SP,in
125,Rafael Lima,Chapecoense - SC,out
125,Demerson,Chapecoense - SC,in
125,Josimar,Chapecoense - SC,out
125,Lucas,Chapecoense - SC,in
125,Silvinho,Chapecoense - SC,out
125,Arthur,Chapecoense - SC,in
126,Camilo,Botafogo - RJ,out
126,Jonathan,Botafogo - RJ,in
126,Pimpao,Botafogo - RJ,out
126,Gervasio,Botafogo - RJ,in
126,Sassá,Botafogo - RJ,out
126,Luis Henrique,Botafogo - RJ,in
126,Vitor,Santa Cruz - PE,out
126,Arthur,Santa Cruz - PE,in
126,Grafite,Santa Cruz - PE,out
126,Leandro Lima,Santa Cruz - PE,in
126,Fernando Gabriel,Santa Cruz - PE,out
126,Keno,Santa Cruz - PE,in
127,Marquinhos Gabriel,Corinthians - SP,out
127,Maycon,Corinthians - SP,in
127,Giovanni Augusto,Corinthians - SP,out
127,Rildo,Corinthians - SP,in
127,Luciano,Corinthians - SP,out
127,Guilherme,Corinthians - SP,in
127,Eder,Flamengo - RJ,out
127,Everton,Flamengo - RJ,in
127,Marcelo Cirino,Flamengo - RJ,out
127,Thiago,Flamengo - RJ,in
128,Rene Junior,Ponte Preta - SP,out
128,Thiago,Ponte Preta - SP,in
128,William,Ponte Preta - SP,out
128,Roger,Ponte Preta - SP,in
128,Matheus Sousa de Jesus,Ponte Preta - SP,out
128,Ravanelli,Ponte Preta - SP,in
128,Mateus,São Paulo - SP,out
128,Calleri,São Paulo - SP,in
128,Luiz,São Paulo - SP,out
128,Carlinhos,São Paulo - SP,in
128,Centurion,São Paulo - SP,out
128,Ytalo,São Paulo - SP,in
129,Everton Santos,Figueirense - SC,out
129,Guilherme Queiroz,Figueirense - SC,in
129,Jocinei,Figueirense - SC,out
129,Matheus,Figueirense - SC,in
129,Marquinhos Pedroso,Figueirense - SC,out
129,Para,Figueirense - SC,in
129,Robinho,Atlético - MG,out
129,Patric,Atlético - MG,in
129,Clayton,Atlético - MG,out
129,Carlos Alberto Carvalho,Atlético - MG,in
129,Cazares,Atlético - MG,out
129,Hyuri,Atlético - MG,in
130,Serginho,Sport - PE,out
130,Rodrigo Mancha,Sport - PE,in
130,Edmilson dos Santos Silva,Sport - PE,out
130,Clayton,Sport - PE,in
130,Rogerio,Sport - PE,out
130,M Gonzalez,Sport - PE,in
130,Jean,Palmeiras - SP,out
130,Cleiton Xavier,Palmeiras - SP,in
130,Moises,Palmeiras - SP,out
130,Matheus Sales,Palmeiras - SP,in
130,Tche Tche,Palmeiras - SP,out
130,Thiago Martins,Palmeiras - SP,in
