round_num,player_id,player_name,player_nickname,position,team_id,G,A,FT,FD,FF,FS,PP,I,PE,SG,DP,DD,RB,GC,CV,CA,GS,FC,total_score,current_price
17,88065,,Jorge,LAT,262,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,3,2.7,-0.1
17,78086,,César,GOL,262,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.2,-1.43
17,74060,,Luiz Antonio ,MEI,262,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,2,-1.9,-0.66
17,73515,,Gabriel,MEI,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,-0.22
17,62086,,Pará,LAT,262,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,3.3,0.34
17,38311,,Márcio Araújo,MEI,262,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.9,-0.43
17,41327,,Vanderlei Luxemburgo,TEC,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0.04
17,41327,,Vanderlei Luxemburgo,TEC,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0.04
17,68958,,Wallace,ZAG,262,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,-0.5,-0.07
17,73918,,Canteros,MEI,262,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,3.3,-0.37
17,37673,,Alecsandro,ATA,275,0,0,0,1,0,3,0,1,2,0,0,0,1,0,0,0,0,0,3.1,-0.97
17,37673,,Alecsandro,ATA,275,0,0,0,1,0,3,0,1,2,0,0,0,1,0,0,0,0,0,3.1,-0.97
17,50301,,Everton,MEI,262,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,1,0,1,3.2,-1.02
17,63418,,Leandro Silva,ZAG,294,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,-0.5,-0.19
17,63418,,Leandro Silva,ZAG,294,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,-0.5,-0.19
17,73644,,Ivan,LAT,294,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,-6.3,-2.31
17,73644,,Ivan,LAT,294,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,-6.3,-2.31
17,37657,,Edu Dracena,ZAG,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.82
17,56102,,João Paulo,MEI,294,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,1,2.4,-0.14
