round_num,player_id,player_name,player_nickname,position,team_id,G,A,FT,FD,FF,FS,PP,I,PE,SG,DP,DD,RB,GC,CV,CA,GS,FC,total_score,current_price
27,78895,,Marcelo,ZAG,262,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,-6.1,-1.17
27,88065,,Jorge,LAT,262,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0.0,-0.15
27,68873,,Paulo Victor,GOL,262,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,-2.0,-0.05
27,37993,,Almir,MEI,262,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1.0,-0.1
27,72491,,Bressan,ZAG,284,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,1,-2.9,-0.71
27,72491,,Bressan,ZAG,284,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,1,-2.9,-0.71
27,62086,,Pará,LAT,262,0,0,0,0,1,3,0,0,5,0,0,0,3,0,0,1,0,1,1.8,0.73
27,84318,,Samir ,ZAG,262,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,0,0,4.6,0.89
27,38311,,Márcio Araújo,MEI,262,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,0,0,2,3.1,0.51
27,73918,,Canteros,MEI,262,0,1,0,0,1,1,0,0,10,0,0,0,2,0,0,1,0,6,3.2,-1.45
27,69022,,Marcelo Cirino,ATA,262,0,0,0,0,0,5,0,0,8,0,0,0,1,0,0,0,0,0,3.3,-0.47
27,78578,,Paulinho,ATA,262,1,0,0,1,2,3,0,1,4,0,0,0,1,0,0,0,0,1,10.9,0.59
27,37673,,Alecsandro,ATA,275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.16
27,37673,,Alecsandro,ATA,275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.16
27,50301,,Everton,MEI,262,0,0,0,0,0,1,0,1,4,0,0,0,2,0,0,1,0,5,-1.0,-1.99
27,63418,,Leandro Silva,ZAG,294,0,0,0,0,0,2,0,0,7,2,0,0,1,0,0,2,0,7,2.1,0.54
27,63418,,Leandro Silva,ZAG,294,0,0,0,0,0,2,0,0,7,2,0,0,1,0,0,2,0,7,2.1,0.54
27,73991,,Walisson,ZAG,294,0,0,0,0,0,0,0,0,5,2,0,0,6,0,0,0,0,0,11.5,2.15
27,73991,,Walisson,ZAG,294,0,0,0,0,0,0,0,0,5,2,0,0,6,0,0,0,0,0,11.5,2.15
27,77500,,Yago,ZAG,264,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,8.1,1.43
27,38523,,Edílson,LAT,264,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,1,0,1,0.0,-1.0
27,88323,,Ángel Romero,ATA,264,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.17
27,56102,,João Paulo,MEI,294,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,1,0,1,2.8,0.4
27,56102,,João Paulo,MEI,294,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,1,0,1,2.8,0.4
27,60852,,Uendel,LAT,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.38
27,71844,,Thiago Galhardo,MEI,294,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,4,0.0,-0.62
27,71844,,Thiago Galhardo,MEI,294,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,4,0.0,-0.62
27,63194,,Carlinhos,LAT,294,0,0,0,0,1,5,0,0,3,2,0,0,4,0,0,0,0,1,8.4,1.28
27,63194,,Carlinhos,LAT,294,0,0,0,0,1,5,0,0,3,2,0,0,4,0,0,0,0,1,8.4,1.28
27,70132,,Alan Santos,MEI,294,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,0,1,1.1,0.3
27,70132,,Alan Santos,MEI,294,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,0,1,1.1,0.3
27,70929,,Negueba,ATA,294,1,2,0,0,1,1,0,0,10,0,0,0,3,0,0,1,0,5,9.9,1.51
27,70929,,Negueba,ATA,294,1,2,0,0,1,1,0,0,10,0,0,0,3,0,0,1,0,5,9.9,1.51
27,73375,,Felipe,ZAG,264,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,1,0,1,4.2,-0.42
27,88056,,Malcom,ATA,264,1,0,0,0,0,2,0,0,6,0,0,0,1,0,0,0,0,1,-1.4,-1.5
27,37608,,Cristian,MEI,264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.04
27,38959,,Vagner Love,ATA,264,0,0,0,3,0,9,0,2,3,0,0,0,3,0,0,0,0,1,7.7,-0.43
27,38279,,Wellington Paulista,ATA,266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5,0.27
27,38279,,Wellington Paulista,ATA,266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5,0.27
27,38279,,Wellington Paulista,ATA,266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5,0.27
27,42500,,Fagner,LAT,264,0,0,0,1,1,2,0,0,4,1,0,0,3,0,0,0,0,7,8.5,-0.18
