,round_num,team_home,team_away,week_day,time,stadium,referee
234,24,Flamengo - RJ,Sport - PE,Domingo,16:00,Luso Brasileiro - Rio de Janeiro - RJ,Vinicius Goncalves Dias Araujo
235,24,Corinthians - SP,Vasco da Gama - RJ,Domingo,16:00,Arena Corinthians - Sao Paulo - SP,Elmo Alves Resende Cunha
236,24,Vitória - BA,São Paulo - SP,Domingo,16:00,Manoel Barradas - Salvador - BA,Rodolpho Toski Marques
237,24,Avaí - SC,Atlético - MG,Domingo,11:00,Ressacada - Florianopolis - SC,Andre Luiz de Freitas Castro
238,24,Atlético - PR,Fluminense - RJ,Domingo,16:00,Arena da Baixada - Curitiba - PR,Raphael Claus
239,24,Cruzeiro - MG,Bahia - BA,Domingo,19:00,Mineirão - Belo Horizonte - MG,Wagner Reway
240,25,Flamengo - RJ,Avaí - SC,Sábado,19:00,Luso Brasileiro - Rio de Janeiro - RJ,Claudio Francisco Lima E Silva
241,25,Santos - SP,Atlético - PR,Sábado,21:00,Vila Belmiro - Santos - SP,Ricardo Marques Ribeiro
242,25,São Paulo - SP,Corinthians - SP,Domingo,11:00,Morumbi - Sao Paulo - SP,Wagner do Nascimento Magalhaes
243,25,Fluminense - RJ,Palmeiras - SP,Domingo,16:00,Maracanã - Rio de Janeiro - RJ,Anderson Daronco
244,25,Coritiba - PR,Botafogo - RJ,Domingo,16:00,Couto Pereira - Curitiba - PR,Braulio da Silva Machado
245,25,Atlético - GO,Cruzeiro - MG,Domingo,16:00,Olímpico Pedro Ludovico - Goiania - GO,Heber Roberto Lopes
246,25,Chapecoense - SC,Ponte Preta - SP,Domingo,16:00,Arena Condá - Chapeco - SC,Jean Pierre Goncalves Lima
247,25,Atlético - MG,Vitória - BA,Domingo,19:00,Independência - Belo Horizonte - MG,Wilton Pereira Sampaio
248,25,Bahia - BA,Grêmio - RS,Domingo,19:00,Arena Fonte Nova - Salvador - BA,Luiz Flavio de Oliveira
249,25,Sport - PE,Vasco da Gama - RJ,Segunda,20:00,Ilha do Retiro - Recife - PE,Sandro Meira Ricci
250,26,Vasco da Gama - RJ,Chapecoense - SC,Sábado,16:00,São Januário - Rio de Janeiro - RJ,Wilton Pereira Sampaio
251,26,Bahia - BA,Coritiba - PR,Sábado,16:00,Arena Fonte Nova - Salvador - BA,Pericles Bassols Pegado Cortez
252,26,Palmeiras - SP,Santos - SP,Sábado,19:00,Allianz Parque - Sao Paulo - SP,Marcelo Aparecido R de Souza
253,26,Botafogo - RJ,Vitória - BA,Domingo,16:00,Nilton Santos - Rio de Janeiro - RJ,Eduardo Tomaz de Aquino Valadao
254,26,São Paulo - SP,Sport - PE,Domingo,16:00,Morumbi - Sao Paulo - SP,Anderson Daronco
255,26,Cruzeiro - MG,Corinthians - SP,Domingo,16:00,Mineirão - Belo Horizonte - MG,Rodolpho Toski Marques
256,26,Avaí - SC,Atlético - GO,Domingo,16:00,Ressacada - Florianopolis - SC,Raphael Claus
257,26,Grêmio - RS,Fluminense - RJ,Domingo,16:00,Arena do Grêmio - Porto Alegre - RS,Rafael Traci
258,26,Atlético - PR,Atlético - MG,Domingo,19:00,Arena da Baixada - Curitiba - PR,Wagner Reway
259,26,Ponte Preta - SP,Flamengo - RJ,Segunda,20:00,Moisés Lucarelli - Campinas - SP,Igor Junio Benevenuto
260,27,Cruzeiro - MG,Ponte Preta - SP,Sábado,16:00,Mineirão - Belo Horizonte - MG,Paulo Roberto Alves Junior
261,27,Botafogo - RJ,Chapecoense - SC,Quarta,19:30,Nilton Santos - Rio de Janeiro - RJ,Leandro Pedro Vuaden
262,27,Atlético - PR,Atlético - GO,Quarta,19:30,Arena da Baixada - Curitiba - PR,Dyorgines Jose Padovani de Andrade
263,27,Corinthians - SP,Coritiba - PR,Quarta,21:00,Arena Corinthians - Sao Paulo - SP,Claudio Francisco Lima E Silva
264,27,Atlético - MG,São Paulo - SP,Quarta,21:45,Independência - Belo Horizonte - MG,Heber Roberto Lopes
265,27,Grêmio - RS,Cruzeiro - MG,Quarta,21:45,Arena do Grêmio - Porto Alegre - RS,Rodrigo Batista Raposo
266,27,Avaí - SC,Vasco da Gama - RJ,Quarta,21:45,Ressacada - Florianopolis - SC,Wagner Reway
267,27,Flamengo - RJ,Fluminense - RJ,Quinta,17:00,Maracanã - Rio de Janeiro - RJ,Luiz Flavio de Oliveira
268,27,Vitória - BA,Sport - PE,Quinta,17:00,Manoel Barradas - Salvador - BA,Marcelo Aparecido R de Souza
269,27,Ponte Preta - SP,Santos - SP,Quinta,17:00,Moisés Lucarelli - Campinas - SP,Raphael Claus
270,28,Palmeiras - SP,Bahia - BA,Quinta,21:00,Pacaembu - Sao Paulo - SP,Rafael Traci
271,28,Vasco da Gama - RJ,Botafogo - RJ,Sábado,19:00,Maracanã - Rio de Janeiro - RJ,Vinicius Goncalves Dias Araujo
272,28,São Paulo - SP,Atlético - PR,Sábado,21:00,Pacaembu - Sao Paulo - SP,Marcelo de Lima Henrique
273,28,Fluminense - RJ,Avaí - SC,Domingo,17:00,Maracanã - Rio de Janeiro - RJ,Flavio Rodrigues de Souza
274,28,Sport - PE,Atlético - MG,Domingo,17:00,Ilha do Retiro - Recife - PE,Leandro Bizzio Marinho
275,28,Atlético - GO,Palmeiras - SP,Domingo,17:00,Olímpico Pedro Ludovico - Goiania - GO,Rodolpho Toski Marques
276,28,Chapecoense - SC,Flamengo - RJ,Domingo,17:00,Arena Condá - Chapeco - SC,Dewson Fernando Freitas da Silva
277,28,Coritiba - PR,Grêmio - RS,Domingo,19:00,Couto Pereira - Curitiba - PR,Andre Luiz de Freitas Castro
278,28,Bahia - BA,Corinthians - SP,Domingo,19:00,Arena Fonte Nova - Salvador - BA,Ricardo Marques Ribeiro
279,28,Santos - SP,Vitória - BA,Segunda,20:00,Pacaembu - Sao Paulo - SP,Braulio da Silva Machado
280,29,Atlético - GO,Vasco da Gama - RJ,Quarta,19:30,Serra Dourada - Goiania - GO,Claudio Francisco Lima E Silva
281,29,Coritiba - PR,Cruzeiro - MG,Quarta,19:30,Couto Pereira - Curitiba - PR,Marcelo de Lima Henrique
282,29,Atlético - MG,Chapecoense - SC,Quarta,21:00,Independência - Belo Horizonte - MG,Vinicius Goncalves Dias Araujo
283,29,Corinthians - SP,Grêmio - RS,Quarta,21:45,Arena Corinthians - Sao Paulo - SP,Heber Roberto Lopes
284,29,Fluminense - RJ,São Paulo - SP,Quarta,21:45,Maracanã - Rio de Janeiro - RJ,Leandro Pedro Vuaden
285,29,Avaí - SC,Botafogo - RJ,Quarta,21:45,Ressacada - Florianopolis - SC,Rafael Traci
286,29,Palmeiras - SP,Ponte Preta - SP,Quinta,20:00,Pacaembu - Sao Paulo - SP,Leandro Bizzio Marinho
287,29,Vitória - BA,Atlético - PR,Quinta,20:00,Manoel Barradas - Salvador - BA,Andre Luiz de Freitas Castro
288,29,Flamengo - RJ,Bahia - BA,Quinta,21:00,Luso Brasileiro - Rio de Janeiro - RJ,Marcelo Aparecido R de Souza
289,29,Sport - PE,Santos - SP,Quinta,21:00,Ilha do Retiro - Recife - PE,Dewson Fernando Freitas da Silva
290,30,Botafogo - RJ,Corinthians - SP,Segunda,20:00,Nilton Santos - Rio de Janeiro - RJ,Rodrigo Batista Raposo
291,30,São Paulo - SP,Flamengo - RJ,Domingo,17:00,Pacaembu - Sao Paulo - SP,Rafael Traci
292,30,Cruzeiro - MG,Atlético - MG,Domingo,17:00,Mineirão - Belo Horizonte - MG,Wagner do Nascimento Magalhaes
293,30,Grêmio - RS,Palmeiras - SP,Domingo,17:00,Arena do Grêmio - Porto Alegre - RS,Ricardo Marques Ribeiro
294,30,Vasco da Gama - RJ,Coritiba - PR,Sábado,17:00,Maracanã - Rio de Janeiro - RJ,Raphael Claus
295,30,Bahia - BA,Vitória - BA,Domingo,17:00,Arena Fonte Nova - Salvador - BA,Marcelo de Lima Henrique
296,30,Santos - SP,Atlético - GO,Domingo,17:00,Vila Belmiro - Santos - SP,Pericles Bassols Pegado Cortez
297,30,Ponte Preta - SP,Avaí - SC,Domingo,19:00,Moisés Lucarelli - Campinas - SP,Leandro Pedro Vuaden
298,30,Chapecoense - SC,Fluminense - RJ,Domingo,19:00,Arena Condá - Chapeco - SC,Claudio Francisco Lima E Silva
299,30,Atlético - PR,Sport - PE,Domingo,17:00,Arena da Baixada - Curitiba - PR,Thiago Duarte Peixoto
300,31,São Paulo - SP,Santos - SP,Sábado,17:00,Pacaembu - Sao Paulo - SP,Anderson Daronco
301,31,Flamengo - RJ,Vasco da Gama - RJ,Sábado,19:00,Maracanã - Rio de Janeiro - RJ,Ricardo Marques Ribeiro
302,31,Atlético - PR,Chapecoense - SC,Sábado,21:00,Arena da Baixada - Curitiba - PR,Jailson Macedo Freitas
303,31,Fluminense - RJ,Bahia - BA,Domingo,17:00,Maracanã - Rio de Janeiro - RJ,Wilton Pereira Sampaio
304,31,Atlético - MG,Botafogo - RJ,Domingo,17:00,Independência - Belo Horizonte - MG,Sandro Meira Ricci
305,31,Ponte Preta - SP,Corinthians - SP,Domingo,17:00,Moisés Lucarelli - Campinas - SP,Marcelo Aparecido R de Souza
306,31,Sport - PE,Coritiba - PR,Domingo,18:00,Ilha do Retiro - Recife - PE,Leandro Pedro Vuaden
307,31,Vitória - BA,Atlético - GO,Domingo,18:00,Manoel Barradas - Salvador - BA,Luiz Flavio de Oliveira
308,31,Avaí - SC,Grêmio - RS,Domingo,19:00,Ressacada - Florianopolis - SC,Dewson Fernando Freitas da Silva
309,31,Palmeiras - SP,Cruzeiro - MG,Segunda,20:00,Allianz Parque - Sao Paulo - SP,Heber Roberto Lopes
310,32,Santos - SP,Atlético - MG,Sábado,17:00,Vila Belmiro - Santos - SP,Wilton Pereira Sampaio
311,32,Botafogo - RJ,Fluminense - RJ,Sábado,19:00,Nilton Santos - Rio de Janeiro - RJ,Luiz Flavio de Oliveira
312,32,Coritiba - PR,Avaí - SC,Sábado,21:00,Couto Pereira - Curitiba - PR,Marcelo de Lima Henrique
313,32,Corinthians - SP,Palmeiras - SP,Domingo,17:00,Arena Corinthians - Sao Paulo - SP,Anderson Daronco
314,32,Grêmio - RS,Flamengo - RJ,Domingo,17:00,Arena do Grêmio - Porto Alegre - RS,Raphael Claus
315,32,Chapecoense - SC,Sport - PE,Domingo,19:00,Arena Condá - Chapeco - SC,Ricardo Marques Ribeiro
316,32,Cruzeiro - MG,Atlético - PR,Domingo,17:00,Mineirão - Belo Horizonte - MG,Marcelo Aparecido R de Souza
317,32,Bahia - BA,Ponte Preta - SP,Domingo,18:00,Arena Fonte Nova - Salvador - BA,Wagner do Nascimento Magalhaes
318,32,Vasco da Gama - RJ,Vitória - BA,Domingo,19:00,Maracanã - Rio de Janeiro - RJ,Heber Roberto Lopes
319,32,Atlético - GO,São Paulo - SP,Sábado,19:00,Serra Dourada - Goiania - GO,Braulio da Silva Machado
320,33,Avaí - SC,Bahia - BA,Quarta,19:30,Ressacada - Florianopolis - SC,Pericles Bassols Pegado Cortez
321,33,Ponte Preta - SP,Grêmio - RS,Quarta,19:30,Moisés Lucarelli - Campinas - SP,Sandro Meira Ricci
322,33,Sport - PE,Botafogo - RJ,Quarta,21:00,Ilha do Retiro - Recife - PE,Wilton Pereira Sampaio
323,33,Atlético - PR,Corinthians - SP,Quarta,21:00,Arena da Baixada - Curitiba - PR,Wagner do Nascimento Magalhaes
324,33,Flamengo - RJ,Cruzeiro - MG,Quarta,21:45,Luso Brasileiro - Rio de Janeiro - RJ,Leandro Bizzio Marinho
325,33,Santos - SP,Vasco da Gama - RJ,Quarta,21:45,Vila Belmiro - Santos - SP,Rafael Traci
326,33,Vitória - BA,Palmeiras - SP,Quarta,21:45,Manoel Barradas - Salvador - BA,Dewson Fernando Freitas da Silva
327,33,São Paulo - SP,Chapecoense - SC,Quinta,20:00,Pacaembu - Sao Paulo - SP,Marcelo de Lima Henrique
328,33,Atlético - MG,Atlético - GO,Quinta,20:00,Independência - Belo Horizonte - MG,Rodolpho Toski Marques
329,33,Fluminense - RJ,Coritiba - PR,Quinta,21:00,Maracanã - Rio de Janeiro - RJ,Ricardo Marques Ribeiro
330,34,Botafogo - RJ,Atlético - PR,Sábado,17:00,Nilton Santos - Rio de Janeiro - RJ,Anderson Daronco
331,34,Corinthians - SP,Avaí - SC,Sábado,19:00,Arena Corinthians - Sao Paulo - SP,Dewson Fernando Freitas da Silva
332,34,Vasco da Gama - RJ,São Paulo - SP,Domingo,17:00,São Januário - Rio de Janeiro - RJ,Leandro Pedro Vuaden
333,34,Palmeiras - SP,Flamengo - RJ,Domingo,17:00,Allianz Parque - Sao Paulo - SP,Braulio da Silva Machado
334,34,Atlético - GO,Sport - PE,Domingo,17:00,Olímpico Pedro Ludovico - Goiania - GO,Luiz Flavio de Oliveira
335,34,Grêmio - RS,Vitória - BA,Domingo,17:00,Alfredo Jaconi - Caxias do Sul - RS,Marcelo Aparecido R de Souza
336,34,Bahia - BA,Atlético - MG,Domingo,18:00,Arena Fonte Nova - Salvador - BA,Raphael Claus
337,34,Cruzeiro - MG,Fluminense - RJ,Domingo,19:00,Mineirão - Belo Horizonte - MG,Andre Luiz de Freitas Castro
338,34,Coritiba - PR,Ponte Preta - SP,Domingo,19:00,Couto Pereira - Curitiba - PR,Elmo Alves Resende Cunha
339,34,Chapecoense - SC,Santos - SP,Segunda,20:00,Arena Condá - Chapeco - SC,Jailson Macedo Freitas
340,35,Ponte Preta - SP,Atlético - PR,Quarta,17:00,Moisés Lucarelli - Campinas - SP,Wilton Pereira Sampaio
341,35,Grêmio - RS,São Paulo - SP,Quarta,19:30,Arena do Grêmio - Porto Alegre - RS,Rodolpho Toski Marques
342,35,Cruzeiro - MG,Avaí - SC,Quarta,19:30,Mineirão - Belo Horizonte - MG,Leandro Pedro Vuaden
343,35,Vasco da Gama - RJ,Atlético - MG,Quarta,21:45,São Januário - Rio de Janeiro - RJ,Flavio Rodrigues de Souza
344,35,Corinthians - SP,Fluminense - RJ,Quarta,21:45,Arena Corinthians - Sao Paulo - SP,Braulio da Silva Machado
345,35,Botafogo - RJ,Atlético - GO,Quinta,20:00,Nilton Santos - Rio de Janeiro - RJ,Claudio Francisco Lima E Silva
346,35,Palmeiras - SP,Sport - PE,Quinta,20:00,Allianz Parque - Sao Paulo - SP,Rafael Traci
347,35,Chapecoense - SC,Vitória - BA,Quinta,20:00,Arena Condá - Chapeco - SC,Anderson Daronco
348,35,Coritiba - PR,Flamengo - RJ,Quinta,21:00,Couto Pereira - Curitiba - PR,Raphael Claus
349,35,Bahia - BA,Santos - SP,Quinta,21:00,Arena Fonte Nova - Salvador - BA,Sandro Meira Ricci
350,36,Fluminense - RJ,Ponte Preta - SP,Segunda,17:00,Maracanã - Rio de Janeiro - RJ,Anderson Daronco
351,36,Flamengo - RJ,Corinthians - SP,Domingo,17:00,Luso Brasileiro - Rio de Janeiro - RJ,Wagner Reway
352,36,São Paulo - SP,Botafogo - RJ,Domingo,17:00,Pacaembu - Sao Paulo - SP,Wilton Pereira Sampaio
353,36,Vitória - BA,Cruzeiro - MG,Domingo,17:00,Manoel Barradas - Salvador - BA,Luiz Flavio de Oliveira
354,36,Atlético - GO,Chapecoense - SC,Domingo,17:00,Olímpico Pedro Ludovico - Goiania - GO,Dewson Fernando Freitas da Silva
355,36,Sport - PE,Bahia - BA,Domingo,17:00,Ilha do Retiro - Recife - PE,Wagner do Nascimento Magalhaes
356,36,Atlético - MG,Coritiba - PR,Domingo,19:00,Independência - Belo Horizonte - MG,Sandro Meira Ricci
357,36,Santos - SP,Grêmio - RS,Domingo,19:00,Vila Belmiro - Santos - SP,Pericles Bassols Pegado Cortez
358,36,Atlético - PR,Vasco da Gama - RJ,Domingo,19:00,Arena da Baixada - Curitiba - PR,Leandro Bizzio Marinho
359,36,Avaí - SC,Palmeiras - SP,Segunda,20:00,Ressacada - Florianopolis - SC,Ricardo Marques Ribeiro
360,37,Fluminense - RJ,Sport - PE,Sábado,17:00,Maracanã - Rio de Janeiro - RJ,Dewson Fernando Freitas da Silva
361,37,Grêmio - RS,Atlético - GO,Domingo,17:00,Arena do Grêmio - Porto Alegre - RS,Bruno Arleu de Araujo
362,37,Avaí - SC,Atlético - PR,Domingo,17:00,Ressacada - Florianopolis - SC,Wilton Pereira Sampaio
363,37,Corinthians - SP,Atlético - MG,Domingo,17:00,Arena Corinthians - Sao Paulo - SP,Wagner do Nascimento Magalhaes
364,37,Cruzeiro - MG,Vasco da Gama - RJ,Domingo,17:00,Mineirão - Belo Horizonte - MG,Raphael Claus
365,37,Coritiba - PR,São Paulo - SP,Domingo,17:00,Couto Pereira - Curitiba - PR,Anderson Daronco
366,37,Ponte Preta - SP,Vitória - BA,Domingo,17:00,Moisés Lucarelli - Campinas - SP,Ricardo Marques Ribeiro
367,37,Flamengo - RJ,Santos - SP,Domingo,19:00,Luso Brasileiro - Rio de Janeiro - RJ,Braulio da Silva Machado
368,37,Bahia - BA,Chapecoense - SC,Domingo,19:00,Arena Fonte Nova - Salvador - BA,Pericles Bassols Pegado Cortez
369,37,Palmeiras - SP,Botafogo - RJ,Segunda,20:00,Allianz Parque - Sao Paulo - SP,Elmo Alves Resende Cunha
370,38,Botafogo - RJ,Cruzeiro - MG,Domingo,17:00,Nilton Santos - Rio de Janeiro - RJ,Leandro Bizzio Marinho
371,38,Vasco da Gama - RJ,Ponte Preta - SP,Domingo,17:00,São Januário - Rio de Janeiro - RJ,Rafael Traci
372,38,Santos - SP,Avaí - SC,Domingo,17:00,Vila Belmiro - Santos - SP,Wagner do Nascimento Magalhaes
373,38,São Paulo - SP,Bahia - BA,Domingo,17:00,Morumbi - Sao Paulo - SP,Elmo Alves Resende Cunha
374,38,Atlético - MG,Grêmio - RS,Domingo,17:00,Independência - Belo Horizonte - MG,Marcelo Aparecido R de Souza
375,38,Atlético - PR,Palmeiras - SP,Domingo,17:00,Arena da Baixada - Curitiba - PR,Claudio Francisco Lima E Silva
376,38,Sport - PE,Corinthians - SP,Domingo,17:00,Ilha do Retiro - Recife - PE,Ricardo Marques Ribeiro
377,38,Vitória - BA,Flamengo - RJ,Domingo,17:00,Manoel Barradas - Salvador - BA,Dewson Fernando Freitas da Silva
378,38,Atlético - GO,Fluminense - RJ,Domingo,17:00,Olímpico Pedro Ludovico - Goiania - GO,Anderson Daronco
379,38,Chapecoense - SC,Coritiba - PR,Domingo,17:00,Arena Condá - Chapeco - SC,Luiz Flavio de Oliveira
