match_num,round_num,team_home,team_away,week_day,time,stadium,referee_name
26,3,Palmeiras - SP,Fluminense - RJ,Quarta,21:45,Allianz Parque - Sao Paulo - SP,sandro_meira_ricci
27,3,Internacional - RS,Sport - PE,Quinta,16:00,Beira Rio - Porto Alegre - RS,igor_junio_benevenuto
28,3,Coritiba - PR,São Paulo - SP,Quarta,21:45,Couto Pereira - Curitiba - PR,marielson_alves_silva
29,3,Corinthians - SP,Ponte Preta - SP,Quinta,11:00,Arena Corinthians - Sao Paulo - SP,elmo_alves_resende_cunha
30,3,Atlético - MG,Grêmio - RS,Quinta,21:00,Independência - Belo Horizonte - MG,raphael_claus
31,4,Cruzeiro - MG,América - MG,Sábado,16:00,Mineirão - Belo Horizonte - MG,dewson_fernando_freitas_da_silva
32,4,Atlético - PR,Figueirense - SC,Sábado,18:30,Arena da Baixada - Curitiba - PR,pericles_bassols_pegado_cortez
33,4,Chapecoense - SC,Santa Cruz - PE,Sábado,21:00,Arena Condá - Chapeco - SC,rafael_traci
34,4,Ponte Preta - SP,Flamengo - RJ,Domingo,11:00,Moisés Lucarelli - Campinas - SP,anderson_daronco
35,4,Sport - PE,Corinthians - SP,Domingo,11:00,Ilha do Retiro - Recife - PE,wagner_reway
36,4,Vitória - BA,Atlético - MG,Domingo,16:00,Arena Fonte Nova - Salvador - BA,rodolpho_toski_marques
37,4,Fluminense - RJ,Botafogo - RJ,Domingo,16:00,Raulino de Oliveira - Volta Redonda - RJ,marcelo_aparecido_r_de_souza
38,4,São Paulo - SP,Palmeiras - SP,Domingo,16:00,Morumbi - Sao Paulo - SP,ricardo_marques_ribeiro
39,4,Grêmio - RS,Coritiba - PR,Domingo,18:30,Arena do Grêmio - Porto Alegre - RS,sandro_meira_ricci
40,4,Santos - SP,Internacional - RS,Domingo,18:30,Vila Belmiro - Santos - SP,andre_luiz_de_freitas_castro
41,5,Botafogo - RJ,Cruzeiro - MG,Quarta,21:45,Mané Garrincha - Brasilia - DF,elmo_alves_resende_cunha
42,5,Internacional - RS,Atlético - PR,Quarta,19:30,Beira Rio - Porto Alegre - RS,wagner_do_nascimento_magalhaes
43,5,Coritiba - PR,Chapecoense - SC,Quarta,21:00,Durival Britto - Curitiba - PR,pablo_dos_santos_alves
44,5,Figueirense - SC,São Paulo - SP,Quarta,21:45,Orlando Scarpelli - Florianopolis - SC,jean_pierre_goncalves_lima
45,5,Santa Cruz - PE,Sport - PE,Quarta,21:00,Arruda - Recife - PE,raphael_claus
46,5,Corinthians - SP,Santos - SP,Quarta,21:00,Arena Corinthians - Sao Paulo - SP,leandro_pedro_vuaden
47,5,Atlético - MG,Fluminense - RJ,Quarta,21:45,Independência - Belo Horizonte - MG,luiz_flavio_de_oliveira
48,5,América - MG,Ponte Preta - SP,Quinta,19:30,Independência - Belo Horizonte - MG,leonardo_garcia_cavaleiro
49,5,Flamengo - RJ,Vitória - BA,Quinta,21:00,Raulino de Oliveira - Volta Redonda - RJ,igor_junio_benevenuto
50,5,Palmeiras - SP,Grêmio - RS,Quinta,21:00,Pacaembu - Sao Paulo - SP,marielson_alves_silva
51,6,Atlético - PR,Santa Cruz - PE,Sábado,16:00,Arena da Baixada - Curitiba - PR,wagner_reway
52,6,Cruzeiro - MG,São Paulo - SP,Domingo,18:30,Mineirão - Belo Horizonte - MG,andre_luiz_de_freitas_castro
53,6,Chapecoense - SC,Fluminense - RJ,Sábado,20:30,Arena Condá - Chapeco - SC,ricardo_marques_ribeiro
54,6,Corinthians - SP,Coritiba - PR,Sábado,20:30,Arena Corinthians - Sao Paulo - SP,anderson_daronco
55,6,América - MG,Figueirense - SC,Domingo,11:00,Independência - Belo Horizonte - MG,raphael_claus
56,6,Santos - SP,Botafogo - RJ,Domingo,11:00,Pacaembu - Sao Paulo - SP,sandro_meira_ricci
57,6,Flamengo - RJ,Palmeiras - SP,Domingo,16:00,Mané Garrincha - Brasilia - DF,dewson_fernando_freitas_da_silva
58,6,Vitória - BA,Internacional - RS,Domingo,16:00,Manoel Barradas - Salvador - BA,thiago_duarte_peixoto
59,6,Sport - PE,Atlético - MG,Domingo,16:00,Ilha do Retiro - Recife - PE,rodrigo_nunes_de_sa
60,6,Grêmio - RS,Ponte Preta - SP,Domingo,16:00,Arena do Grêmio - Porto Alegre - RS,pericles_bassols_pegado_cortez
61,7,Ponte Preta - SP,Chapecoense - SC,Sábado,16:00,Moisés Lucarelli - Campinas - SP,rodrigo_batista_raposo
62,7,Internacional - RS,América - MG,Sábado,16:00,Beira Rio - Porto Alegre - RS,luiz_flavio_de_oliveira
63,7,São Paulo - SP,Atlético - PR,Sábado,21:00,Morumbi - Sao Paulo - SP,anderson_daronco
64,7,Santa Cruz - PE,Santos - SP,Domingo,19:00,Arruda - Recife - PE,elmo_alves_resende_cunha
65,7,Figueirense - SC,Flamengo - RJ,Domingo,16:00,Orlando Scarpelli - Florianopolis - SC,leandro_pedro_vuaden
66,7,Fluminense - RJ,Grêmio - RS,Sábado,18:30,Raulino de Oliveira - Volta Redonda - RJ,andre_luiz_de_freitas_castro
67,7,Atlético - MG,Cruzeiro - MG,Domingo,16:00,Independência - Belo Horizonte - MG,marcelo_aparecido_r_de_souza
68,7,Palmeiras - SP,Corinthians - SP,Domingo,16:00,Allianz Parque - Sao Paulo - SP,raphael_claus
69,7,Coritiba - PR,Sport - PE,Domingo,11:00,Couto Pereira - Curitiba - PR,braulio_da_silva_machado
70,7,Botafogo - RJ,Vitória - BA,Domingo,11:00,Raulino de Oliveira - Volta Redonda - RJ,ricardo_marques_ribeiro
71,8,Coritiba - PR,Palmeiras - SP,Quarta,21:45,Couto Pereira - Curitiba - PR,anderson_daronco
72,8,Ponte Preta - SP,Atlético - PR,Quarta,19:30,Moisés Lucarelli - Campinas - SP,elmo_alves_resende_cunha
73,8,Botafogo - RJ,América - MG,Quarta,21:00,Raulino de Oliveira - Volta Redonda - RJ,rodrigo_batista_raposo
74,8,Santos - SP,Sport - PE,Quarta,21:00,Vila Belmiro - Santos - SP,leandro_pedro_vuaden
75,8,Santa Cruz - PE,Figueirense - SC,Quarta,21:00,Arruda - Recife - PE,marcelo_aparecido_r_de_souza
76,8,São Paulo - SP,Vitória - BA,Quarta,19:30,Morumbi - Sao Paulo - SP,wagner_reway
77,8,Cruzeiro - MG,Flamengo - RJ,Quarta,21:45,Mineirão - Belo Horizonte - MG,raphael_claus
78,8,Internacional - RS,Atlético - MG,Quinta,19:30,Beira Rio - Porto Alegre - RS,pericles_bassols_pegado_cortez
79,8,Fluminense - RJ,Corinthians - SP,Quinta,20:00,Mané Garrincha - Brasilia - DF,ricardo_marques_ribeiro
80,8,Chapecoense - SC,Grêmio - RS,Quarta,19:30,Arena Condá - Chapeco - SC,luiz_flavio_de_oliveira
81,9,Atlético - PR,Santos - SP,Sábado,18:00,Arena da Baixada - Curitiba - PR,anderson_daronco
82,9,Palmeiras - SP,Santa Cruz - PE,Sábado,16:00,Allianz Parque - Sao Paulo - SP,eduardo_tomaz_de_aquino_valadao
83,9,América - MG,Coritiba - PR,Sábado,21:00,Independência - Belo Horizonte - MG,wagner_do_nascimento_magalhaes
84,9,Corinthians - SP,Botafogo - RJ,Domingo,16:00,Arena Corinthians - Sao Paulo - SP,rodolpho_toski_marques
85,9,Atlético - MG,Ponte Preta - SP,Domingo,11:00,Independência - Belo Horizonte - MG,wagner_reway
86,9,Vitória - BA,Chapecoense - SC,Domingo,11:00,Manoel Barradas - Salvador - BA,leandro_pedro_vuaden
87,9,Flamengo - RJ,São Paulo - SP,Domingo,16:00,Mané Garrincha - Brasilia - DF,elmo_alves_resende_cunha
88,9,Figueirense - SC,Internacional - RS,Domingo,16:00,Orlando Scarpelli - Florianopolis - SC,luiz_flavio_de_oliveira
89,9,Sport - PE,Fluminense - RJ,Domingo,16:00,Ilha do Retiro - Recife - PE,raphael_claus
90,9,Grêmio - RS,Cruzeiro - MG,Domingo,19:00,Arena do Grêmio - Porto Alegre - RS,thiago_duarte_peixoto
91,10,Chapecoense - SC,Atlético - PR,Quarta,19:30,Arena Condá - Chapeco - SC,francisco_carlos_do_nascimento
92,10,Ponte Preta - SP,Cruzeiro - MG,Quarta,19:30,Moisés Lucarelli - Campinas - SP,dewson_fernando_freitas_da_silva
93,10,Botafogo - RJ,Figueirense - SC,Quarta,21:00,Mário Helênio - Juiz de Fora - MG,emerson_de_almeida_ferreira
94,10,Palmeiras - SP,América - MG,Terça,21:30,Allianz Parque - Sao Paulo - SP,pericles_bassols_pegado_cortez
95,10,Santa Cruz - PE,Flamengo - RJ,Quarta,21:00,Arruda - Recife - PE,wagner_reway
96,10,Fluminense - RJ,Santos - SP,Quarta,21:45,Kleber Andrade - Cariacica - ES,rodolpho_toski_marques
97,10,Atlético - MG,Corinthians - SP,Quarta,21:45,Mineirão - Belo Horizonte - MG,wilton_pereira_sampaio
98,10,Grêmio - RS,Vitória - BA,Quinta,19:15,Arena do Grêmio - Porto Alegre - RS,sandro_meira_ricci
99,10,São Paulo - SP,Sport - PE,Quinta,21:00,Morumbi - Sao Paulo - SP,rafael_traci
100,10,Coritiba - PR,Internacional - RS,Quinta,21:30,Couto Pereira - Curitiba - PR,eduardo_tomaz_de_aquino_valadao
101,11,Corinthians - SP,Santa Cruz - PE,Sábado,21:00,Arena Corinthians - Sao Paulo - SP,wagner_do_nascimento_magalhaes
102,11,Cruzeiro - MG,Palmeiras - SP,Sábado,19:00,Mineirão - Belo Horizonte - MG,leandro_pedro_vuaden
103,11,Vitória - BA,Ponte Preta - SP,Domingo,16:00,Manoel Barradas - Salvador - BA,ricardo_marques_ribeiro
104,11,Flamengo - RJ,Fluminense - RJ,Domingo,16:00,Arena das Dunas  - Natal - RN,luiz_flavio_de_oliveira
105,11,Santos - SP,São Paulo - SP,Domingo,16:00,Pacaembu - Sao Paulo - SP,raphael_claus
106,11,Internacional - RS,Botafogo - RJ,Domingo,16:00,Beira Rio - Porto Alegre - RS,wilton_pereira_sampaio
107,11,Atlético - PR,Grêmio - RS,Domingo,16:00,Arena da Baixada - Curitiba - PR,wagner_reway
108,11,América - MG,Atlético - MG,Domingo,11:00,Independência - Belo Horizonte - MG,anderson_daronco
109,11,Figueirense - SC,Coritiba - PR,Domingo,18:30,Orlando Scarpelli - Florianopolis - SC,elmo_alves_resende_cunha
110,11,Sport - PE,Chapecoense - SC,Domingo,18:30,Ilha do Retiro - Recife - PE,dewson_fernando_freitas_da_silva
111,12,Vitória - BA,Sport - PE,Quarta,19:30,Manoel Barradas - Salvador - BA,leonardo_garcia_cavaleiro
112,12,Grêmio - RS,Santos - SP,Quarta,19:30,Arena do Grêmio - Porto Alegre - RS,eduardo_tomaz_de_aquino_valadao
113,12,Chapecoense - SC,Cruzeiro - MG,Quarta,21:00,Arena Condá - Chapeco - SC,rodolpho_toski_marques
114,12,Flamengo - RJ,Internacional - RS,Quarta,19:30,Kleber Andrade - Cariacica - ES,ricardo_marques_ribeiro
115,12,Coritiba - PR,Atlético - PR,Quarta,21:00,Couto Pereira - Curitiba - PR,thiago_duarte_peixoto
116,12,São Paulo - SP,Fluminense - RJ,Quarta,21:45,Morumbi - Sao Paulo - SP,anderson_daronco
117,12,América - MG,Corinthians - SP,Quarta,21:45,Independência - Belo Horizonte - MG,wagner_reway
118,12,Santa Cruz - PE,Ponte Preta - SP,Quinta,19:30,Arruda - Recife - PE,francisco_carlos_do_nascimento
119,12,Palmeiras - SP,Figueirense - SC,Quinta,19:30,Allianz Parque - Sao Paulo - SP,gilberto_rodrigues_castro_junior
120,12,Atlético - MG,Botafogo - RJ,Quinta,21:00,Mineirão - Belo Horizonte - MG,raphael_claus
121,13,Fluminense - RJ,Coritiba - PR,Sábado,16:00,Raulino de Oliveira - Volta Redonda - RJ,leandro_pedro_vuaden
122,13,Atlético - PR,América - MG,Sábado,18:30,Arena da Baixada - Curitiba - PR,luiz_flavio_de_oliveira
123,13,Cruzeiro - MG,Vitória - BA,Domingo,11:00,Mineirão - Belo Horizonte - MG,pericles_bassols_pegado_cortez
124,13,Internacional - RS,Grêmio - RS,Domingo,11:00,Beira Rio - Porto Alegre - RS,dewson_fernando_freitas_da_silva
125,13,Santos - SP,Chapecoense - SC,Domingo,16:00,Vila Belmiro - Santos - SP,bruno_arleu_de_araujo
126,13,Botafogo - RJ,Santa Cruz - PE,Domingo,16:00,Mário Helênio - Juiz de Fora - MG,braulio_da_silva_machado
127,13,Corinthians - SP,Flamengo - RJ,Domingo,16:00,Arena Corinthians - Sao Paulo - SP,heber_roberto_lopes
128,13,Ponte Preta - SP,São Paulo - SP,Domingo,16:00,Moisés Lucarelli - Campinas - SP,vinicius_furlan
129,13,Figueirense - SC,Atlético - MG,Domingo,19:00,Orlando Scarpelli - Florianopolis - SC,rafael_traci
130,13,Sport - PE,Palmeiras - SP,Segunda,20:00,Ilha do Retiro - Recife - PE,anderson_daronco
131,14,Flamengo - RJ,Atlético - MG,Domingo,11:00,Mané Garrincha - Brasilia - DF,marielson_alves_silva
132,14,Chapecoense - SC,Corinthians - SP,Sábado,16:30,Arena Condá - Chapeco - SC,ricardo_marques_ribeiro
133,14,Palmeiras - SP,Santos - SP,Terça,20:30,Allianz Parque - Sao Paulo - SP,wilton_pereira_sampaio
134,14,Ponte Preta - SP,Sport - PE,Sábado,21:00,Moisés Lucarelli - Campinas - SP,heber_roberto_lopes
135,14,Coritiba - PR,Botafogo - RJ,Sábado,16:30,Couto Pereira - Curitiba - PR,luiz_flavio_de_oliveira
136,14,Grêmio - RS,Figueirense - SC,Domingo,11:00,Arena do Grêmio - Porto Alegre - RS,jailson_macedo_freitas
137,14,São Paulo - SP,América - MG,Domingo,16:00,Morumbi - Sao Paulo - SP,dewson_fernando_freitas_da_silva
138,14,Vitória - BA,Fluminense - RJ,Domingo,19:30,Manoel Barradas - Salvador - BA,marcelo_aparecido_r_de_souza
139,14,Santa Cruz - PE,Internacional - RS,Domingo,16:00,Arruda - Recife - PE,sandro_meira_ricci
140,14,Cruzeiro - MG,Atlético - PR,Segunda,20:00,Mineirão - Belo Horizonte - MG,anderson_daronco
141,15,Botafogo - RJ,Flamengo - RJ,Sábado,16:00,Luso Brasileiro - Rio de Janeiro - RJ,flavio_rodrigues_de_souza
142,15,Santos - SP,Ponte Preta - SP,Sábado,18:30,Vila Belmiro - Santos - SP,marielson_alves_silva
143,15,América - MG,Santa Cruz - PE,Domingo,11:00,Independência - Belo Horizonte - MG,grazianni_maciel_rocha
144,15,Figueirense - SC,Chapecoense - SC,Domingo,16:00,Orlando Scarpelli - Florianopolis - SC,sandro_meira_ricci
145,15,Atlético - PR,Vitória - BA,Domingo,16:00,Arena da Baixada - Curitiba - PR,wagner_do_nascimento_magalhaes
146,15,Corinthians - SP,São Paulo - SP,Domingo,16:00,Arena Corinthians - Sao Paulo - SP,pericles_bassols_pegado_cortez
147,15,Internacional - RS,Palmeiras - SP,Domingo,16:00,Beira Rio - Porto Alegre - RS,andre_luiz_de_freitas_castro
148,15,Fluminense - RJ,Cruzeiro - MG,Domingo,16:00,Giulite Coutinho - Mesquita - RJ,wilton_pereira_sampaio
149,15,Sport - PE,Grêmio - RS,Domingo,18:30,Ilha do Retiro - Recife - PE,rodrigo_batista_raposo
150,15,Atlético - MG,Coritiba - PR,Segunda,20:00,Independência - Belo Horizonte - MG,leandro_pedro_vuaden
151,16,Corinthians - SP,Figueirense - SC,Sábado,16:00,Arena Corinthians - Sao Paulo - SP,marielson_alves_silva
152,16,Santa Cruz - PE,Coritiba - PR,Sábado,18:30,Arruda - Recife - PE,wilton_pereira_sampaio
153,16,Palmeiras - SP,Atlético - MG,Domingo,11:00,Allianz Parque - Sao Paulo - SP,wagner_do_nascimento_magalhaes
154,16,Ponte Preta - SP,Internacional - RS,Domingo,11:00,Moisés Lucarelli - Campinas - SP,leonardo_garcia_cavaleiro
155,16,Cruzeiro - MG,Sport - PE,Domingo,16:00,Mineirão - Belo Horizonte - MG,leandro_pedro_vuaden
156,16,Grêmio - RS,São Paulo - SP,Domingo,16:00,Arena do Grêmio - Porto Alegre - RS,heber_roberto_lopes
157,16,Atlético - PR,Fluminense - RJ,Domingo,16:00,Arena da Baixada - Curitiba - PR,francisco_carlos_do_nascimento
158,16,Chapecoense - SC,Botafogo - RJ,Domingo,16:00,Arena Condá - Chapeco - SC,anderson_daronco
159,16,Vitória - BA,Santos - SP,Domingo,18:30,Manoel Barradas - Salvador - BA,rodolpho_toski_marques
160,16,Flamengo - RJ,América - MG,Segunda,20:00,Kleber Andrade - Cariacica - ES,rodrigo_batista_raposo
161,17,Figueirense - SC,Vitória - BA,Sábado,18:30,Orlando Scarpelli - Florianopolis - SC,leandro_pedro_vuaden
162,17,Sport - PE,Atlético - PR,Sábado,18:30,Ilha do Retiro - Recife - PE,wilton_pereira_sampaio
163,17,Atlético - MG,Santa Cruz - PE,Sábado,21:00,Independência - Belo Horizonte - MG,dewson_fernando_freitas_da_silva
164,17,Fluminense - RJ,Ponte Preta - SP,Domingo,11:00,Giulite Coutinho - Mesquita - RJ,igor_junio_benevenuto
165,17,São Paulo - SP,Chapecoense - SC,Domingo,11:00,Morumbi - Sao Paulo - SP,wagner_do_nascimento_magalhaes
166,17,Santos - SP,Cruzeiro - MG,Domingo,16:00,Vila Belmiro - Santos - SP,wagner_reway
167,17,Internacional - RS,Corinthians - SP,Domingo,16:00,Beira Rio - Porto Alegre - RS,elmo_alves_resende_cunha
168,17,Coritiba - PR,Flamengo - RJ,Domingo,16:00,Couto Pereira - Curitiba - PR,ricardo_marques_ribeiro
169,17,América - MG,Grêmio - RS,Domingo,18:30,Independência - Belo Horizonte - MG,raphael_claus
170,17,Botafogo - RJ,Palmeiras - SP,Domingo,18:30,Luso Brasileiro - Rio de Janeiro - RJ,heber_roberto_lopes
171,18,São Paulo - SP,Atlético - MG,Quinta,19:30,Morumbi - Sao Paulo - SP,leandro_pedro_vuaden
172,18,Cruzeiro - MG,Internacional - RS,Quinta,21:00,Independência - Belo Horizonte - MG,raphael_claus
173,18,Vitória - BA,Coritiba - PR,Quarta,19:30,Jóia da Princesa - Feira de Santana - BA,andre_luiz_de_freitas_castro
174,18,Fluminense - RJ,Figueirense - SC,Sábado,16:00,Giulite Coutinho - Mesquita - RJ,rodrigo_batista_raposo
175,18,Sport - PE,América - MG,Quarta,19:30,Ilha do Retiro - Recife - PE,heber_roberto_lopes
176,18,Santos - SP,Flamengo - RJ,Quarta,21:45,Arena Pantanal - Cuiaba - MT,dewson_fernando_freitas_da_silva
177,18,Atlético - PR,Corinthians - SP,Quarta,21:45,Arena da Baixada - Curitiba - PR,anderson_daronco
178,18,Ponte Preta - SP,Botafogo - RJ,Quinta,19:15,Moisés Lucarelli - Campinas - SP,ricardo_marques_ribeiro
179,18,Grêmio - RS,Santa Cruz - PE,Quinta,19:30,Arena do Grêmio - Porto Alegre - RS,luiz_flavio_de_oliveira
180,18,Chapecoense - SC,Palmeiras - SP,Quinta,21:30,Arena Condá - Chapeco - SC,wilton_pereira_sampaio
181,19,Corinthians - SP,Cruzeiro - MG,Segunda,21:00,Pacaembu - Sao Paulo - SP,dewson_fernando_freitas_da_silva
182,19,Flamengo - RJ,Atlético - PR,Sábado,18:30,Kleber Andrade - Cariacica - ES,emerson_de_almeida_ferreira
183,19,América - MG,Santos - SP,Domingo,11:00,Independência - Belo Horizonte - MG,pablo_dos_santos_alves
184,19,Figueirense - SC,Sport - PE,Domingo,18:30,Orlando Scarpelli - Florianopolis - SC,flavio_rodrigues_de_souza
185,19,Palmeiras - SP,Vitória - BA,Domingo,16:00,Allianz Parque - Sao Paulo - SP,braulio_da_silva_machado
186,19,Coritiba - PR,Ponte Preta - SP,Domingo,16:00,Couto Pereira - Curitiba - PR,anderson_daronco
187,19,Internacional - RS,Fluminense - RJ,Domingo,16:15,Beira Rio - Porto Alegre - RS,rafael_traci
188,19,Santa Cruz - PE,São Paulo - SP,Domingo,16:15,Arruda - Recife - PE,bruno_arleu_de_araujo
189,19,Botafogo - RJ,Grêmio - RS,Domingo,16:00,Luso Brasileiro - Rio de Janeiro - RJ,wagner_reway
190,19,Atlético - MG,Chapecoense - SC,Segunda,20:00,Independência - Belo Horizonte - MG,pericles_bassols_pegado_cortez
191,20,Vitória - BA,Santa Cruz - PE,Domingo,16:00,Manoel Barradas - Salvador - BA,emerson_de_almeida_ferreira
192,20,Ponte Preta - SP,Figueirense - SC,Sábado,18:30,Moisés Lucarelli - Campinas - SP,eduardo_tomaz_de_aquino_valadao
193,20,Sport - PE,Flamengo - RJ,Sábado,16:00,Arena Pernambuco - São Lourenço da Mata - PE,rodolpho_toski_marques
194,20,Fluminense - RJ,América - MG,Domingo,11:00,Kleber Andrade - Cariacica - ES,diego_almeida_real
195,20,Grêmio - RS,Corinthians - SP,Domingo,11:00,Arena do Grêmio - Porto Alegre - RS,braulio_da_silva_machado
196,20,Santos - SP,Atlético - MG,Domingo,16:00,Vila Belmiro - Santos - SP,wagner_do_nascimento_magalhaes
197,20,Cruzeiro - MG,Coritiba - PR,Domingo,16:00,Independência - Belo Horizonte - MG,jailson_macedo_freitas
198,20,São Paulo - SP,Botafogo - RJ,Domingo,16:15,Morumbi - Sao Paulo - SP,caio_max_augusto_vieira
199,20,Atlético - PR,Palmeiras - SP,Domingo,18:30,Arena da Baixada - Curitiba - PR,jean_pierre_goncalves_lima
200,20,Chapecoense - SC,Internacional - RS,Segunda,20:00,Arena Condá - Chapeco - SC,joao_batista_de_arruda
201,21,Corinthians - SP,Vitória - BA,Segunda,20:00,Arena Corinthians - Sao Paulo - SP,bruno_arleu_de_araujo
202,21,América - MG,Chapecoense - SC,Sexta,21:30,Independência - Belo Horizonte - MG,flavio_rodrigues_de_souza
203,21,Botafogo - RJ,Sport - PE,Sábado,21:00,Mário Helênio - Juiz de Fora - MG,jean_pierre_goncalves_lima
204,21,Flamengo - RJ,Grêmio - RS,Domingo,11:00,Mané Garrincha - Brasilia - DF,raphael_claus
205,21,Atlético - MG,Atlético - PR,Domingo,11:00,Independência - Belo Horizonte - MG,braulio_da_silva_machado
206,21,Palmeiras - SP,Ponte Preta - SP,Domingo,16:00,Allianz Parque - Sao Paulo - SP,heber_roberto_lopes
207,21,Internacional - RS,São Paulo - SP,Domingo,16:00,Beira Rio - Porto Alegre - RS,gilberto_rodrigues_castro_junior
208,21,Santa Cruz - PE,Fluminense - RJ,Domingo,16:00,Arruda - Recife - PE,luiz_flavio_de_oliveira
209,21,Figueirense - SC,Cruzeiro - MG,Domingo,18:30,Orlando Scarpelli - Florianopolis - SC,joao_batista_de_arruda
210,21,Coritiba - PR,Santos - SP,Domingo,18:00,Couto Pereira - Curitiba - PR,claudio_francisco_lima_e_silva
211,22,Ponte Preta - SP,Corinthians - SP,Sábado,16:00,Moisés Lucarelli - Campinas - SP,luiz_flavio_de_oliveira
212,22,Cruzeiro - MG,Santa Cruz - PE,Domingo,11:00,Mineirão - Belo Horizonte - MG,sandro_meira_ricci
213,22,Santos - SP,Figueirense - SC,Domingo,11:00,Vila Belmiro - Santos - SP,bruno_arleu_de_araujo
214,22,Fluminense - RJ,Palmeiras - SP,Domingo,16:00,Mané Garrincha - Brasilia - DF,ricardo_marques_ribeiro
215,22,São Paulo - SP,Coritiba - PR,Domingo,16:00,Morumbi - Sao Paulo - SP,francisco_carlos_do_nascimento
216,22,Grêmio - RS,Atlético - MG,Domingo,16:00,Arena do Grêmio - Porto Alegre - RS,claudio_francisco_lima_e_silva
217,22,Chapecoense - SC,Flamengo - RJ,Domingo,16:00,Arena Condá - Chapeco - SC,caio_max_augusto_vieira
218,22,Vitória - BA,América - MG,Domingo,18:30,Arena Fonte Nova - Salvador - BA,anderson_daronco
219,22,Sport - PE,Internacional - RS,Domingo,18:30,Arena Pernambuco - São Lourenço da Mata - PE,grazianni_maciel_rocha
220,22,Atlético - PR,Botafogo - RJ,Segunda,20:00,Arena da Baixada - Curitiba - PR,leandro_pedro_vuaden
221,23,Botafogo - RJ,Fluminense - RJ,Quarta,16:00,Luso Brasileiro - Rio de Janeiro - RJ,rodolpho_toski_marques
222,23,Figueirense - SC,Atlético - PR,Quarta,16:00,Orlando Scarpelli - Florianopolis - SC,pablo_dos_santos_alves
223,23,Santa Cruz - PE,Chapecoense - SC,Quarta,16:00,Arena Pernambuco - São Lourenço da Mata - PE,savio_pereira_sampaio
224,23,Atlético - MG,Vitória - BA,Quarta,19:30,Independência - Belo Horizonte - MG,jean_pierre_goncalves_lima
225,23,Flamengo - RJ,Ponte Preta - SP,Quarta,21:45,Kleber Andrade - Cariacica - ES,francisco_carlos_do_nascimento
