match_num,player_name_2,player_team,player_status
71,Yago Felipe,Figueirense - SC,out
71,Jefferson,Figueirense - SC,in
71,França,Figueirense - SC,out
71,Thiago Santana,Figueirense - SC,in
71,Elias,Figueirense - SC,out
71,Everaldo,Figueirense - SC,in
71,Alex,Internacional - RS,out
71,Taiberson,Internacional - RS,in
71,Artur,Internacional - RS,out
71,Alan Ruschel,Internacional - RS,in
71,Lisandro Lopez,Internacional - RS,out
71,Vitinho,Internacional - RS,in
72,Gabriel B.,Santos - SP,out
72,Neto Berola,Santos - SP,in
72,Gigio,Santos - SP,out
72,Leandro,Santos - SP,in
72,Marquinhos Gabriel,Santos - SP,out
72,Thiago Maia,Santos - SP,in
72,Petros,Corinthians - SP,out
72,Luciano,Corinthians - SP,in
72,Mendoza,Corinthians - SP,out
72,Edilson,Corinthians - SP,in
72,Edu Dracena,Corinthians - SP,out
72,Danilo,Corinthians - SP,in
73,Gabriel,Flamengo - RJ,out
73,Marcelo Cirino,Flamengo - RJ,in
73,Pará,Flamengo - RJ,out
73,Alan Patrick,Flamengo - RJ,in
73,Eduardo da Silva,Flamengo - RJ,out
73,Paulinho,Flamengo - RJ,in
73,Thiago Ribeiro,Atlético - MG,out
73,Dodo,Atlético - MG,in
73,Rafael Carioca,Atlético - MG,out
73,Josue,Atlético - MG,in
73,Giovanni Augusto,Atlético - MG,out
73,Leandro Donizete,Atlético - MG,in
74,Neto,Sport - PE,out
74,Marlone,Sport - PE,in
74,Maikon,Sport - PE,out
74,Samuel,Sport - PE,in
74,Andre,Sport - PE,out
74,Regis,Sport - PE,in
74,Biancucchi,Vasco da Gama - RJ,out
74,Julio dos Santos,Vasco da Gama - RJ,in
74,Riascos,Vasco da Gama - RJ,out
74,Julio Cesar,Vasco da Gama - RJ,in
74,Jhon,Vasco da Gama - RJ,out
74,Rafael Silva,Vasco da Gama - RJ,in
75,Douglas,Grêmio - RS,out
75,Edinho,Grêmio - RS,in
75,Pedro Rocha,Grêmio - RS,out
75,Yuri Mamute,Grêmio - RS,in
75,Giuliano,Grêmio - RS,out
75,Braian Rodriguez,Grêmio - RS,in
75,Robinho,Palmeiras - SP,out
75,Ze Roberto,Palmeiras - SP,in
75,Marcos,Palmeiras - SP,out
75,Cleiton Xavier,Palmeiras - SP,in
75,Gabriel,Palmeiras - SP,out
75,Amaral,Palmeiras - SP,in
76,Henrique,Cruzeiro - MG,out
76,Bruno Ramires,Cruzeiro - MG,in
76,Mayke,Cruzeiro - MG,out
76,Fabiano,Cruzeiro - MG,in
76,Para,Cruzeiro - MG,out
76,Joel,Cruzeiro - MG,in
76,Gil,Chapecoense - SC,out
76,Odair,Chapecoense - SC,in
76,Wagner,Chapecoense - SC,out
76,Hyoran,Chapecoense - SC,in
77,Thiago Mendes,São Paulo - SP,out
77,Edson,São Paulo - SP,in
77,Alexandre Pato,São Paulo - SP,out
77,Centurion,São Paulo - SP,in
77,Romario,Avaí - SC,out
77,Eltinho,Avaí - SC,in
77,Pablo,Avaí - SC,out
77,Andre Lima,Avaí - SC,in
77,Hugo,Avaí - SC,out
77,Romulo,Avaí - SC,in
78,Ytalo,Atlético - PR,out
78,Edigar Junio,Atlético - PR,in
78,Felipe,Atlético - PR,out
78,Giovanni,Atlético - PR,in
78,Douglas,Atlético - PR,out
78,Guilherme,Atlético - PR,in
78,Ruy,Coritiba - PR,out
78,Lucio Flavio,Coritiba - PR,in
78,Esquerdinha,Coritiba - PR,out
78,Rafhael Lucas,Coritiba - PR,in
78,Luis,Coritiba - PR,out
78,Helder,Coritiba - PR,in
79,Tiago Luis,Joinville - SC,out
79,Naldo,Joinville - SC,in
79,Augusto Cesar,Joinville - SC,out
79,Dankler,Joinville - SC,in
79,Lucas Crispim,Joinville - SC,out
79,Willian Popp,Joinville - SC,in
79,Rafael,Goiás - GO,out
79,Robert,Goiás - GO,in
79,Patrick,Goiás - GO,out
79,Wiliam,Goiás - GO,in
79,Clayton,Goiás - GO,out
79,Lucas,Goiás - GO,in
80,Wagner,Fluminense - RJ,out
80,Gustavo Scarpa,Fluminense - RJ,in
80,Marlon,Fluminense - RJ,out
80,Victor Oliveira,Fluminense - RJ,in
80,Gerson,Fluminense - RJ,out
80,Marcos Jr,Fluminense - RJ,in
80,Renato Caja,Ponte Preta - SP,out
80,Leandro,Ponte Preta - SP,in
80,Borges,Ponte Preta - SP,out
80,Ronei,Ponte Preta - SP,in
80,Josimar,Ponte Preta - SP,out
80,Juninho,Ponte Preta - SP,in
