,match_num,player_name_2,player_team,player_status
0,31,Diego,Ponte Preta - SP,out
1,31,Borges,Ponte Preta - SP,in
2,31,Diego,Ponte Preta - SP,out
3,31,Juninho,Ponte Preta - SP,in
4,31,Rildo,Ponte Preta - SP,out
5,31,Felipe Azevedo,Ponte Preta - SP,in
6,31,Bruno Silva,Chapecoense - SC,out
7,31,Wiliam Barbio,Chapecoense - SC,in
8,31,Ananias,Chapecoense - SC,out
9,31,Wagner,Chapecoense - SC,in
10,31,Hyoran,Chapecoense - SC,out
11,31,Abuda,Chapecoense - SC,in
12,32,Wellington Paulista,Coritiba - PR,out
13,32,Giva,Coritiba - PR,in
14,32,João Paulo,Coritiba - PR,out
15,32,Paulo,Coritiba - PR,in
16,32,Ruy,Coritiba - PR,out
17,32,Negueba,Coritiba - PR,in
18,32,Anderson,Avaí - SC,out
19,32,Romulo,Avaí - SC,in
20,32,Hugo,Avaí - SC,out
21,32,Roberto,Avaí - SC,in
22,32,Pablo,Avaí - SC,out
23,32,Andre Lima,Avaí - SC,in
24,33,Marcelinho Paraiba,Joinville - SC,out
25,33,Niltinho,Joinville - SC,in
26,33,Tiago Luis,Joinville - SC,out
27,33,Italo,Joinville - SC,in
28,33,Naldo,Joinville - SC,out
29,33,Rafael Costa,Joinville - SC,in
30,33,Douglas,Atlético - PR,out
31,33,Edigar Junio,Atlético - PR,in
32,33,Nikao,Atlético - PR,out
33,33,Ytalo,Atlético - PR,in
34,33,Giovanni,Atlético - PR,out
35,33,Jadson,Atlético - PR,in
36,34,Ralf,Corinthians - SP,out
37,34,Mendoza,Corinthians - SP,in
38,34,Fagner,Corinthians - SP,out
39,34,Edilson,Corinthians - SP,in
40,34,Petros,Corinthians - SP,out
41,34,Danilo,Corinthians - SP,in
42,34,Marcos,Palmeiras - SP,out
43,34,Amaral,Palmeiras - SP,in
44,34,Lucas,Palmeiras - SP,out
45,34,Ayrton,Palmeiras - SP,in
46,34,Kelvin,Palmeiras - SP,out
47,34,Weverson,Palmeiras - SP,in
48,35,Rever,Internacional - RS,out
49,35,Paulão,Internacional - RS,in
50,35,Taiberson,Internacional - RS,out
51,35,Alisson Farias,Internacional - RS,in
52,35,Vitinho,Internacional - RS,out
53,35,Nilton,Internacional - RS,in
54,35,Luis Fabiano,São Paulo - SP,out
55,35,Centurion,São Paulo - SP,in
56,35,Michel Bastos,São Paulo - SP,out
57,35,Wesley,São Paulo - SP,in
58,35,Alexandre Pato,São Paulo - SP,out
59,35,Joao Paulo,São Paulo - SP,in
60,36,Giovanni Augusto,Atlético - MG,out
61,36,Leandro Donizete,Atlético - MG,in
62,36,Patric,Atlético - MG,out
63,36,Carlos Cesar,Atlético - MG,in
64,36,Datolo,Atlético - MG,out
65,36,Dodo,Atlético - MG,in
66,36,Riascos,Vasco da Gama - RJ,out
67,36,Yago,Vasco da Gama - RJ,in
68,36,Rafael Silva,Vasco da Gama - RJ,out
69,36,Bernardo,Vasco da Gama - RJ,in
70,36,Julio dos Santos,Vasco da Gama - RJ,out
71,36,Marcio,Vasco da Gama - RJ,in
72,37,Patrick,Goiás - GO,out
73,37,Robert,Goiás - GO,in
74,37,Erik,Goiás - GO,out
75,37,Ruan,Goiás - GO,in
76,37,Felipe,Goiás - GO,out
77,37,Fred,Goiás - GO,in
78,37,Yuri Mamute,Grêmio - RS,out
79,37,Braian Rodriguez,Grêmio - RS,in
80,37,Galhardo,Grêmio - RS,out
81,37,Fellipe,Grêmio - RS,in
82,37,Pedro Rocha,Grêmio - RS,out
83,37,Everton,Grêmio - RS,in
84,38,Gigio,Santos - SP,out
85,38,Gabriel B.,Santos - SP,in
86,38,Daniel Guedes,Santos - SP,out
87,38,Chiquinho,Santos - SP,in
88,38,Ricardo Oliveira,Santos - SP,out
89,38,Rafael Longuine,Santos - SP,in
90,38,Maikon,Sport - PE,out
91,38,Elber,Sport - PE,in
92,38,Regis,Sport - PE,out
93,38,Diego Souza,Sport - PE,in
94,38,Joelinton,Sport - PE,out
95,38,Mike,Sport - PE,in
96,39,Pará,Flamengo - RJ,out
97,39,Gabriel,Flamengo - RJ,in
98,39,Arthur,Flamengo - RJ,out
99,39,Marcelo Cirino,Flamengo - RJ,in
100,39,Caceres,Flamengo - RJ,out
101,39,Eduardo da Silva,Flamengo - RJ,in
102,39,Fred,Fluminense - RJ,out
103,39,Marlone,Fluminense - RJ,in
104,39,Vinicius,Fluminense - RJ,out
105,39,Wellington Silva,Fluminense - RJ,in
106,39,Gerson,Fluminense - RJ,out
107,39,Pierre,Fluminense - RJ,in
108,40,Rafael Bastos,Figueirense - SC,out
109,40,Carlos Alberto,Figueirense - SC,in
110,40,Marquinhos Pedroso,Figueirense - SC,out
111,40,Roberto Cereceda,Figueirense - SC,in
112,40,Willian,Cruzeiro - MG,out
113,40,Alisson,Cruzeiro - MG,in
114,40,Willians,Cruzeiro - MG,out
115,40,Charles,Cruzeiro - MG,in
