match_num,player_name_2,player_team,player_status
251,Jean,Fluminense - RJ,out
251,Vinicius,Fluminense - RJ,in
251,Marcos Jr,Fluminense - RJ,out
251,Michael,Fluminense - RJ,in
251,Gerson,Fluminense - RJ,out
251,Osvaldo,Fluminense - RJ,in
251,Alecsandro,Palmeiras - SP,out
251,Lucas Barrios,Palmeiras - SP,in
251,Egidio,Palmeiras - SP,out
251,Rafael Marques,Palmeiras - SP,in
251,Marcos,Palmeiras - SP,out
251,Allione,Palmeiras - SP,in
252,Lucas Crispim,Joinville - SC,out
252,Marcelo Costa,Joinville - SC,in
252,Marcelinho Paraiba,Joinville - SC,out
252,Kempes,Joinville - SC,in
252,Kadu,Joinville - SC,out
252,Yuri,Joinville - SC,in
252,Maikon,Sport - PE,out
252,Elber,Sport - PE,in
252,Ferrugem,Sport - PE,out
252,Samuel,Sport - PE,in
252,Hernane,Sport - PE,out
252,Regis,Sport - PE,in
253,Sueliton,Figueirense - SC,out
253,França,Figueirense - SC,in
253,Elias,Figueirense - SC,out
253,Marcao,Figueirense - SC,in
253,Yago Felipe,Figueirense - SC,out
253,Joao Vitor,Figueirense - SC,in
253,Everton Silva,Avaí - SC,out
253,Anderson,Avaí - SC,in
253,Rudnei,Avaí - SC,out
253,Tinga,Avaí - SC,in
253,Adriano,Avaí - SC,out
253,Claudinei,Avaí - SC,in
254,Ytalo,Atlético - PR,out
254,Ewandro,Atlético - PR,in
254,Deivid,Atlético - PR,out
254,Hernandez,Atlético - PR,in
254,Roberto,Atlético - PR,out
254,Sidcley,Atlético - PR,in
254,M. Grohe,Grêmio - RS,out
254,Tiago,Grêmio - RS,in
254,Douglas,Grêmio - RS,out
254,Bobo,Grêmio - RS,in
254,Galhardo,Grêmio - RS,out
254,Willian Schuster,Grêmio - RS,in
255,Ricardo Oliveira,Santos - SP,out
255,Vitor Bueno,Santos - SP,in
255,Lucas Lima,Santos - SP,out
255,Weverson,Santos - SP,in
255,Gabriel B.,Santos - SP,out
255,Marco,Santos - SP,in
255,Giovanni Augusto,Atlético - MG,out
255,Dodo,Atlético - MG,in
255,Luan,Atlético - MG,out
255,Cardenas,Atlético - MG,in
255,Carlos Alberto Carvalho,Atlético - MG,out
255,Thiago Ribeiro,Atlético - MG,in
256,Wellington,Internacional - RS,out
256,Lisandro Lopez,Internacional - RS,in
256,Valdivia,Internacional - RS,out
256,Adniellyson,Internacional - RS,in
256,Vitinho,Internacional - RS,out
256,Rafael Moura,Internacional - RS,in
256,Uendel,Corinthians - SP,out
256,Edilson,Corinthians - SP,in
256,Ralf,Corinthians - SP,out
256,Cristian,Corinthians - SP,in
256,Malcom,Corinthians - SP,out
256,Angel Romero,Corinthians - SP,in
257,Marquinhos,Cruzeiro - MG,out
257,De Arrascaeta,Cruzeiro - MG,in
257,Bruno Rodrigo,Cruzeiro - MG,out
257,Paulo Andre,Cruzeiro - MG,in
257,Ariel Cabral,Cruzeiro - MG,out
257,Vinicius Araujo,Cruzeiro - MG,in
257,Nene,Vasco da Gama - RJ,out
257,Andrezinho,Vasco da Gama - RJ,in
257,Serginho,Vasco da Gama - RJ,out
257,Renato Kayzer,Vasco da Gama - RJ,in
257,Herrera,Vasco da Gama - RJ,out
257,Thalles,Vasco da Gama - RJ,in
258,Wesley,São Paulo - SP,out
258,Auro,São Paulo - SP,in
258,Carlinhos,São Paulo - SP,out
258,Centurion,São Paulo - SP,in
258,Alexandre Pato,São Paulo - SP,out
258,Rogerio,São Paulo - SP,in
258,Tiago Luis,Chapecoense - SC,out
258,Tulio de Melo,Chapecoense - SC,in
258,Wiliam Barbio,Chapecoense - SC,out
258,Camilo,Chapecoense - SC,in
258,Ananias,Chapecoense - SC,out
258,Hyoran,Chapecoense - SC,in
259,Patrick,Goiás - GO,out
259,Liniker,Goiás - GO,in
259,Erik,Goiás - GO,out
259,Murilo,Goiás - GO,in
259,David França,Goiás - GO,out
259,Juliano,Goiás - GO,in
259,Borges,Ponte Preta - SP,out
259,Alexandro,Ponte Preta - SP,in
259,Josimar,Ponte Preta - SP,out
259,Elton,Ponte Preta - SP,in
259,Bady,Ponte Preta - SP,out
259,Cristian,Ponte Preta - SP,in
260,Everton,Flamengo - RJ,out
260,Marcelo Cirino,Flamengo - RJ,in
260,Paulinho,Flamengo - RJ,out
260,Eder,Flamengo - RJ,in
260,Hector,Flamengo - RJ,out
260,Almir,Flamengo - RJ,in
260,K. Giacomazzi,Coritiba - PR,out
260,Paulo,Coritiba - PR,in
260,H. Almeida,Coritiba - PR,out
260,Thiago,Coritiba - PR,in
260,Negueba,Coritiba - PR,out
260,Rafhael Lucas,Coritiba - PR,in
