match_num,player_name_2,team_name_3,player_status,team_id,player_id,match_name,match_nickname,match_ratio
301,Marcos Guilherme,São Paulo - SP,out,276,83266,Marcos Guilherme de Almeida Santos Matos,Marcos Guilherme ,100
301,Denilson,São Paulo - SP,in,276,84718,Denilson Pereira Junior,Denilson,100
301,Cueva,São Paulo - SP,out,276,82411,Christian Alberto Cueva Bravo,Cueva,100
301,Jonatan Gomez,São Paulo - SP,in,276,94857,Jonatan David Gomez Ospina,Jonatan Gomez,100
301,Alison,Santos - SP,out,277,73974,Alison Lopes Ferreira,Alison,100
301,Sergio,Santos - SP,in,277,88002,Sergio Antonio Soler de Oliveira Junior,Serginho,100
301,Lucas Lima,Santos - SP,out,277,80583,Lucas Rafael Araujo Lima,Lucas Lima,100
301,Copete,Santos - SP,in,277,77959,Jonathan Copete Valencia,Copete,100
301,Matheus Sousa de Jesus,Santos - SP,out,277,95335,Matheus Sousa de Jesus,Matheus Jesus,100
301,Kayke,Santos - SP,in,277,50402,Kayke Moreno de Andrade Rodrigues,Kayke,100
302,Everton,Flamengo - RJ,out,262,"[50301, 51772]","['Everton Cardoso da Silva', 'Éverton Augusto de Barros Ribeiro']","['Everton', 'Éverton Ribeiro']","[100, 86]"
302,Vinicius Jr.,Flamengo - RJ,in,262,99535,Vinicius José Paixão de Oliveira Junior,Vinicius Junior,85
302,Lucas Paquetá,Flamengo - RJ,out,262,94930,Lucas Tolentino Coelho de Lima,Lucas Paquetá,100
302,Felipe Vizeu,Flamengo - RJ,in,262,94138,Felipe dos Reis Pereira Vizeu do Carmo,Felipe Vizeu,100
302,Andy,Vasco da Gama - RJ,out,267,"[52618, 62129, 63172, 68896, 69249, 71704, 78077, 81684, 89150, 93108, 95780]","['Anderson Vieira Martins', 'Wellington Aparecido Martins', 'Paulo Marcos de Jesus Ribeiro', 'Ramon de Morais Motta ', 'Martín Andrés Silva', 'Andrés Ramiro Escobar Díaz', 'Madson Ferreira dos Santos', 'Andrés Lorenzo Ríos', 'Jean Carlos de Souza Irmer', 'Mateus da Silva Vital Assumpção', 'José Ricardo Mannarino']","['Anderson Martins', 'Wellington', 'Paulão', 'Ramon', 'Martín Silva', 'Manga Escobar', 'Madson', 'Andrés Ríos', 'Jean', 'Mateus Vital', 'Zé Ricardo']",
302,Caio Monteiro,Vasco da Gama - RJ,in,267,93789,Caio Monteiro Costa,Caio Monteiro,100
302,Nene,Vasco da Gama - RJ,out,267,38913,Anderson Luiz de Carvalho,Nenê,86
302,Manga,Vasco da Gama - RJ,in,267,"[71704, 95780]","['Andrés Ramiro Escobar Díaz', 'José Ricardo Mannarino']","['Manga Escobar', 'Zé Ricardo']","[100, 80]"
302,Yago,Vasco da Gama - RJ,out,267,80196,Glaybson Yago Souza Lisboa,Yago Pikachu,100
302,Gilberto,Vasco da Gama - RJ,in,267,80313,Gilberto Moraes Júnior,Gilberto ,100
303,Sidcley,Atlético - PR,out,293,86764,Sidcley Ferreira Pereira,Sidcley,100
303,Gedoz,Atlético - PR,in,293,87864,,Felipe Gedoz ,100
303,Lucas Ribamar,Atlético - PR,out,293,94068,Lucas Ribamar Lopes dos Santos Bibiano,Ribamar,100
303,Douglas,Atlético - PR,in,293,82469,Douglas Coutinho Gomes de Souza,Douglas Coutinho ,100
303,Lucho Gonzalez,Atlético - PR,out,293,71479,Luis Oscar González,Lucho González,96
303,Matheus,Atlético - PR,in,293,86766,Matheus Rossetto,Matheus Rossetto,100
303,Luiz Antonio,Chapecoense - SC,out,315,74060,Luiz Antonio de Souza Soares,Luiz Antonio ,100
303,Nadson,Chapecoense - SC,in,315,80140,Nadson da Silva Almeida,Nadson,100
303,Arthur,Chapecoense - SC,out,315,80337,Arthur Caíke do Nascimento Cruz,Arthur ,100
303,Joao Pedro,Chapecoense - SC,in,315,89273,João Pedro Maturano dos Santos,João Pedro ,95
303,Amaral,Chapecoense - SC,out,315,42232,William José de Souza,Amaral,100
303,Elicarlos,Chapecoense - SC,in,315,50313,Elicarlos Souza Santos,Elicarlos,100
304,Douglas,Fluminense - RJ,out,266,92497,Douglas Augusto Soares Gomes,Douglas,100
304,Matheus Alessandro,Fluminense - RJ,in,266,97527,Matheus Alessandro dos Santos Pereira,Matheus Alessandro,100
304,Marcos Jr,Fluminense - RJ,out,266,80188,Marcos Junio Lima dos Santos,Marcos Junior,89
304,Wellington Silva,Fluminense - RJ,in,266,68895,Wellington Alves da Silva,Wellington Silva,100
304,Hernane,Bahia - BA,out,265,"[72386, 90933]","['Hernane Vidal Souza', 'Jean Paulo Fernandes Filho']","['Hernane', 'Jean']","[100, 86]"
304,Allione,Bahia - BA,in,265,84585,Agustín Lionel Allione,Allione,100
304,Regis,Bahia - BA,out,265,"[82647, 87486, 39355]","['Régis Augusto Salmazzo', nan, 'Paulo César Carpegiani']","['Régis', 'Matheus Reis', 'Carpegiani']","[89, 89, 80]"
304,Matheus Sales,Bahia - BA,in,265,89285,,Matheus Sales,100
304,Lucas Fonseca,Bahia - BA,out,265,80189,Lucas Fonseca da Silva,Lucas Fonseca,100
304,Thiago Martins,Bahia - BA,in,265,"[83615, 79042]","['Thiago Martins Bueno', 'Tiago Pagnussat']","['Thiago Martins', 'Tiago ']","[100, 83]"
305,Robinho,Atlético - MG,out,282,38246,,Robinho,100
305,Clayton,Atlético - MG,in,282,81770,Clayton Silveira da Silva,Clayton,100
305,Valdivia,Atlético - MG,out,282,85423,Wanderson Ferreira de Oliveira,Valdívia,93
305,Cazares,Atlético - MG,in,282,81682,Juan Ramón Cazares Sevillano,Cazares,100
305,Otero,Atlético - MG,out,282,83004,Rómulo Otero Vásquez,Otero,100
305,Rafael Moura,Atlético - MG,in,282,37655,Rafael Martiniano de Miranda Moura,Rafael Moura,100
305,Pimpao,Botafogo - RJ,out,263,68901,Rodrigo Pimpão Viana,Rodrigo Pimpão,83
