round_num,query_time,player_id,status_id
36,2018-11-18 14:00:00,37604,Dúvida
36,2018-11-18 14:00:00,37281,Provável
36,2018-11-18 14:00:00,38100,Nulo
36,2018-11-18 14:00:00,38067,Provável
36,2018-11-18 14:00:00,36540,Contundido
36,2018-11-18 14:00:00,38001,Nulo
36,2018-11-18 14:00:00,38509,Contundido
36,2018-11-18 14:00:00,37607,Provável
36,2018-11-18 14:00:00,38109,Provável
36,2018-11-18 14:00:00,50307,Nulo
36,2018-11-18 14:00:00,38909,Dúvida
36,2018-11-18 14:00:00,38908,Nulo
36,2018-11-18 14:00:00,38738,Nulo
36,2018-11-18 14:00:00,38913,Provável
36,2018-11-18 14:00:00,38957,Nulo
36,2018-11-18 14:00:00,38910,Provável
36,2018-11-18 14:00:00,40990,Provável
36,2018-11-18 14:00:00,41218,Contundido
36,2018-11-18 14:00:00,42116,Nulo
36,2018-11-18 14:00:00,41929,Provável
36,2018-11-18 14:00:00,42138,Nulo
36,2018-11-18 14:00:00,40025,Provável
36,2018-11-18 14:00:00,42145,Dúvida
36,2018-11-18 14:00:00,42411,Provável
36,2018-11-18 14:00:00,42499,Provável
36,2018-11-18 14:00:00,42234,Provável
36,2018-11-18 14:00:00,42491,Provável
36,2018-11-18 14:00:00,42232,Provável
36,2018-11-18 14:00:00,42500,Provável
36,2018-11-18 14:00:00,42501,Nulo
36,2018-11-18 14:00:00,49651,Provável
36,2018-11-18 14:00:00,43618,Provável
36,2018-11-18 14:00:00,49674,Nulo
36,2018-11-18 14:00:00,49673,Dúvida
36,2018-11-18 14:00:00,50313,Nulo
36,2018-11-18 14:00:00,50301,Provável
36,2018-11-18 14:00:00,50324,Dúvida
36,2018-11-18 14:00:00,50294,Contundido
36,2018-11-18 14:00:00,50362,Nulo
36,2018-11-18 14:00:00,50328,Nulo
36,2018-11-18 14:00:00,50401,Nulo
36,2018-11-18 14:00:00,50402,Nulo
36,2018-11-18 14:00:00,38140,Nulo
36,2018-11-18 14:00:00,39431,Provável
36,2018-11-18 14:00:00,50407,Nulo
36,2018-11-18 14:00:00,68817,Nulo
36,2018-11-18 14:00:00,37656,Provável
36,2018-11-18 14:00:00,37655,Provável
36,2018-11-18 14:00:00,37645,Nulo
36,2018-11-18 14:00:00,37657,Provável
36,2018-11-18 14:00:00,37662,Nulo
36,2018-11-18 14:00:00,37701,Dúvida
36,2018-11-18 14:00:00,37717,Nulo
36,2018-11-18 14:00:00,37694,Dúvida
36,2018-11-18 14:00:00,38928,Provável
36,2018-11-18 14:00:00,37792,Provável
36,2018-11-18 14:00:00,37770,Contundido
36,2018-11-18 14:00:00,37718,Nulo
36,2018-11-18 14:00:00,37798,Nulo
36,2018-11-18 14:00:00,37851,Nulo
36,2018-11-18 14:00:00,61985,Nulo
36,2018-11-18 14:00:00,38523,Provável
36,2018-11-18 14:00:00,37899,Nulo
36,2018-11-18 14:00:00,38545,Provável
36,2018-11-18 14:00:00,62047,Provável
36,2018-11-18 14:00:00,62024,Nulo
36,2018-11-18 14:00:00,38695,Contundido
36,2018-11-18 14:00:00,62009,Dúvida
36,2018-11-18 14:00:00,38573,Nulo
36,2018-11-18 14:00:00,38632,Provável
36,2018-11-18 14:00:00,62129,Suspenso
36,2018-11-18 14:00:00,62127,Nulo
36,2018-11-18 14:00:00,62023,Provável
36,2018-11-18 14:00:00,62104,Provável
36,2018-11-18 14:00:00,62136,Provável
36,2018-11-18 14:00:00,62137,Provável
36,2018-11-18 14:00:00,63013,Nulo
36,2018-11-18 14:00:00,63110,Nulo
36,2018-11-18 14:00:00,63058,Provável
36,2018-11-18 14:00:00,63128,Provável
36,2018-11-18 14:00:00,62974,Provável
36,2018-11-18 14:00:00,63194,Provável
36,2018-11-18 14:00:00,63082,Dúvida
36,2018-11-18 14:00:00,63219,Provável
36,2018-11-18 14:00:00,63158,Provável
36,2018-11-18 14:00:00,63119,Contundido
36,2018-11-18 14:00:00,63122,Nulo
36,2018-11-18 14:00:00,63172,Nulo
36,2018-11-18 14:00:00,63354,Provável
36,2018-11-18 14:00:00,68696,Provável
36,2018-11-18 14:00:00,63422,Dúvida
36,2018-11-18 14:00:00,63289,Provável
36,2018-11-18 14:00:00,68744,Nulo
36,2018-11-18 14:00:00,68770,Provável
