round_num,player_id,player_name,player_nickname,position,team_id,G,A,FT,FD,FF,FS,PP,I,PE,SG,DP,DD,RB,GC,CV,CA,GS,FC,total_score,current_price,price_delta
11,38632,Matheus Ferraz Pereira,Matheus Ferraz,ZAG,327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.7,5.22,-0.33
11,38909,Diego Ribas da Cunha,Diego,MEI,262,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.3,10.44,1.28
11,61033,Rodrigo Eduardo Costa Marinho,Rodriguinho,MEI,264,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,20.69,-1.27
11,37655,Rafael Martiniano de Miranda Moura,Rafael Moura,ATA,327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,10.43,-1.65
11,50401,Gerson Alencar de Lima Junior,Gerson Magrão,MEI,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,2.58,0.11
11,50421,Wesley Lopes Beltrame,Wesley,MEI,327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.07,0.33
11,72097,Giovanni Palmieri dos Santos,Giovanni,LAT,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-3.9,6.36,-1.42
11,62137,Enderson Alves Moreira,Enderson Moreira,TEC,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,9.91,-0.16
11,60788,Marcos Antônio da Silva Gonçalves,Marquinhos,ATA,327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.1,6.4,-0.56
11,87402,Messias Rodrigues da Silva Júnior,Messias,ZAG,327,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.7,8.59,-0.63
11,82381,Adilson dos Anjos Oliveira,Juninho,MEI,327,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.7,9.34,1.42
11,85930,Aylon Darwin Tavella,Aylon,ATA,327,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-1.3,6.23,-0.32
11,88423,Aderlan de Lima Silva,Aderlan,LAT,327,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,-0.3,3.14,-0.83
11,88002,Sergio Antonio Soler de Oliveira Junior,Serginho,MEI,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,17.07,-0.67
