round_num,player_id,player_name,player_nickname,position,team_id,G,A,FT,FD,FF,FS,PP,I,PE,SG,DP,DD,RB,GC,CV,CA,GS,FC,total_score,current_price,price_delta
1,36443,,Dida,GOL,285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,10.6,1.6
1,36540,Juan Silveira dos Santos,Juan,ZAG,285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2.0,12.88,-2.12
1,36612,,Zé Roberto,MEI,284,0,0,0,1,2,4,0,0,1,0,0,0,1,0,0,0,0,1,5.3,20.68,-1.32
1,36775,,Marcos Assunção,MEI,316,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2.8,5.91,0.91
1,36792,,Araújo,ATA,290,0,0,0,0,1,4,0,1,2,0,0,0,0,0,0,0,0,1,1.1,12.95,-3.05
1,36802,,Ronaldinho Gaúcho,MEI,282,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-0.1,18.86,-6.14
1,36856,,Celso Roth,TEC,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.68,2.68
1,36934,,Muricy Ramalho,TEC,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92,18.87,2.87
1,36940,,Oswaldo De Oliveira,TEC,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,12.83,-0.17
1,36943,,Paulo Autuori,TEC,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,10.99,-0.01
1,37246,Ney Franco da Silveira Júnior,Ney Franco,TEC,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,4.38,0.38
1,37281,Luis Antônio Venker de Menezes,Mano Menezes,TEC,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,12.92,0.92
1,37306,Gilson Kleina,Gilson Kleina,TEC,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,7.51,0.51
1,37627,,Diguinho,MEI,266,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,1,2.5,8.71,-0.29
1,37645,,Marcelo Mattos,MEI,263,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,5,-2.9,2.35,-3.65
1,37655,Rafael Martiniano de Miranda Moura,Rafael Moura,ATA,285,0,0,0,2,1,1,0,0,4,0,0,0,0,0,0,0,0,3,0.5,6.44,-1.56
1,37656,Fábio Deivson Lopes Maciel,Fábio,GOL,283,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4.0,18.93,-2.07
1,37663,,Julio Cesar,LAT,263,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,-1.2,5.15,-2.85
1,37673,,Alecsandro,ATA,262,0,0,0,1,0,2,0,3,2,0,0,0,2,0,0,0,0,2,2.3,5.53,0.53
1,37674,Wagner Ferreira dos Santos,Wagner,MEI,266,0,0,0,1,2,2,0,0,4,0,0,0,0,0,0,0,0,2,1.2,11.51,-2.49
1,37684,,Chicão,ZAG,262,0,0,0,1,0,2,0,1,1,1,0,0,2,0,0,0,0,1,9.1,10.68,5.68
1,37688,Cícero Santos,Cícero,MEI,266,0,0,0,1,2,2,0,0,4,0,0,0,0,0,0,0,0,2,1.2,19.09,-4.91
1,37701,Leonardo da Silva Moura,Léo Moura,LAT,262,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,1,0.4,16.97,-5.03
1,37705,,Juan,LAT,287,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,6,-2.9,5.38,-4.62
1,37718,Marcos Arouca da Silva,Arouca,MEI,277,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,3.3,16.13,-1.87
1,37783,,Ramon,MEI,290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.54,-0.46
1,37789,,Bolívar,ZAG,263,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3.2,12.27,-0.73
1,37792,Edimo Ferreira Campos,Edinho,MEI,284,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,3,-2.5,2.65,-3.35
1,37794,,Tinga,MEI,283,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,1,0,3,-1.7,1.74,-2.26
1,37795,,Jorge Wagner,MEI,263,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,-1.1,10.53,-4.47
1,37798,Rafael Augusto Sobis do Nascimento,Rafael Sobis,ATA,266,1,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,1,12.3,13.1,8.1
1,37826,,Paulo Baier,MEI,288,1,0,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,8.7,14.16,4.16
1,37899,,Renan,GOL,290,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,17.0,16.66,11.66
1,37919,,Luis Fabiano,ATA,276,1,1,0,1,0,4,0,4,2,0,0,0,0,0,0,0,0,2,12.4,26.81,3.81
1,37941,,Borges,ATA,283,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3.6,11.82,-0.18
1,37958,,Felipe,GOL,262,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.0,19.69,1.69
1,37983,,Ricardo Conceição,MEI,315,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,2.1,5.38,0.38
1,37984,,Aranha,GOL,277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,12.88,-3.12
1,38021,,Wendel,MEI,292,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,4,0.9,2.95,-0.05
1,38055,,Rogério Ceni,GOL,276,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,10.4,23.02,3.02
1,38074,,Ygor,MEI,285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7,3.56,0.56
1,38100,Severino dos Ramos Durval da Silva,Durval,ZAG,292,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,-0.9,7.65,-3.35
1,38108,,Jorge Henrique,ATA,285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,10.0,-3.0
1,38109,Jefferson de Oliveira Galvão,Jefferson,GOL,263,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3.0,18.93,-3.07
1,38140,Fernando Buttenbender Prass,Fernando Prass,GOL,275,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,1,0,7.4,17.72,1.72
1,38162,Frederico Chaves Guedes,Fred,ATA,266,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,14.1,29.61,4.61
1,38194,,Antônio Carlos,ZAG,276,1,0,0,2,0,1,0,0,2,1,0,0,1,0,0,0,0,0,16.6,16.36,11.36
1,38196,Maicon Thiago Pereira de Souza,Maicon,MEI,276,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2.8,7.42,0.42
1,38219,,Alex,MEI,285,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,3,3.1,15.22,-1.78
1,38229,Fábio Santos Romeu,Fábio Santos,LAT,264,0,0,0,0,0,2,0,0,6,1,0,0,2,0,0,0,0,1,7.1,12.19,3.19
1,38231,Diego Tardelli Martins,Diego Tardelli,ATA,282,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,1.1,16.74,-4.26
1,38311,Márcio Rodrigues Araújo,Márcio Araújo,MEI,262,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,1,3.0,7.57,0.57
1,38315,Jadson Rodrigues da Silva,Jadson,MEI,264,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,-1.3,15.68,-6.32
1,38394,Thiago Heleno Henrique Ferreira,Thiago Heleno,ZAG,316,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,-3.7,1.74,-4.26
1,38425,,Fábio Ferreira,ZAG,288,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3.7,7.35,1.35
1,38431,Diego Cavalieri,Diego Cavalieri,GOL,266,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.7,17.19,-0.81
1,38432,,Wendel,LAT,275,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,4.3,13.1,0.1
1,38435,,Valdivia,MEI,275,0,1,0,1,0,2,0,0,4,0,0,0,1,0,0,1,0,2,4.5,20.07,-1.93
1,38440,,Pierre,MEI,282,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,6,0.0,6.82,-2.18
1,38451,Carlos Andrade Souza,Carlinhos,LAT,266,0,0,0,1,0,4,0,0,4,1,0,0,1,0,0,0,0,0,8.5,19.31,2.31
1,38507,,Rafael Miranda,MEI,265,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,-0.6,2.58,-1.42
1,38523,Edílson Mendes Guimarães,Edílson,LAT,263,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,-0.4,7.27,-2.73
1,38573,Nílton Ferreira Júnior,Nilton,MEI,283,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,6,5.4,16.21,0.21
1,38579,,Rodrigo Mancha,MEI,292,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,-4.6,0.76,-4.24
1,38695,David França Oliveira e Silva,David,MEI,290,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7,7.35,-0.65
1,38960,,Zé Eduardo,ATA,294,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.2,10.0,-2.0
1,39230,,Neto Coruja,MEI,287,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2.6,5.0,1.0
1,39850,Vagner Carmo Mancini,Vagner Mancini,TEC,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,5.12,-0.88
1,40006,Abel Carlos da Silva Braga,Abel Braga,TEC,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,15.6,0.6
1,40904,,Julio Cesar,ATA,294,0,0,0,1,1,8,0,1,1,0,0,0,0,0,0,0,0,2,3.9,7.5,1.5
1,41218,Alessandro Beti Rosa,Magrão,GOL,292,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,10.2,14.54,5.54
1,41364,,Lincoln,MEI,265,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,1,3.4,9.39,0.39
1,41519,,Lúcio,ZAG,275,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,-0.2,13.48,-4.52
1,41946,,Caio Júnior,TEC,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,4.46,0.46
1,42116,Willian Gomes de Siqueira,Willian,ATA,283,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,3,-1.2,11.97,-5.03
1,42118,,Neto Baiano,ATA,292,1,0,0,1,0,4,0,1,2,0,0,0,0,0,0,1,0,3,6.4,8.63,3.63
1,42145,Egídio de Araújo Pereira Júnior,Egídio,LAT,283,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,3,0.1,10.68,-3.32
1,42222,Osvaldo Lourenço Filho,Osvaldo,ATA,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.12,-3.88
1,42232,William José de Souza,Amaral,MEI,290,0,0,0,0,1,0,0,1,4,0,0,0,3,0,0,0,0,2,3.1,7.65,0.65
1,42234,Cássio Ramos,Cássio,GOL,264,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,7.4,20.0,1.0
1,42499,Bruno Vieira do Nascimento,Bruno,LAT,266,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,3,3.9,12.8,-0.2
1,42500,Fagner Conserva Lemos,Fagner,LAT,264,0,0,0,0,0,1,0,1,1,1,0,0,3,0,0,0,0,4,7.8,9.69,4.69
1,49674,Fabricio dos Santos Silva,Fabrício,LAT,285,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,4.4,12.42,0.42
1,49675,Alexandre Rodrigues da Silva,Alexandre Pato,ATA,276,0,1,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,1,5.4,18.48,-0.52
1,50284,,Wilson,GOL,287,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,4.5,17.04,-0.96
1,50292,,Paulinho Dias,MEI,293,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,1,0,4,-0.5,3.41,-1.59
1,50294,Guilherme Milhomem Gusmão,Guilherme,ATA,282,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7,10.38,-2.62
1,50301,Everton Cardoso da Silva,Everton,MEI,262,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,1.8,14.24,-2.76
1,50317,David Braz de Oliveira Filho,David Braz,ZAG,277,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,2,0.0,6.82,-2.18
1,50321,,Vitor Júnior,MEI,316,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2,6.97,-2.03
1,50326,,Éverton Santos,ATA,316,0,0,0,1,0,3,0,2,3,0,0,0,1,0,0,0,0,2,1.3,8.56,-1.44
1,50328,Marcelo Oliveira Ferreira,Marcelo Oliveira,MEI,275,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,-2.4,3.48,-3.52
1,50347,,Alan Kardec,ATA,276,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,1,0,2,6.9,21.13,0.13
1,50348,,Conca,MEI,266,0,0,1,0,1,1,0,0,9,0,0,0,1,0,0,0,0,0,3.7,17.19,-1.81
1,50353,,Titi,ZAG,265,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2.6,7.27,0.27
1,50358,,Marcelo Moreno,ATA,283,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7,11.13,4.13
1,50361,Rafael Ramos de Lima,Rafael Lima,ZAG,315,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,3.6,6.51,1.51
1,50362,Lucas Rios Marques,Lucas,LAT,263,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2,5.45,-1.55
1,50417,,Valencia,MEI,266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7,5.07,0.07
1,50418,,Dinei,ATA,287,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2.9,5.98,0.98
1,50421,Wesley Lopes Beltrame,Wesley,MEI,275,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,6.1,17.5,0.5
1,50446,,Chico,ZAG,294,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,4.1,10.68,0.68
1,50454,,Serginho,MEI,288,0,0,0,1,0,3,0,0,4,0,0,0,3,0,0,0,0,5,3.9,9.01,1.01
1,50459,Leonardo Renan Simões de Lacerda,Léo,ZAG,283,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.9,4.47,0.47
1,50462,,Leandro Almeida,ZAG,294,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,4.7,7.35,2.35
1,50532,,Maxi Biancucchi,ATA,265,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9.47,-0.53
1,50645,Carlos Eduardo Santos Oliveira,Eduardo,LAT,288,0,0,0,1,0,2,0,0,4,0,0,0,4,0,0,0,0,0,7.6,8.03,5.03
1,50908,,Wellington Bruno,MEI,288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.65,-0.35
1,50961,,Léo Gago,MEI,265,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.4,3.33,-0.67
1,51168,,André Paulino,ZAG,315,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,6,3.9,5.98,1.98
1,51193,,Fabinho Alves,ATA,315,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7,4.32,-0.68
1,51293,,Wanderson,MEI,315,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,3,0.7,4.32,-0.68
