round_num,player_id,player_name,player_nickname,position,team_id,G,A,FT,FD,FF,FS,PP,I,PE,SG,DP,DD,RB,GC,CV,CA,GS,FC,total_score,current_price,price_delta
3,36443,,Dida,GOL,285,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,-2.6,6.81,-1.46
3,36540,Juan Silveira dos Santos,Juan,ZAG,285,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,1,0,2,0.1,10.85,-1.19
3,36792,,Araújo,ATA,290,0,0,0,1,0,4,0,1,1,0,0,0,1,0,0,0,0,0,3.9,10.36,0.47
3,36856,,Celso Roth,TEC,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,8.46,0.25
3,36934,,Muricy Ramalho,TEC,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,18.02,-0.15
3,36940,,Oswaldo De Oliveira,TEC,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,11.97,0.13
3,37245,Augusto Sérgio Ferreira,Guto Ferreira,TEC,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.77,-0.26
3,37246,Ney Franco da Silveira Júnior,Ney Franco,TEC,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,7.08,0.16
3,37281,Luis Antônio Venker de Menezes,Mano Menezes,TEC,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,14.94,0.26
3,37306,Gilson Kleina,Gilson Kleina,TEC,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,8.11,0.66
3,37613,,Dagoberto,ATA,283,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,-0.9,17.56,-5.44
3,37621,,Junior Cesar,LAT,263,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,-2.8,1.31,-1.31
3,37627,,Diguinho,MEI,266,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,4,0.3,9.61,-1.05
3,37654,,Rosinei,MEI,294,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1.1,4.29,-0.71
3,37655,Rafael Martiniano de Miranda Moura,Rafael Moura,ATA,285,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,5.4,12.69,0.29
3,37656,Fábio Deivson Lopes Maciel,Fábio,GOL,283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,-1.0,13.17,-1.64
3,37673,,Alecsandro,ATA,262,2,1,0,3,1,3,0,2,3,0,0,0,1,0,0,0,0,2,25.0,12.97,8.81
3,37674,Wagner Ferreira dos Santos,Wagner,MEI,266,1,0,0,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,10.5,12.38,2.87
3,37688,Cícero Santos,Cícero,MEI,266,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-1.2,13.45,-2.0
3,37705,,Juan,LAT,287,0,1,0,1,0,4,0,0,3,0,0,0,1,0,0,0,0,2,7.8,6.41,1.03
3,37718,Marcos Arouca da Silva,Arouca,MEI,277,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,1,2.0,13.96,-2.17
3,37762,,Souza,ATA,288,0,0,0,1,1,0,0,1,6,0,0,0,1,0,0,1,0,4,-2.9,6.73,-3.27
3,37770,Marcelo Grohe,Marcelo Grohe,GOL,284,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.0,17.48,1.01
3,37783,,Ramon,MEI,290,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,1,5.9,5.78,1.77
3,37789,,Bolívar,ZAG,263,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0.8,9.65,-0.59
3,37792,Edimo Ferreira Campos,Edinho,MEI,284,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,2,-2.0,0.82,-1.83
3,37794,,Tinga,MEI,283,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-1.1,0.78,-0.96
3,37795,,Jorge Wagner,MEI,263,0,0,0,1,1,1,0,0,3,0,0,0,1,0,0,0,0,3,1.5,8.42,-0.51
3,37798,Rafael Augusto Sobis do Nascimento,Rafael Sobis,ATA,266,0,0,1,4,0,1,0,0,3,0,0,0,1,0,0,0,0,2,7.8,19.17,1.41
3,37816,,Marco Antônio,MEI,316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2.97,-0.14
3,37818,,Hugo,MEI,287,0,0,0,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,0.6,11.89,-3.11
3,37826,,Paulo Baier,MEI,288,0,0,0,1,1,1,0,0,10,0,0,0,1,0,0,0,0,1,0.4,12.96,-1.2
3,37848,,Leonardo,ATA,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.89,-1.11
3,37899,,Renan,GOL,290,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.0,24.34,1.08
3,37919,,Luis Fabiano,ATA,276,0,0,1,1,0,7,0,2,3,0,0,0,1,0,0,1,0,3,4.3,23.25,-0.17
3,37941,,Borges,ATA,283,0,0,0,1,0,3,0,0,3,0,0,0,1,0,0,0,0,0,3.3,10.18,0.39
3,37958,,Felipe,GOL,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-4.0,14.18,-2.76
3,37983,,Ricardo Conceição,MEI,315,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,6,0.1,8.09,-1.04
3,37984,,Aranha,GOL,277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,15.24,0.01
3,38021,,Wendel,MEI,292,0,0,0,0,2,4,0,0,1,0,0,0,1,0,0,0,0,1,4.3,4.04,1.09
3,38055,,Rogério Ceni,GOL,276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,-1.0,18.0,-1.81
3,38067,Danilo Gabriel de Andrade,Danilo,MEI,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.01,-0.51
3,38074,,Ygor,MEI,285,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-0.6,2.9,-0.66
3,38100,Severino dos Ramos Durval da Silva,Durval,ZAG,292,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,-0.9,4.4,-0.91
3,38109,Jefferson de Oliveira Galvão,Jefferson,GOL,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.0,14.03,-2.31
3,38138,,Jô,ATA,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17.68,-1.96
3,38140,Fernando Buttenbender Prass,Fernando Prass,GOL,275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,18.89,-1.64
3,38162,Frederico Chaves Guedes,Fred,ATA,266,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,2,-1.6,25.91,-2.94
3,38184,,André Santos,LAT,262,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,1,0,4,3.2,11.99,-0.28
3,38194,,Antônio Carlos,ZAG,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,-3.5,18.33,-2.79
3,38196,Maicon Thiago Pereira de Souza,Maicon,MEI,276,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0,0,0,1,-0.9,7.85,-1.27
3,38219,,Alex,MEI,285,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,2,1.6,13.06,-2.16
